IdRegistro,IdPermeabilidad,Peso1,Peso2,Permeabilidad
REG-0017091,1,50,138.0,176
REG-0017092,1,50,134.0,168
REG-0017093,1,50,136.0,172
REG-0017094,1,50,134.0,168
REG-0017095,1,50,136.0,172
REG-0017096,1,50,135.0,170
REG-0017097,1,50,136.0,172
REG-0017098,1,50,134.0,168
REG-0017099,1,50,134.0,168
REG-0017100,1,50,136.0,172
REG-0017101,1,50,135.0,170
REG-0017102,1,50,134.0,168
REG-0017103,1,50,136.0,172
REG-0017104,1,50,140.0,180
REG-0017105,1,50,128.0,156
REG-0017106,1,50,129.0,158
REG-0017107,1,50,131.0,162
REG-0017108,1,50,136.0,172
REG-0017109,1,50,135.0,170
REG-0017110,1,50,128.0,156
REG-0017111,1,50,133.0,166
REG-0017112,1,50,135.0,170
REG-0017113,1,50,130.0,160
REG-0017114,1,50,135.0,170
REG-0017115,1,50,135.0,170
REG-0017116,1,50,132.0,164
REG-0017117,1,50,136.0,172
REG-0017118,1,50,134.0,168
REG-0017119,1,50,126.0,152
REG-0017120,1,50,136.0,172
REG-0017121,1,50,133.0,166
REG-0017122,1,50,126.0,152
REG-0017123,1,50,146.0,192
REG-0017124,1,50,132.0,164
REG-0017125,1,50,126.0,152
REG-0017126,1,50,133.0,166
REG-0017127,1,50,130.0,160
REG-0017128,1,50,125.0,150
REG-0017129,1,50,124.0,148
REG-0017130,1,50,135.0,170
REG-0017131,1,50,133.0,166
REG-0017132,1,50,138.0,176
REG-0017133,1,50,136.0,172
REG-0017134,1,50,134.0,168
REG-0017135,1,50,138.0,176
REG-0017136,1,50,134.0,168
REG-0017137,1,50,136.0,172
REG-0017138,1,50,140.0,180
REG-0017139,1,50,140.0,180
REG-0017140,1,50,136.0,172
REG-0017141,1,50,135.0,170
REG-0017142,1,50,138.0,176
REG-0017143,1,50,140.0,180
REG-0017144,1,50,136.0,172
REG-0017145,1,50,140.0,180
REG-0017146,1,50,136.0,172
REG-0017147,1,50,138.0,176
REG-0017148,1,50,140.0,180
REG-0017149,1,50,135.0,170
REG-0017150,1,50,122.0,144
REG-0017151,1,50,136.0,172
REG-0017152,1,50,133.0,166
REG-0017153,1,50,123.0,146
REG-0017154,1,50,133.0,166
REG-0017155,1,50,134.0,168
REG-0017156,1,50,127.0,154
REG-0017157,1,50,137.0,174
REG-0017158,1,50,133.0,166
REG-0017159,1,50,124.0,148
REG-0017160,1,50,134.0,168
REG-0017161,1,50,132.0,164
REG-0017162,1,50,125.0,150
REG-0017163,1,50,132.0,164
REG-0017164,1,50,131.0,162
REG-0017165,1,50,124.0,148
REG-0017166,1,50,138.0,176
REG-0017167,1,50,131.0,162
REG-0017168,1,50,133.0,166
REG-0017169,1,50,142.0,184
REG-0017170,1,50,131.0,162
REG-0017171,1,50,143.0,186
REG-0017172,1,50,135.0,170
REG-0017173,1,50,144.0,188
REG-0017174,1,50,145.0,190
REG-0017175,1,50,145.0,190
REG-0017176,1,50,129.0,158
REG-0017177,1,50,135.0,170
REG-0017178,1,50,142.0,184
REG-0017179,1,50,135.0,170
REG-0017180,1,50,136.0,172
REG-0017181,1,50,134.0,168
REG-0017182,1,50,136.0,172
REG-0017183,1,50,134.0,168
REG-0017184,1,50,132.0,164
REG-0017185,1,50,134.0,168
REG-0017186,1,50,136.0,172
REG-0017187,1,50,134.0,168
REG-0017188,1,50,134.0,168
REG-0017189,1,50,138.0,176
REG-0017190,1,50,136.0,172
REG-0017191,1,50,133.0,166
REG-0017192,1,50,142.0,184
REG-0017193,1,50,140.0,180
REG-0017194,1,50,135.0,170
REG-0017195,1,50,141.0,182
REG-0017196,1,50,132.0,164
REG-0017197,1,50,134.0,168
REG-0017198,1,50,136.0,172
REG-0017199,1,50,136.0,172
REG-0017200,1,50,141.0,182
REG-0017201,1,50,135.0,170
REG-0017202,1,50,138.0,176
REG-0017203,1,50,136.0,172
REG-0017204,1,50,132.0,164
REG-0017205,1,50,135.0,170
REG-0017206,1,50,141.0,182
REG-0017207,1,50,132.0,164
REG-0017208,1,50,137.0,174
REG-0017209,1,50,143.0,186
REG-0017210,1,50,146.0,192
REG-0017211,1,50,140.0,180
REG-0017212,1,50,144.0,188
REG-0017213,1,50,142.0,184
REG-0017214,1,50,136.0,172
REG-0017215,1,50,135.0,170
REG-0017216,1,50,144.0,188
REG-0017217,1,50,146.0,192
REG-0017218,1,50,134.0,168
REG-0017219,1,50,139.0,178
REG-0017220,1,50,134.0,168
REG-0017221,1,50,136.0,172
REG-0017222,1,50,140.0,180
REG-0017223,1,50,136.0,172
REG-0017224,1,50,134.0,168
REG-0017225,1,50,128.0,156
REG-0017226,1,50,136.0,172
REG-0017227,1,50,134.0,168
REG-0017228,1,50,134.0,168
REG-0017229,1,50,136.0,172
REG-0017230,1,50,136.0,172
REG-0017231,1,50,138.0,176
REG-0017232,1,50,136.0,172
REG-0017233,1,50,140.0,180
REG-0017234,1,50,133.0,166
REG-0017235,1,50,148.0,196
REG-0017236,1,50,135.0,170
REG-0017237,1,50,146.0,192
REG-0017238,1,50,134.0,168
REG-0017239,1,50,133.0,166
REG-0017240,1,50,130.0,160
REG-0017241,1,50,128.0,156
REG-0017242,1,50,130.0,160
REG-0017243,1,50,125.0,150
REG-0017244,1,50,136.0,172
REG-0017245,1,50,137.0,174
REG-0017246,1,50,130.0,160
REG-0017247,1,50,130.0,160
REG-0017248,1,50,130.0,160
REG-0017249,1,50,129.0,158
REG-0017250,1,50,131.0,162
REG-0017251,1,50,131.0,162
REG-0017252,1,50,129.0,158
REG-0017253,1,50,135.0,170
REG-0017254,1,50,136.0,172
REG-0017255,1,50,127.0,154
REG-0017256,1,50,131.0,162
REG-0017257,1,50,132.0,164
REG-0017258,1,50,132.0,164
REG-0017259,1,50,129.0,158
REG-0017260,1,50,130.0,160
REG-0017261,1,50,132.0,164
REG-0017262,1,50,125.0,150
REG-0017263,1,50,125.0,150
REG-0017264,1,50,126.0,152
REG-0017265,1,50,125.0,150
REG-0017266,1,50,128.0,156
REG-0017267,1,50,135.0,170
REG-0017268,1,50,138.0,176
REG-0017269,1,50,130.0,160
REG-0017270,1,50,132.0,164
REG-0017271,1,50,121.0,142
REG-0017272,1,50,132.0,164
REG-0017273,1,50,132.0,164
REG-0017274,1,50,129.0,158
REG-0017275,1,50,130.0,160
REG-0017276,1,50,125.0,150
REG-0017277,1,50,126.0,152
REG-0017278,1,50,122.0,144
REG-0017279,1,50,124.0,148
REG-0017280,1,50,125.0,150
REG-0017281,1,50,130.0,160
REG-0017282,1,50,128.0,156
REG-0017283,1,50,130.0,160
REG-0017284,1,50,124.0,148
REG-0017285,1,50,127.0,154
REG-0017286,1,50,136.0,172
REG-0017287,1,50,130.0,160
REG-0017288,1,50,130.0,160
REG-0017289,1,50,135.0,170
REG-0017290,1,50,132.0,164
REG-0017291,1,50,130.0,160
REG-0017292,1,50,132.0,164
REG-0017293,1,50,135.0,170
REG-0017294,1,50,134.0,168
REG-0017295,1,50,130.0,160
REG-0017296,1,50,129.0,158
REG-0017297,1,50,133.0,166
REG-0017298,1,50,131.0,162
REG-0017299,1,50,146.0,192
REG-0017300,1,50,135.0,170
REG-0017301,1,50,136.0,172
REG-0017302,1,50,138.0,176
REG-0017303,1,50,130.0,160
REG-0017304,1,50,135.0,170
REG-0017305,1,50,135.0,170
REG-0017306,1,50,140.0,180
REG-0017307,1,50,135.0,170
REG-0017308,1,50,136.0,172
REG-0017309,1,50,132.0,164
REG-0017310,1,50,133.0,166
REG-0017311,1,50,135.0,170
REG-0017312,1,50,140.0,180
REG-0017313,1,50,136.0,172
REG-0017314,1,50,130.0,160
REG-0017315,1,50,132.0,164
REG-0017316,1,50,139.0,178
REG-0017317,1,50,133.0,166
REG-0017318,1,50,135.0,170
REG-0017319,1,50,134.0,168
REG-0017320,1,50,137.0,174
REG-0017321,1,50,,-100
REG-0017322,1,50,138.0,176
REG-0017323,1,50,136.0,172
REG-0017324,1,50,140.0,180
REG-0017325,1,50,135.0,170
REG-0017326,1,50,130.0,160
REG-0017327,1,50,135.0,170
REG-0017328,1,50,130.0,160
REG-0017329,1,50,136.0,172
REG-0017330,1,50,132.0,164
REG-0017331,1,50,135.0,170
REG-0017332,1,50,129.0,158
REG-0017333,1,50,134.0,168
REG-0017334,1,50,130.0,160
REG-0017335,1,50,134.0,168
REG-0017336,1,50,139.0,178
REG-0017337,1,50,126.0,152
REG-0017338,1,50,136.0,172
REG-0017339,1,50,128.0,156
REG-0017340,1,50,140.0,180
REG-0017341,1,50,129.0,158
REG-0017342,1,50,141.0,182
REG-0017343,1,50,130.0,160
REG-0017344,1,50,133.0,166
REG-0017345,1,50,130.0,160
REG-0017346,1,50,136.0,172
REG-0017347,1,50,129.0,158
REG-0017348,1,50,146.0,192
REG-0017349,1,50,138.0,176
REG-0017350,1,50,139.0,178
REG-0017351,1,50,134.0,168
REG-0017352,1,50,135.0,170
REG-0017353,1,50,134.0,168
REG-0017354,1,50,134.0,168
REG-0017355,1,50,136.0,172
REG-0017356,1,50,140.0,180
REG-0017357,1,50,136.0,172
REG-0017358,1,50,127.0,154
REG-0017359,1,50,119.0,138
REG-0017360,1,50,136.0,172
REG-0017361,1,50,129.0,158
REG-0017362,1,50,129.0,158
REG-0017363,1,50,129.0,158
REG-0017364,1,50,134.0,168
REG-0017365,1,50,131.0,162
REG-0017366,1,50,133.0,166
REG-0017367,1,50,132.0,164
REG-0017368,1,50,123.0,146
REG-0017369,1,50,133.0,166
REG-0017370,1,50,128.0,156
REG-0017371,1,50,133.0,166
REG-0017372,1,50,135.0,170
REG-0017373,1,50,134.0,168
REG-0017374,1,50,132.0,164
REG-0017375,1,50,138.0,176
REG-0017376,1,50,131.0,162
REG-0017377,1,50,135.0,170
REG-0017378,1,50,136.0,172
REG-0017379,1,50,133.0,166
REG-0017380,1,50,133.0,166
REG-0017381,1,50,134.0,168
REG-0017382,1,50,136.0,172
REG-0017383,1,50,133.0,166
REG-0017384,1,50,134.0,168
REG-0017385,1,50,133.0,166
REG-0017386,1,50,134.0,168
REG-0017387,1,50,133.0,166
REG-0017388,1,50,135.0,170
REG-0017389,1,50,132.0,164
REG-0017390,1,50,135.0,170
REG-0017391,1,50,130.0,160
REG-0017392,1,50,134.0,168
REG-0017393,1,50,132.0,164
REG-0017394,1,50,133.0,166
REG-0017395,1,50,135.0,170
REG-0017396,1,50,130.0,160
REG-0017397,1,50,132.0,164
REG-0017398,1,50,136.0,172
REG-0017399,1,50,133.0,166
REG-0017400,1,50,129.0,158
REG-0017401,1,50,138.0,176
REG-0017402,1,50,133.0,166
REG-0017403,1,50,134.0,168
REG-0017404,1,50,127.0,154
REG-0017405,1,50,132.0,164
REG-0017406,1,50,138.0,176
REG-0017407,1,50,135.0,170
REG-0017408,1,50,135.0,170
REG-0017409,1,50,145.0,190
REG-0017410,1,50,150.0,200
REG-0017411,1,50,144.0,188
REG-0017412,1,50,146.0,192
REG-0017413,1,50,134.0,168
REG-0017414,1,50,147.0,194
REG-0017415,1,50,140.0,180
REG-0017416,1,50,136.0,172
REG-0017417,1,50,142.0,184
REG-0017418,1,50,135.0,170
REG-0017419,1,50,142.0,184
REG-0017420,1,50,142.0,184
REG-0017421,1,50,140.0,180
REG-0017422,1,50,142.0,184
REG-0017423,1,50,145.0,190
REG-0017424,1,50,140.0,180
REG-0017425,1,50,135.0,170
REG-0017426,1,50,140.0,180
REG-0017427,1,50,146.0,192
REG-0017428,1,50,142.0,184
REG-0017429,1,50,142.0,184
REG-0017430,1,50,142.0,184
REG-0017431,1,50,145.0,190
REG-0017432,1,50,138.0,176
REG-0017433,1,50,134.0,168
REG-0017434,1,50,145.0,190
REG-0017435,1,50,146.0,192
REG-0017436,1,50,145.0,190
REG-0017437,1,50,143.0,186
REG-0017438,1,50,136.0,172
REG-0017439,1,50,137.0,174
REG-0017440,1,50,142.0,184
REG-0017441,1,50,143.0,186
REG-0017442,1,50,126.0,152
REG-0017443,1,50,130.0,160
REG-0017444,1,50,125.0,150
REG-0017445,1,50,135.0,170
REG-0017446,1,50,130.0,160
REG-0017447,1,50,140.0,180
REG-0017448,1,50,127.0,154
REG-0017449,1,50,134.0,168
REG-0017450,1,50,138.0,176
REG-0017451,1,50,150.0,200
REG-0017452,1,50,128.0,156
REG-0017453,1,50,138.0,176
REG-0017454,1,50,134.0,168
REG-0017455,1,50,135.0,170
REG-0017456,1,50,145.0,190
REG-0017457,1,50,134.0,168
REG-0017458,1,50,135.0,170
REG-0017459,1,50,130.0,160
REG-0017460,1,50,143.0,186
REG-0017461,1,50,136.0,172
REG-0017462,1,50,138.0,176
REG-0017463,1,50,135.0,170
REG-0017464,1,50,140.0,180
REG-0017465,1,50,125.0,150
REG-0017466,1,50,145.0,190
REG-0017467,1,50,130.0,160
REG-0017468,1,50,143.0,186
REG-0017469,1,50,132.0,164
REG-0017470,1,50,124.0,148
REG-0017471,1,50,139.0,178
REG-0017472,1,50,126.0,152
REG-0017473,1,50,125.0,150
REG-0017474,1,50,133.0,166
REG-0017475,1,50,136.0,172
REG-0017476,1,50,130.0,160
REG-0017477,1,50,134.0,168
REG-0017478,1,50,138.0,176
REG-0017479,1,50,137.0,174
REG-0017480,1,50,135.0,170
REG-0017481,1,50,146.0,192
REG-0017482,1,50,136.0,172
REG-0017483,1,50,140.0,180
REG-0017484,1,50,141.0,182
REG-0017485,1,50,142.0,184
REG-0017486,1,50,140.0,180
REG-0017487,1,50,155.0,210
REG-0017488,1,50,145.0,190
REG-0017489,1,50,142.0,184
REG-0017490,1,50,142.0,184
REG-0017491,1,50,143.0,186
REG-0017492,1,50,134.0,168
REG-0017493,1,50,135.0,170
REG-0017494,1,50,140.0,180
REG-0017495,1,50,134.0,168
REG-0017496,1,50,135.0,170
REG-0017497,1,50,134.0,168
REG-0017498,1,50,137.0,174
REG-0017499,1,50,136.0,172
REG-0017500,1,50,138.0,176
REG-0017501,1,50,135.0,170
REG-0017502,1,50,136.0,172
REG-0017503,1,50,130.0,160
REG-0017504,1,50,128.0,156
REG-0017505,1,50,132.0,164
REG-0017506,1,50,135.0,170
REG-0017507,1,50,133.0,166
REG-0017508,1,50,135.0,170
REG-0017509,1,50,132.0,164
REG-0017510,1,50,132.0,164
REG-0017511,1,50,130.0,160
REG-0017512,1,50,137.0,174
REG-0017513,1,50,144.0,188
REG-0017514,1,50,136.0,172
REG-0017515,1,50,140.0,180
REG-0017516,1,50,137.0,174
REG-0017517,1,50,140.0,180
REG-0017518,1,50,140.0,180
REG-0017519,1,50,130.0,160
REG-0017520,1,50,132.0,164
REG-0017521,1,50,130.0,160
REG-0017522,1,50,133.0,166
REG-0017523,1,50,142.0,184
REG-0017524,1,50,142.0,184
REG-0017525,1,50,138.0,176
REG-0017526,1,50,140.0,180
REG-0017527,1,50,138.0,176
REG-0017528,1,50,135.0,170
REG-0017529,1,50,132.0,164
REG-0017530,1,50,132.0,164
REG-0017531,1,50,135.0,170
REG-0017532,1,50,136.0,172
REG-0017533,1,50,132.0,164
REG-0017534,1,50,132.0,164
REG-0017535,1,50,134.0,168
REG-0017536,1,50,130.0,160
REG-0017537,1,50,135.0,170
REG-0017538,1,50,130.0,160
REG-0017539,1,50,130.0,160
REG-0017540,1,50,132.0,164
REG-0017541,1,50,133.0,166
REG-0017542,1,50,132.0,164
REG-0017543,1,50,134.0,168
REG-0017544,1,50,138.0,176
REG-0017545,1,50,138.0,176
REG-0017546,1,50,142.0,184
REG-0017547,1,50,138.0,176
REG-0017548,1,50,133.0,166
REG-0017549,1,50,144.0,188
REG-0017550,1,50,136.0,172
REG-0017551,1,50,140.0,180
REG-0017552,1,50,125.0,150
REG-0017553,1,50,132.0,164
REG-0017554,1,50,132.0,164
REG-0017555,1,50,132.0,164
REG-0017556,1,50,129.0,158
REG-0017557,1,50,135.0,170
REG-0017558,1,50,126.0,152
REG-0017559,1,50,134.0,168
REG-0017560,1,50,130.0,160
REG-0017561,1,50,132.0,164
REG-0017562,1,50,138.0,176
REG-0017563,1,50,135.0,170
REG-0017564,1,50,136.0,172
REG-0017565,1,50,135.0,170
REG-0017566,1,50,130.0,160
REG-0017567,1,50,130.0,160
REG-0017568,1,50,134.0,168
REG-0017569,1,50,135.0,170
REG-0017570,1,50,130.0,160
REG-0017571,1,50,130.0,160
REG-0017572,1,50,129.0,158
REG-0017573,1,50,138.0,176
REG-0017574,1,50,142.0,184
REG-0017575,1,50,133.0,166
REG-0017576,1,50,132.0,164
REG-0017577,1,50,128.0,156
REG-0017578,1,50,126.0,152
REG-0017579,1,50,134.0,168
REG-0017580,1,50,133.0,166
REG-0017581,1,50,125.0,150
REG-0017582,1,50,128.0,156
REG-0017583,1,50,127.0,154
REG-0017584,1,50,128.0,156
REG-0017585,1,50,138.0,176
REG-0017586,1,50,127.0,154
REG-0017587,1,50,141.0,182
REG-0017588,1,50,132.0,164
REG-0017589,1,50,132.0,164
REG-0017590,1,50,131.0,162
REG-0017591,1,50,130.0,160
REG-0017592,1,50,135.0,170
REG-0017593,1,50,129.0,158
REG-0017594,1,50,135.0,170
REG-0017595,1,50,144.0,188
REG-0017596,1,50,130.0,160
REG-0017597,1,50,130.0,160
REG-0017598,1,50,139.0,178
REG-0017599,1,50,136.0,172
REG-0017600,1,50,135.0,170
REG-0017601,1,50,132.0,164
REG-0017602,1,50,133.0,166
REG-0017603,1,50,135.0,170
REG-0017604,1,50,134.0,168
REG-0017605,1,50,133.0,166
REG-0017606,1,50,135.0,170
REG-0017607,1,50,132.0,164
REG-0017608,1,50,133.0,166
REG-0017609,1,50,123.0,146
REG-0017610,1,50,136.0,172
REG-0017611,1,50,128.0,156
REG-0017612,1,50,133.0,166
REG-0017613,1,50,138.0,176
REG-0017614,1,50,134.0,168
REG-0017615,1,50,128.0,156
REG-0017616,1,50,132.0,164
REG-0017617,1,50,133.0,166
REG-0017618,1,50,135.0,170
REG-0017619,1,50,138.0,176
REG-0017620,1,50,132.0,164
REG-0017621,1,50,140.0,180
REG-0017622,1,50,135.0,170
REG-0017623,1,50,138.0,176
REG-0017624,1,50,125.0,150
REG-0017625,1,50,136.0,172
REG-0017626,1,50,125.0,150
REG-0017627,1,50,131.0,162
REG-0017628,1,50,,-100
REG-0017629,1,50,,-100
REG-0017630,1,50,138.0,176
REG-0017631,1,50,128.0,156
REG-0017632,1,50,136.0,172
REG-0017633,1,50,130.0,160
REG-0017634,1,50,130.0,160
REG-0017635,1,50,135.0,170
REG-0017636,1,50,130.0,160
REG-0017637,1,50,128.0,156
REG-0017638,1,50,134.0,168
REG-0017639,1,50,126.0,152
REG-0017640,1,50,135.0,170
REG-0017641,1,50,128.0,156
REG-0017642,1,50,135.0,170
REG-0017643,1,50,126.0,152
REG-0017644,1,50,135.0,170
REG-0017645,1,50,125.0,150
REG-0017646,1,50,132.0,164
REG-0017647,1,50,126.0,152
REG-0017648,1,50,139.0,178
REG-0017649,1,50,126.0,152
REG-0017650,1,50,131.0,162
REG-0017651,1,50,126.0,152
REG-0017652,1,50,132.0,164
REG-0017653,1,50,128.0,156
REG-0017654,1,50,136.0,172
REG-0017655,1,50,121.0,142
REG-0017656,1,50,133.0,166
REG-0017657,1,50,128.0,156
REG-0017658,1,50,130.0,160
REG-0017659,1,50,128.0,156
REG-0017660,1,50,130.0,160
REG-0017661,1,50,119.0,138
REG-0017662,1,50,139.0,178
REG-0017663,1,50,137.0,174
REG-0017664,1,50,127.0,154
REG-0017665,1,50,128.0,156
REG-0017666,1,50,140.0,180
REG-0017667,1,50,135.0,170
REG-0017668,1,50,136.0,172
REG-0017669,1,50,135.0,170
REG-0017670,1,50,130.0,160
REG-0017671,1,50,132.0,164
REG-0017672,1,50,136.0,172
REG-0017673,1,50,130.0,160
REG-0017674,1,50,135.0,170
REG-0017675,1,50,128.0,156
REG-0017676,1,50,139.0,178
REG-0017677,1,50,135.0,170
REG-0017678,1,50,139.0,178
REG-0017679,1,50,137.0,174
REG-0017680,1,50,135.0,170
REG-0017681,1,50,138.0,176
REG-0017682,1,50,135.0,170
REG-0017683,1,50,132.0,164
REG-0017684,1,50,134.0,168
REG-0017685,1,50,131.0,162
REG-0017686,1,50,129.0,158
REG-0017687,1,50,132.0,164
REG-0017688,1,50,129.0,158
REG-0017689,1,50,133.0,166
REG-0017690,1,50,132.0,164
REG-0017691,1,50,150.0,200
REG-0017692,1,50,130.0,160
REG-0017693,1,50,133.0,166
REG-0017694,1,50,132.0,164
REG-0017695,1,50,135.0,170
REG-0017696,1,50,135.0,170
REG-0017697,1,50,145.0,190
REG-0017698,1,50,134.0,168
REG-0017699,1,50,137.0,174
REG-0017700,1,50,135.0,170
REG-0017701,1,50,137.0,174
REG-0017702,1,50,135.0,170
REG-0017703,1,50,136.0,172
REG-0017704,1,50,136.0,172
REG-0017705,1,50,137.0,174
REG-0017706,1,50,135.0,170
REG-0017707,1,50,133.0,166
REG-0017708,1,50,137.0,174
REG-0017709,1,50,133.0,166
REG-0017710,1,50,139.0,178
REG-0017711,1,50,138.0,176
REG-0017712,1,50,136.0,172
REG-0017713,1,50,133.0,166
REG-0017714,1,50,133.0,166
REG-0017715,1,50,142.0,184
REG-0017716,1,50,146.0,192
REG-0017717,1,50,135.0,170
REG-0017718,1,50,138.0,176
REG-0017719,1,50,135.0,170
REG-0017720,1,50,148.0,196
REG-0017721,1,50,136.0,172
REG-0017722,1,50,137.0,174
REG-0017723,1,50,138.0,176
REG-0017724,1,50,132.0,164
REG-0017725,1,50,136.0,172
REG-0017726,1,50,143.0,186
REG-0017727,1,50,140.0,180
REG-0017728,1,50,144.0,188
REG-0017729,1,50,136.0,172
REG-0017730,1,50,138.0,176
REG-0017731,1,50,136.0,172
REG-0017732,1,50,143.0,186
REG-0017733,1,50,140.0,180
REG-0017734,1,50,144.0,188
REG-0017735,1,50,134.0,168
REG-0017736,1,50,134.0,168
REG-0017737,1,50,141.0,182
REG-0017738,1,50,135.0,170
REG-0017739,1,50,140.0,180
REG-0017740,1,50,135.0,170
REG-0017741,1,50,134.0,168
REG-0017742,1,50,136.0,172
REG-0017743,1,50,136.0,172
REG-0017744,1,50,135.0,170
REG-0017745,1,50,137.0,174
REG-0017746,1,50,134.0,168
REG-0017747,1,50,133.0,166
REG-0017748,1,50,136.0,172
REG-0017749,1,50,145.0,190
REG-0017750,1,50,138.0,176
REG-0017751,1,50,138.0,176
REG-0017752,1,50,142.0,184
REG-0017753,1,50,137.0,174
REG-0017754,1,50,135.0,170
REG-0017755,1,50,138.0,176
REG-0017756,1,50,145.0,190
REG-0017757,1,50,138.0,176
REG-0017758,1,50,137.0,174
REG-0017759,1,50,138.0,176
REG-0017760,1,50,135.0,170
REG-0017761,1,50,138.0,176
REG-0017762,1,50,149.0,198
REG-0017763,1,50,144.0,188
REG-0017764,1,50,134.0,168
REG-0017765,1,50,142.0,184
REG-0017766,1,50,135.0,170
REG-0017767,1,50,135.0,170
REG-0017768,1,50,137.0,174
REG-0017769,1,50,135.0,170
REG-0017770,1,50,132.0,164
REG-0017771,1,50,134.0,168
REG-0017772,1,50,144.0,188
REG-0017773,1,50,138.0,176
REG-0017774,1,50,142.0,184
REG-0017775,1,50,140.0,180
REG-0017776,1,50,141.0,182
REG-0017777,1,50,139.0,178
REG-0017778,1,50,140.0,180
REG-0017779,1,50,135.0,170
REG-0017780,1,50,136.0,172
REG-0017781,1,50,135.0,170
REG-0017782,1,50,136.0,172
REG-0017783,1,50,134.0,168
REG-0017784,1,50,138.0,176
REG-0017785,1,50,136.0,172
REG-0017786,1,50,136.0,172
REG-0017787,1,50,130.0,160
REG-0017788,1,50,138.0,176
REG-0017789,1,50,140.0,180
REG-0017790,1,50,140.0,180
REG-0017791,1,50,144.0,188
REG-0017792,1,50,118.0,136
REG-0017793,1,50,,-100
REG-0017794,1,50,120.0,140
REG-0017795,1,50,134.0,168
REG-0017796,1,50,138.0,176
REG-0017797,1,50,138.0,176
REG-0017798,1,50,136.0,172
REG-0017799,1,50,140.0,180
REG-0017800,1,50,136.0,172
REG-0017801,1,50,138.0,176
REG-0017802,1,50,126.0,152
REG-0017803,1,50,128.0,156
REG-0017804,1,50,134.0,168
REG-0017805,1,50,134.0,168
REG-0017806,1,50,134.0,168
REG-0017807,1,50,138.0,176
REG-0017808,1,50,134.0,168
REG-0017809,1,50,136.0,172
REG-0017810,1,50,144.0,188
REG-0017811,1,50,140.0,180
REG-0017812,1,50,140.0,180
REG-0017813,1,50,135.0,170
REG-0017814,1,50,138.0,176
REG-0017815,1,50,142.0,184
REG-0017816,1,50,138.0,176
REG-0017817,1,50,132.0,164
REG-0017818,1,50,128.0,156
REG-0017819,1,50,134.0,168
REG-0017820,1,50,128.0,156
REG-0017821,1,50,126.0,152
REG-0017822,1,50,126.0,152
REG-0017823,1,50,126.0,152
REG-0017824,1,50,132.0,164
REG-0017825,1,50,134.0,168
REG-0017826,1,50,136.0,172
REG-0017827,1,50,136.0,172
REG-0017828,1,50,138.0,176
REG-0017829,1,50,134.0,168
REG-0017830,1,50,136.0,172
REG-0017831,1,50,134.0,168
REG-0017832,1,50,132.0,164
REG-0017833,1,50,136.0,172
REG-0017834,1,50,138.0,176
REG-0017835,1,50,136.0,172
REG-0017836,1,50,134.0,168
REG-0017837,1,50,134.0,168
REG-0017838,1,50,138.0,176
REG-0017839,1,50,124.0,148
REG-0017840,1,50,132.0,164
REG-0017841,1,50,128.0,156
REG-0017842,1,50,131.0,162
REG-0017843,1,50,129.0,158
REG-0017844,1,50,132.0,164
REG-0017845,1,50,134.0,168
REG-0017846,1,50,136.0,172
REG-0017847,1,50,128.0,156
REG-0017848,1,50,133.0,166
REG-0017849,1,50,135.0,170
REG-0017850,1,50,128.0,156
REG-0017851,1,50,132.0,164
REG-0017852,1,50,134.0,168
REG-0017853,1,50,132.0,164
REG-0017854,1,50,134.0,168
REG-0017855,1,50,132.0,164
REG-0017856,1,50,132.0,164
REG-0017857,1,50,138.0,176
REG-0017858,1,50,148.0,196
REG-0017859,1,50,133.0,166
REG-0017860,1,50,138.0,176
REG-0017861,1,50,136.0,172
REG-0017862,1,50,128.0,156
REG-0017863,1,50,134.0,168
REG-0017864,1,50,139.0,178
REG-0017865,1,50,136.0,172
REG-0017866,1,50,137.0,174
REG-0017867,1,50,134.0,168
REG-0017868,1,50,136.0,172
REG-0017869,1,50,138.0,176
REG-0017870,1,50,134.0,168
REG-0017871,1,50,136.0,172
REG-0017872,1,50,135.0,170
REG-0017873,1,50,132.0,164
REG-0017874,1,50,132.0,164
REG-0017875,1,50,134.0,168
REG-0017876,1,50,130.0,160
REG-0017877,1,50,128.0,156
REG-0017878,1,50,126.0,152
REG-0017879,1,50,126.0,152
REG-0017880,1,50,125.0,150
REG-0017881,1,50,135.0,170
REG-0017882,1,50,128.0,156
REG-0017883,1,50,132.0,164
REG-0017884,1,50,125.0,150
REG-0017885,1,50,130.0,160
REG-0017886,1,50,134.0,168
REG-0017887,1,50,124.0,148
REG-0017888,1,50,132.0,164
REG-0017889,1,50,126.0,152
REG-0017890,1,50,141.0,182
REG-0017891,1,50,127.0,154
REG-0017892,1,50,125.0,150
REG-0017893,1,50,131.0,162
REG-0017894,1,50,129.0,158
REG-0017895,1,50,125.0,150
REG-0017896,1,50,134.0,168
REG-0017897,1,50,128.0,156
REG-0017898,1,50,134.0,168
REG-0017899,1,50,135.0,170
REG-0017900,1,50,136.0,172
REG-0017901,1,50,134.0,168
REG-0017902,1,50,136.0,172
REG-0017903,1,50,134.0,168
REG-0017904,1,50,136.0,172
REG-0017905,1,50,132.0,164
REG-0017906,1,50,136.0,172
REG-0017907,1,50,134.0,168
REG-0017908,1,50,134.0,168
REG-0017909,1,50,136.0,172
REG-0017910,1,50,132.0,164
REG-0017911,1,50,128.0,156
