IdRegistro,IdPermeabilidad,Peso1,Peso2,Permeabilidad
REG-0022840,1,50,144.0,188
REG-0022841,1,50,144.0,188
REG-0022842,1,50,140.0,180
REG-0022843,1,50,141.0,182
REG-0022844,1,50,140.0,180
REG-0022845,1,50,141.0,182
REG-0022846,1,50,140.0,180
REG-0022847,1,50,140.0,180
REG-0022848,1,50,140.0,180
REG-0022849,1,50,142.0,184
REG-0022850,1,50,140.0,180
REG-0022851,1,50,142.0,184
REG-0022852,1,50,142.0,184
REG-0022853,1,50,130.0,160
REG-0022854,1,50,143.0,186
REG-0022855,1,50,145.0,190
REG-0022856,1,50,143.0,186
REG-0022857,1,50,145.0,190
REG-0022858,1,50,146.0,192
REG-0022859,1,50,134.0,168
REG-0022860,1,50,150.0,200
REG-0022861,1,50,146.0,192
REG-0022862,1,50,144.0,188
REG-0022863,1,50,142.0,184
REG-0022864,1,50,148.0,196
REG-0022865,1,50,135.0,170
REG-0022866,1,50,130.0,160
REG-0022867,1,50,130.0,160
REG-0022868,1,50,138.0,176
REG-0022869,1,50,150.0,200
REG-0022870,1,50,138.0,176
REG-0022871,1,50,140.0,180
REG-0022872,1,50,140.0,180
REG-0022873,1,50,137.0,174
REG-0022874,1,50,130.0,160
REG-0022875,1,50,140.0,180
REG-0022876,1,50,140.0,180
REG-0022877,1,50,138.0,176
REG-0022878,1,50,139.0,178
REG-0022879,1,50,138.0,176
REG-0022880,1,50,136.0,172
REG-0022881,1,50,138.0,176
REG-0022882,1,50,139.0,178
REG-0022883,1,50,,-100
REG-0022884,1,50,140.0,180
REG-0022885,1,50,140.0,180
REG-0022886,1,50,139.0,178
REG-0022887,1,50,141.0,182
REG-0022888,1,50,140.0,180
REG-0022889,1,50,,-100
REG-0022890,1,50,141.0,182
REG-0022891,1,50,146.0,192
REG-0022892,1,50,137.0,174
REG-0022893,1,50,142.0,184
REG-0022894,1,50,140.0,180
REG-0022895,1,50,,-100
REG-0022896,1,50,140.0,180
REG-0022897,1,50,141.0,182
REG-0022898,1,50,142.0,184
REG-0022899,1,50,133.0,166
REG-0022900,1,50,138.0,176
REG-0022901,1,50,141.0,182
REG-0022902,1,50,133.0,166
REG-0022903,1,50,131.0,162
REG-0022904,1,50,146.0,192
REG-0022905,1,50,140.0,180
REG-0022906,1,50,132.0,164
REG-0022907,1,50,148.0,196
REG-0022908,1,50,144.0,188
REG-0022909,1,50,132.0,164
REG-0022910,1,50,148.0,196
REG-0022911,1,50,132.0,164
REG-0022912,1,50,144.0,188
REG-0022913,1,50,132.0,164
REG-0022914,1,50,148.0,196
REG-0022915,1,50,144.0,188
REG-0022916,1,50,128.0,156
REG-0022917,1,50,133.0,166
REG-0022918,1,50,136.0,172
REG-0022919,1,50,131.0,162
REG-0022920,1,50,132.0,164
REG-0022921,1,50,,-100
REG-0022922,1,50,140.0,180
REG-0022923,1,50,145.0,190
REG-0022924,1,50,146.0,192
REG-0022925,1,50,140.74,181
REG-0022926,1,50,,-100
REG-0022927,1,50,139.7,179
REG-0022928,1,50,147.0,194
REG-0022929,1,50,148.0,196
REG-0022930,1,50,141.91,184
REG-0022931,1,50,141.0,182
REG-0022932,1,50,132.0,164
REG-0022933,1,50,148.0,196
REG-0022934,1,50,145.0,190
REG-0022935,1,50,135.0,170
REG-0022936,1,50,150.0,200
REG-0022937,1,50,151.0,202
REG-0022938,1,50,150.0,200
REG-0022939,1,50,143.0,186
REG-0022940,1,50,146.0,192
REG-0022941,1,50,150.0,200
REG-0022942,1,50,144.0,188
REG-0022943,1,50,128.0,156
REG-0022944,1,50,141.0,182
REG-0022945,1,50,138.0,176
REG-0022946,1,50,142.0,184
REG-0022947,1,50,136.0,172
REG-0022948,1,50,141.0,182
REG-0022949,1,50,132.0,164
REG-0022950,1,50,142.0,184
REG-0022951,1,50,140.0,180
REG-0022952,1,50,136.0,172
REG-0022953,1,50,138.0,176
REG-0022954,1,50,138.0,176
REG-0022955,1,50,138.0,176
REG-0022956,1,50,140.0,180
REG-0022957,1,50,138.0,176
REG-0022958,1,50,140.0,180
REG-0022959,1,50,138.0,176
REG-0022960,1,50,140.0,180
REG-0022961,1,50,138.0,176
REG-0022962,1,50,136.0,172
REG-0022963,1,50,136.0,172
REG-0022964,1,50,132.0,164
REG-0022965,1,50,,-100
REG-0022966,1,50,144.0,188
REG-0022967,1,50,147.0,194
REG-0022968,1,50,147.0,194
REG-0022969,1,50,142.0,184
REG-0022970,1,50,138.0,176
REG-0022971,1,50,134.0,168
REG-0022972,1,50,,-100
REG-0022973,1,50,136.0,172
REG-0022974,1,50,147.0,194
REG-0022975,1,50,140.0,180
REG-0022976,1,50,140.0,180
REG-0022977,1,50,141.0,182
REG-0022978,1,50,140.0,180
REG-0022979,1,50,138.0,176
REG-0022980,1,50,150.0,200
REG-0022981,1,50,148.0,196
REG-0022982,1,50,145.0,190
REG-0022983,1,50,142.0,184
REG-0022984,1,50,135.0,170
REG-0022985,1,50,137.0,174
REG-0022986,1,50,138.0,176
REG-0022987,1,50,138.0,176
REG-0022988,1,50,136.0,172
REG-0022989,1,50,140.0,180
REG-0022990,1,50,138.0,176
REG-0022991,1,50,136.0,172
REG-0022992,1,50,140.0,180
REG-0022993,1,50,142.0,184
REG-0022994,1,50,138.0,176
REG-0022995,1,50,137.0,174
REG-0022996,1,50,136.0,172
REG-0022997,1,50,136.0,172
REG-0022998,1,50,138.0,176
REG-0022999,1,50,135.0,170
REG-0023000,1,50,136.0,172
REG-0023001,1,50,136.0,172
REG-0023002,1,50,138.0,176
REG-0023003,1,50,138.0,176
REG-0023004,1,50,142.0,184
REG-0023005,1,50,140.0,180
REG-0023006,1,50,142.0,184
REG-0023007,1,50,140.0,180
REG-0023008,1,50,138.0,176
REG-0023009,1,50,140.0,180
REG-0023010,1,50,140.0,180
REG-0023011,1,50,132.0,164
REG-0023012,1,50,140.0,180
REG-0023013,1,50,140.0,180
REG-0023014,1,50,142.0,184
REG-0023015,1,50,140.0,180
REG-0023016,1,50,140.0,180
REG-0023017,1,50,140.0,180
REG-0023018,1,50,140.0,180
REG-0023019,1,50,140.0,180
REG-0023020,1,50,140.0,180
REG-0023021,1,50,140.0,180
REG-0023022,1,50,140.0,180
REG-0023023,1,50,138.0,176
REG-0023024,1,50,140.0,180
REG-0023025,1,50,140.0,180
REG-0023026,1,50,136.0,172
REG-0023027,1,50,138.0,176
REG-0023028,1,50,142.0,184
REG-0023029,1,50,138.0,176
REG-0023030,1,50,136.0,172
REG-0023031,1,50,140.0,180
REG-0023032,1,50,142.0,184
REG-0023033,1,50,140.0,180
REG-0023034,1,50,140.0,180
REG-0023035,1,50,140.0,180
REG-0023036,1,50,135.0,170
REG-0023037,1,50,136.0,172
REG-0023038,1,50,138.0,176
REG-0023039,1,50,140.0,180
REG-0023040,1,50,142.0,184
REG-0023041,1,50,138.0,176
REG-0023042,1,50,135.0,170
REG-0023043,1,50,138.0,176
REG-0023044,1,50,134.0,168
REG-0023045,1,50,140.0,180
REG-0023046,1,50,138.0,176
REG-0023047,1,50,140.0,180
REG-0023048,1,50,136.0,172
REG-0023049,1,50,138.0,176
REG-0023050,1,50,150.0,200
REG-0023051,1,50,140.0,180
REG-0023052,1,50,140.0,180
REG-0023053,1,50,140.0,180
REG-0023054,1,50,140.0,180
REG-0023055,1,50,138.0,176
REG-0023056,1,50,142.0,184
REG-0023057,1,50,136.0,172
REG-0023058,1,50,138.0,176
REG-0023059,1,50,140.0,180
REG-0023060,1,50,138.0,176
REG-0023061,1,50,136.0,172
REG-0023062,1,50,140.0,180
REG-0023063,1,50,135.0,170
REG-0023064,1,50,136.0,172
REG-0023065,1,50,136.0,172
REG-0023066,1,50,138.0,176
REG-0023067,1,50,138.0,176
REG-0023068,1,50,126.0,152
REG-0023069,1,50,132.0,164
REG-0023070,1,50,135.0,170
REG-0023071,1,50,134.0,168
REG-0023072,1,50,132.0,164
REG-0023073,1,50,,-100
REG-0023074,1,50,135.0,170
REG-0023075,1,50,143.0,186
REG-0023076,1,50,144.0,188
REG-0023077,1,50,144.0,188
REG-0023078,1,50,,-100
REG-0023079,1,50,132.0,164
REG-0023080,1,50,136.0,172
REG-0023081,1,50,138.0,176
REG-0023082,1,50,135.0,170
REG-0023083,1,50,,-100
REG-0023084,1,50,136.0,172
REG-0023085,1,50,144.0,188
REG-0023086,1,50,138.0,176
REG-0023087,1,50,136.0,172
REG-0023088,1,50,135.0,170
REG-0023089,1,50,133.0,166
REG-0023090,1,50,134.0,168
REG-0023091,1,50,135.0,170
REG-0023092,1,50,134.0,168
REG-0023093,1,50,128.0,156
REG-0023094,1,50,144.0,188
REG-0023095,1,50,134.0,168
REG-0023096,1,50,129.0,158
REG-0023097,1,50,142.0,184
REG-0023098,1,50,135.0,170
REG-0023099,1,50,130.0,160
REG-0023100,1,50,143.0,186
REG-0023101,1,50,136.0,172
REG-0023102,1,50,131.0,162
REG-0023103,1,50,143.0,186
REG-0023104,1,50,137.0,174
REG-0023105,1,50,135.0,170
REG-0023106,1,50,130.0,160
REG-0023107,1,50,130.0,160
REG-0023108,1,50,130.0,160
REG-0023109,1,50,132.0,164
REG-0023110,1,50,,-100
REG-0023111,1,50,140.0,180
REG-0023112,1,50,141.0,182
REG-0023113,1,50,139.0,178
REG-0023114,1,50,,-100
REG-0023115,1,50,132.0,164
REG-0023116,1,50,134.0,168
REG-0023117,1,50,133.0,166
REG-0023118,1,50,135.0,170
REG-0023119,1,50,135.0,170
REG-0023120,1,50,138.0,176
REG-0023121,1,50,130.0,160
REG-0023122,1,50,141.0,182
REG-0023123,1,50,135.0,170
REG-0023124,1,50,140.0,180
REG-0023125,1,50,140.0,180
REG-0023126,1,50,142.0,184
REG-0023127,1,50,142.0,184
REG-0023128,1,50,140.0,180
REG-0023129,1,50,140.0,180
REG-0023130,1,50,140.0,180
REG-0023131,1,50,136.0,172
REG-0023132,1,50,140.0,180
REG-0023133,1,50,140.0,180
REG-0023134,1,50,140.0,180
REG-0023135,1,50,135.0,170
REG-0023136,1,50,138.0,176
REG-0023137,1,50,136.0,172
REG-0023138,1,50,138.0,176
REG-0023139,1,50,125.0,150
REG-0023140,1,50,125.0,150
REG-0023141,1,50,126.0,152
REG-0023142,1,50,130.0,160
REG-0023143,1,50,126.0,152
REG-0023144,1,50,126.0,152
REG-0023145,1,50,124.0,148
REG-0023146,1,50,135.0,170
REG-0023147,1,50,127.0,154
REG-0023148,1,50,133.0,166
REG-0023149,1,50,130.0,160
REG-0023150,1,50,140.0,180
REG-0023151,1,50,138.0,176
REG-0023152,1,50,140.0,180
REG-0023153,1,50,126.0,152
REG-0023154,1,50,138.0,176
REG-0023155,1,50,135.0,170
REG-0023156,1,50,126.0,152
REG-0023157,1,50,138.0,176
REG-0023158,1,50,135.0,170
REG-0023159,1,50,140.0,180
REG-0023160,1,50,142.0,184
REG-0023161,1,50,140.0,180
REG-0023162,1,50,137.0,174
REG-0023163,1,50,138.0,176
REG-0023164,1,50,120.0,140
REG-0023165,1,50,128.0,156
REG-0023166,1,50,131.0,162
REG-0023167,1,50,134.0,168
REG-0023168,1,50,130.0,160
REG-0023169,1,50,138.0,176
REG-0023170,1,50,140.0,180
REG-0023171,1,50,138.0,176
REG-0023172,1,50,133.0,166
REG-0023173,1,50,135.0,170
REG-0023174,1,50,135.0,170
REG-0023175,1,50,133.0,166
REG-0023176,1,50,136.0,172
REG-0023177,1,50,134.0,168
REG-0023178,1,50,133.0,166
REG-0023179,1,50,134.0,168
REG-0023180,1,50,134.0,168
REG-0023181,1,50,135.0,170
REG-0023182,1,50,137.0,174
REG-0023183,1,50,128.0,156
REG-0023184,1,50,138.0,176
REG-0023185,1,50,140.0,180
REG-0023186,1,50,132.0,164
REG-0023187,1,50,,-100
REG-0023188,1,50,129.0,158
REG-0023189,1,50,139.0,178
REG-0023190,1,50,,-100
REG-0023191,1,50,138.0,176
REG-0023192,1,50,137.0,174
REG-0023193,1,50,142.0,184
REG-0023194,1,50,140.0,180
REG-0023195,1,50,142.0,184
REG-0023196,1,50,124.0,148
REG-0023197,1,50,126.0,152
REG-0023198,1,50,128.0,156
REG-0023199,1,50,136.0,172
REG-0023200,1,50,141.0,182
REG-0023201,1,50,146.0,192
REG-0023202,1,50,126.0,152
REG-0023203,1,50,126.0,152
REG-0023204,1,50,124.0,148
REG-0023205,1,50,122.0,144
REG-0023206,1,50,133.0,166
REG-0023207,1,50,128.0,156
REG-0023208,1,50,135.0,170
REG-0023209,1,50,133.0,166
REG-0023210,1,50,129.0,158
REG-0023211,1,50,126.0,152
REG-0023212,1,50,146.0,192
REG-0023213,1,50,128.0,156
REG-0023214,1,50,130.0,160
REG-0023215,1,50,132.0,164
REG-0023216,1,50,138.0,176
REG-0023217,1,50,138.0,176
REG-0023218,1,50,140.0,180
REG-0023219,1,50,142.0,184
REG-0023220,1,50,142.0,184
REG-0023221,1,50,142.0,184
REG-0023222,1,50,141.0,182
REG-0023223,1,50,120.0,140
REG-0023224,1,50,130.0,160
REG-0023225,1,50,130.0,160
REG-0023226,1,50,142.0,184
REG-0023227,1,50,148.0,196
REG-0023228,1,50,144.0,188
REG-0023229,1,50,144.0,188
REG-0023230,1,50,132.0,164
REG-0023231,1,50,132.0,164
REG-0023232,1,50,128.0,156
REG-0023233,1,50,126.0,152
REG-0023234,1,50,135.0,170
REG-0023235,1,50,146.0,192
REG-0023236,1,50,133.0,166
REG-0023237,1,50,180.0,260
REG-0023238,1,50,184.0,268
REG-0023239,1,50,180.0,260
REG-0023240,1,50,174.0,248
REG-0023241,1,50,140.0,180
REG-0023242,1,50,172.0,244
REG-0023243,1,50,170.0,240
REG-0023244,1,50,178.0,256
REG-0023245,1,50,180.0,260
REG-0023246,1,50,136.0,172
REG-0023247,1,50,140.0,180
REG-0023248,1,50,147.0,194
REG-0023249,1,50,148.0,196
REG-0023250,1,50,138.0,176
REG-0023251,1,50,146.0,192
REG-0023252,1,50,141.0,182
REG-0023253,1,50,146.0,192
REG-0023254,1,50,146.0,192
REG-0023255,1,50,142.0,184
REG-0023256,1,50,148.0,196
REG-0023257,1,50,146.0,192
REG-0023258,1,50,144.0,188
REG-0023259,1,50,144.0,188
REG-0023260,1,50,143.0,186
REG-0023261,1,50,142.0,184
REG-0023262,1,50,139.0,178
REG-0023263,1,50,140.0,180
REG-0023264,1,50,145.0,190
REG-0023265,1,50,142.0,184
REG-0023266,1,50,137.0,174
REG-0023267,1,50,136.0,172
REG-0023268,1,50,130.0,160
REG-0023269,1,50,138.0,176
REG-0023270,1,50,136.0,172
REG-0023271,1,50,138.0,176
REG-0023272,1,50,134.0,168
REG-0023273,1,50,136.0,172
REG-0023274,1,50,134.0,168
REG-0023275,1,50,138.0,176
REG-0023276,1,50,134.0,168
REG-0023277,1,50,125.0,150
REG-0023278,1,50,122.0,144
REG-0023279,1,50,144.0,188
REG-0023280,1,50,137.0,174
REG-0023281,1,50,141.0,182
REG-0023282,1,50,121.0,142
REG-0023283,1,50,139.0,178
REG-0023284,1,50,130.0,160
REG-0023285,1,50,131.0,162
REG-0023286,1,50,132.0,164
REG-0023287,1,50,133.0,166
REG-0023288,1,50,129.0,158
REG-0023289,1,50,130.0,160
REG-0023290,1,50,140.0,180
REG-0023291,1,50,128.0,156
REG-0023292,1,50,141.0,182
REG-0023293,1,50,132.0,164
REG-0023294,1,50,143.0,186
REG-0023295,1,50,134.0,168
REG-0023296,1,50,131.0,162
REG-0023297,1,50,130.0,160
REG-0023298,1,50,138.0,176
REG-0023299,1,50,131.0,162
REG-0023300,1,50,138.0,176
REG-0023301,1,50,135.0,170
REG-0023302,1,50,135.0,170
REG-0023303,1,50,117.0,134
REG-0023304,1,50,118.0,136
REG-0023305,1,50,122.0,144
REG-0023306,1,50,120.0,140
REG-0023307,1,50,120.0,140
REG-0023308,1,50,128.0,156
REG-0023309,1,50,132.0,164
REG-0023310,1,50,131.0,162
REG-0023311,1,50,134.0,168
REG-0023312,1,50,132.0,164
REG-0023313,1,50,138.0,176
REG-0023314,1,50,136.0,172
REG-0023315,1,50,132.0,164
REG-0023316,1,50,130.0,160
REG-0023317,1,50,130.0,160
REG-0023318,1,50,131.0,162
REG-0023319,1,50,130.0,160
REG-0023320,1,50,132.0,164
REG-0023321,1,50,134.0,168
REG-0023322,1,50,132.0,164
REG-0023323,1,50,143.0,186
REG-0023324,1,50,134.0,168
REG-0023325,1,50,136.0,172
REG-0023326,1,50,135.0,170
REG-0023327,1,50,135.0,170
REG-0023328,1,50,135.0,170
REG-0023329,1,50,134.0,168
REG-0023330,1,50,139.0,178
REG-0023331,1,50,140.0,180
REG-0023332,1,50,135.0,170
REG-0023333,1,50,136.0,172
REG-0023334,1,50,135.0,170
REG-0023335,1,50,135.0,170
REG-0023336,1,50,134.0,168
REG-0023337,1,50,138.0,176
REG-0023338,1,50,135.0,170
REG-0023339,1,50,140.0,180
REG-0023340,1,50,134.0,168
REG-0023341,1,50,135.0,170
REG-0023342,1,50,137.0,174
REG-0023343,1,50,140.0,180
REG-0023344,1,50,150.0,200
REG-0023345,1,50,139.0,178
REG-0023346,1,50,150.0,200
REG-0023347,1,50,135.0,170
REG-0023348,1,50,170.0,240
REG-0023349,1,50,154.0,208
REG-0023350,1,50,136.0,172
REG-0023351,1,50,134.0,168
REG-0023352,1,50,137.0,174
REG-0023353,1,50,136.0,172
REG-0023354,1,50,135.0,170
REG-0023355,1,50,130.0,160
REG-0023356,1,50,133.0,166
REG-0023357,1,50,134.0,168
REG-0023358,1,50,135.0,170
REG-0023359,1,50,131.0,162
REG-0023360,1,50,135.0,170
REG-0023361,1,50,134.0,168
REG-0023362,1,50,136.0,172
REG-0023363,1,50,134.0,168
REG-0023364,1,50,136.0,172
REG-0023365,1,50,135.0,170
REG-0023366,1,50,129.0,158
REG-0023367,1,50,130.0,160
REG-0023368,1,50,136.0,172
REG-0023369,1,50,148.0,196
REG-0023370,1,50,146.0,192
REG-0023371,1,50,145.0,190
REG-0023372,1,50,146.0,192
REG-0023373,1,50,138.0,176
REG-0023374,1,50,136.0,172
REG-0023375,1,50,135.0,170
REG-0023376,1,50,140.0,180
REG-0023377,1,50,137.0,174
REG-0023378,1,50,130.0,160
REG-0023379,1,50,128.0,156
REG-0023380,1,50,148.0,196
REG-0023381,1,50,138.0,176
REG-0023382,1,50,145.0,190
REG-0023383,1,50,133.0,166
REG-0023384,1,50,148.0,196
REG-0023385,1,50,149.0,198
REG-0023386,1,50,140.0,180
REG-0023387,1,50,143.0,186
REG-0023388,1,50,131.0,162
REG-0023389,1,50,129.0,158
REG-0023390,1,50,130.0,160
REG-0023391,1,50,140.0,180
REG-0023392,1,50,137.0,174
REG-0023393,1,50,134.0,168
REG-0023394,1,50,135.0,170
REG-0023395,1,50,134.0,168
REG-0023396,1,50,122.0,144
REG-0023397,1,50,127.0,154
REG-0023398,1,50,125.0,150
REG-0023399,1,50,126.0,152
REG-0023400,1,50,134.0,168
REG-0023401,1,50,135.0,170
REG-0023402,1,50,133.0,166
REG-0023403,1,50,125.0,150
REG-0023404,1,50,123.0,146
REG-0023405,1,50,140.0,180
REG-0023406,1,50,141.0,182
REG-0023407,1,50,136.0,172
REG-0023408,1,50,132.0,164
REG-0023409,1,50,130.0,160
REG-0023410,1,50,138.0,176
REG-0023411,1,50,130.0,160
REG-0023412,1,50,135.0,170
REG-0023413,1,50,132.67,165
REG-0023414,1,50,129.0,158
REG-0023415,1,50,130.0,160
REG-0023416,1,50,130.0,160
REG-0023417,1,50,133.0,166
REG-0023418,1,50,130.0,160
REG-0023419,1,50,148.0,196
REG-0023420,1,50,142.0,184
REG-0023421,1,50,138.0,176
REG-0023422,1,50,144.0,188
REG-0023423,1,50,140.0,180
REG-0023424,1,50,132.0,164
REG-0023425,1,50,144.0,188
REG-0023426,1,50,135.0,170
REG-0023427,1,50,142.0,184
REG-0023428,1,50,130.0,160
REG-0023429,1,50,128.0,156
REG-0023430,1,50,123.0,146
REG-0023431,1,50,138.0,176
REG-0023432,1,50,140.0,180
REG-0023433,1,50,138.0,176
REG-0023434,1,50,139.0,178
REG-0023435,1,50,140.0,180
REG-0023436,1,50,141.0,182
REG-0023437,1,50,134.0,168
REG-0023438,1,50,140.0,180
REG-0023439,1,50,131.0,162
REG-0023440,1,50,130.0,160
REG-0023441,1,50,128.0,156
REG-0023442,1,50,143.0,186
REG-0023443,1,50,142.0,184
REG-0023444,1,50,140.0,180
REG-0023445,1,50,138.0,176
REG-0023446,1,50,130.0,160
REG-0023447,1,50,142.0,184
REG-0023448,1,50,125.0,150
REG-0023449,1,50,132.0,164
REG-0023450,1,50,136.0,172
REG-0023451,1,50,135.0,170
REG-0023452,1,50,140.0,180
REG-0023453,1,50,139.0,178
REG-0023454,1,50,141.0,182
REG-0023455,1,50,126.0,152
REG-0023456,1,50,139.0,178
REG-0023457,1,50,130.0,160
REG-0023458,1,50,117.0,134
REG-0023459,1,50,135.0,170
REG-0023460,1,50,125.0,150
REG-0023461,1,50,135.0,170
REG-0023462,1,50,136.0,172
REG-0023463,1,50,134.0,168
REG-0023464,1,50,138.0,176
REG-0023465,1,50,138.0,176
REG-0023466,1,50,134.0,168
REG-0023467,1,50,135.0,170
REG-0023468,1,50,137.0,174
REG-0023469,1,50,138.0,176
REG-0023470,1,50,137.0,174
REG-0023471,1,50,145.0,190
REG-0023472,1,50,142.0,184
REG-0023473,1,50,143.0,186
REG-0023474,1,50,137.0,174
REG-0023475,1,50,137.1,174
REG-0023476,1,50,138.0,176
REG-0023477,1,50,141.0,182
REG-0023478,1,50,131.06,162
REG-0023479,1,50,138.0,176
REG-0023480,1,50,138.0,176
REG-0023481,1,50,140.0,180
REG-0023482,1,50,148.0,196
REG-0023483,1,50,138.0,176
REG-0023484,1,50,134.0,168
REG-0023485,1,50,142.0,184
REG-0023486,1,50,130.0,160
REG-0023487,1,50,128.0,156
REG-0023488,1,50,138.0,176
REG-0023489,1,50,140.0,180
REG-0023490,1,50,140.0,180
REG-0023491,1,50,141.0,182
REG-0023492,1,50,144.0,188
REG-0023493,1,50,140.0,180
REG-0023494,1,50,135.0,170
REG-0023495,1,50,145.0,190
REG-0023496,1,50,142.0,184
REG-0023497,1,50,144.0,188
REG-0023498,1,50,142.0,184
REG-0023499,1,50,128.0,156
REG-0023500,1,50,125.0,150
REG-0023501,1,50,126.0,152
REG-0023502,1,50,145.0,190
REG-0023503,1,50,135.0,170
REG-0023504,1,50,130.0,160
REG-0023505,1,50,138.0,176
REG-0023506,1,50,130.0,160
REG-0023507,1,50,134.0,168
REG-0023508,1,50,128.0,156
REG-0023509,1,50,115.0,130
REG-0023510,1,50,113.0,126
REG-0023511,1,50,120.0,140
REG-0023512,1,50,134.0,168
REG-0023513,1,50,131.0,162
REG-0023514,1,50,133.0,166
REG-0023515,1,50,140.0,180
REG-0023516,1,50,142.0,184
REG-0023517,1,50,136.0,172
REG-0023518,1,50,136.0,172
REG-0023519,1,50,139.0,178
REG-0023520,1,50,140.0,180
REG-0023521,1,50,140.0,180
REG-0023522,1,50,138.0,176
REG-0023523,1,50,132.0,164
REG-0023524,1,50,140.0,180
REG-0023525,1,50,132.0,164
REG-0023526,1,50,138.0,176
REG-0023527,1,50,138.0,176
REG-0023528,1,50,140.0,180
REG-0023529,1,50,130.0,160
REG-0023530,1,50,142.0,184
REG-0023531,1,50,142.0,184
REG-0023532,1,50,138.0,176
REG-0023533,1,50,135.0,170
REG-0023534,1,50,136.0,172
REG-0023535,1,50,138.0,176
REG-0023536,1,50,140.0,180
REG-0023537,1,50,132.0,164
REG-0023538,1,50,140.0,180
REG-0023539,1,50,148.0,196
REG-0023540,1,50,144.0,188
REG-0023541,1,50,144.0,188
REG-0023542,1,50,134.0,168
REG-0023543,1,50,140.0,180
REG-0023544,1,50,135.0,170
REG-0023545,1,50,138.0,176
REG-0023546,1,50,140.0,180
REG-0023547,1,50,142.0,184
REG-0023548,1,50,140.0,180
REG-0023549,1,50,124.0,148
REG-0023550,1,50,138.0,176
REG-0023551,1,50,136.0,172
REG-0023552,1,50,136.0,172
REG-0023553,1,50,135.0,170
REG-0023554,1,50,142.0,184
REG-0023555,1,50,143.0,186
REG-0023556,1,50,135.0,170
REG-0023557,1,50,136.0,172
REG-0023558,1,50,141.0,182
REG-0023559,1,50,142.0,184
REG-0023560,1,50,138.0,176
REG-0023561,1,50,140.0,180
REG-0023562,1,50,135.0,170
REG-0023563,1,50,138.0,176
REG-0023564,1,50,134.0,168
REG-0023565,1,50,140.0,180
REG-0023566,1,50,139.0,178
REG-0023567,1,50,140.0,180
REG-0023568,1,50,148.0,196
REG-0023569,1,50,147.0,194
REG-0023570,1,50,142.0,184
REG-0023571,1,50,141.0,182
REG-0023572,1,50,136.0,172
REG-0023573,1,50,140.0,180
REG-0023574,1,50,140.0,180
REG-0023575,1,50,142.0,184
REG-0023576,1,50,130.0,160
REG-0023577,1,50,132.0,164
REG-0023578,1,50,114.0,128
REG-0023579,1,50,130.0,160
REG-0023580,1,50,140.0,180
REG-0023581,1,50,138.0,176
REG-0023582,1,50,130.0,160
REG-0023583,1,50,132.0,164
REG-0023584,1,50,132.0,164
REG-0023585,1,50,133.0,166
REG-0023586,1,50,133.0,166
REG-0023587,1,50,148.0,196
REG-0023588,1,50,138.0,176
REG-0023589,1,50,140.0,180
REG-0023590,1,50,131.0,162
REG-0023591,1,50,128.0,156
REG-0023592,1,50,133.0,166
REG-0023593,1,50,132.0,164
REG-0023594,1,50,135.0,170
REG-0023595,1,50,133.0,166
REG-0023596,1,50,145.0,190
REG-0023597,1,50,148.0,196
REG-0023598,1,50,149.0,198
REG-0023599,1,50,135.0,170
REG-0023600,1,50,143.0,186
REG-0023601,1,50,136.0,172
REG-0023602,1,50,132.0,164
REG-0023603,1,50,136.0,172
REG-0023604,1,50,139.0,178
REG-0023605,1,50,136.0,172
REG-0023606,1,50,123.0,146
REG-0023607,1,50,136.0,172
REG-0023608,1,50,150.0,200
REG-0023609,1,50,136.0,172
REG-0023610,1,50,136.0,172
REG-0023611,1,50,130.0,160
REG-0023612,1,50,136.0,172
REG-0023613,1,50,138.0,176
REG-0023614,1,50,140.0,180
REG-0023615,1,50,135.0,170
REG-0023616,1,50,128.0,156
REG-0023617,1,50,148.0,196
REG-0023618,1,50,145.0,190
REG-0023619,1,50,133.0,166
REG-0023620,1,50,130.0,160
REG-0023621,1,50,145.0,190
REG-0023622,1,50,140.0,180
REG-0023623,1,50,136.0,172
REG-0023624,1,50,138.0,176
REG-0023625,1,50,145.0,190
REG-0023626,1,50,140.0,180
REG-0023627,1,50,133.0,166
REG-0023628,1,50,127.0,154
REG-0023629,1,50,130.0,160
REG-0023630,1,50,135.0,170
REG-0023631,1,50,132.0,164
REG-0023632,1,50,135.0,170
REG-0023633,1,50,140.0,180
REG-0023634,1,50,136.0,172
REG-0023635,1,50,138.0,176
REG-0023636,1,50,134.0,168
REG-0023637,1,50,133.0,166
REG-0023638,1,50,136.0,172
REG-0023639,1,50,128.0,156
REG-0023640,1,50,130.0,160
REG-0023641,1,50,132.0,164
REG-0023642,1,50,124.0,148
REG-0023643,1,50,130.0,160
REG-0023644,1,50,150.0,200
REG-0023645,1,50,152.0,204
REG-0023646,1,50,130.0,160
REG-0023647,1,50,152.0,204
REG-0023648,1,50,135.0,170
REG-0023649,1,50,140.0,180
REG-0023650,1,50,136.0,172
REG-0023651,1,50,138.0,176
REG-0023652,1,50,143.0,186
REG-0023653,1,50,140.0,180
REG-0023654,1,50,136.0,172
REG-0023655,1,50,140.0,180
REG-0023656,1,50,140.0,180
REG-0023657,1,50,140.0,180
REG-0023658,1,50,137.0,174
REG-0023659,1,50,138.0,176
REG-0023660,1,50,136.0,172
REG-0023661,1,50,138.0,176
REG-0023662,1,50,132.0,164
