IdRegistro,IdVariable,Valor
REG-0014383,14,9.92
REG-0014383,4,10.27
REG-0014383,5,1.85
REG-0014383,6,18.57
REG-0014383,7,1.11
REG-0014383,8,1.04
REG-0014383,9,0.79
REG-0014383,10,1.67
REG-0014383,11,0.91
REG-0014383,12,97.46
REG-0014383,13,0.42
REG-0014384,1,36.31
REG-0014384,2,9.67
REG-0014384,3,8.44
REG-0014384,14,9.87
REG-0014384,4,10.49
REG-0014384,5,1.64
REG-0014384,6,19.09
REG-0014384,7,1.51
REG-0014384,8,0.9
REG-0014384,9,0.7
REG-0014384,10,1.71
REG-0014384,11,1
REG-0014384,12,94.17
REG-0014384,13,0.56
REG-0014385,1,37.72
REG-0014385,2,7.26
REG-0014385,3,8.31
REG-0014385,14,10.11
REG-0014385,4,10.27
REG-0014385,5,1.81
REG-0014385,6,19.01
REG-0014385,7,1.25
REG-0014385,8,1.06
REG-0014385,9,0.88
REG-0014385,10,1.58
REG-0014385,11,0.88
REG-0014385,12,96.99
REG-0014385,13,0.4
REG-0014386,1,37.21
REG-0014386,2,9.92
REG-0014386,3,7.92
REG-0014386,14,9.76
REG-0014386,4,9.86
REG-0014386,5,1.65
REG-0014386,6,17.47
REG-0014386,7,1.41
REG-0014386,8,0.99
REG-0014386,9,0.65
REG-0014386,10,1.56
REG-0014386,11,0.85
REG-0014386,12,93.64
REG-0014386,13,0.59
REG-0014387,1,38.42
REG-0014387,2,8.05
REG-0014387,3,8.18
REG-0014387,14,9.98
REG-0014387,4,10.15
REG-0014387,5,1.77
REG-0014387,6,16.92
REG-0014387,7,1.15
REG-0014387,8,1.02
REG-0014387,9,0.77
REG-0014387,10,1.67
REG-0014387,11,0.88
REG-0014387,12,102.83
REG-0014387,13,0.42
REG-0014388,1,36.26
REG-0014388,2,9.75
REG-0014388,3,8.25
REG-0014388,14,9.81
REG-0014388,4,10.13
REG-0014388,5,1.64
REG-0014388,6,18.77
REG-0014388,7,1.35
REG-0014388,8,0.91
REG-0014388,9,0.69
REG-0014388,10,1.69
REG-0014388,11,1
REG-0014388,12,87.34
REG-0014388,13,0.56
REG-0014389,1,39.47
REG-0014389,2,6.44
REG-0014389,3,7.92
REG-0014389,14,10.08
REG-0014389,4,10.81
REG-0014389,5,1.59
REG-0014389,6,16.71
REG-0014389,7,1.1
REG-0014389,8,1.19
REG-0014389,9,0.82
REG-0014389,10,1.5
REG-0014389,11,0.97
REG-0014389,12,105.55
REG-0014389,13,0.3
REG-0014390,1,36.89
REG-0014390,2,9.04
REG-0014390,3,8.46
REG-0014390,14,10.15
REG-0014390,4,10.33
REG-0014390,5,1.49
REG-0014390,6,19.17
REG-0014390,7,1.38
REG-0014390,8,0.96
REG-0014390,9,0.68
REG-0014390,10,1.63
REG-0014390,11,0.93
REG-0014390,12,102.61
REG-0014390,13,0.59
REG-0014391,1,39.34
REG-0014391,2,7.87
REG-0014391,3,7.66
REG-0014391,14,9.57
REG-0014391,4,9.97
REG-0014391,5,1.68
REG-0014391,6,17.04
REG-0014391,7,1.22
REG-0014391,8,1.09
REG-0014391,9,0.56
REG-0014391,10,1.64
REG-0014391,11,0.87
REG-0014391,12,97.99
REG-0014391,13,0.36
REG-0014392,1,37.45
REG-0014392,2,9.09
REG-0014392,3,8.37
REG-0014392,14,10.11
REG-0014392,4,10.22
REG-0014392,5,1.5
REG-0014392,6,18.56
REG-0014392,7,1.43
REG-0014392,8,0.97
REG-0014392,9,0.64
REG-0014392,10,1.6
REG-0014392,11,0.94
REG-0014392,12,102.46
REG-0014392,13,0.52
REG-0014393,1,39.36
REG-0014393,2,7.65
REG-0014393,3,7.34
REG-0014393,14,9.32
REG-0014393,4,9.24
REG-0014393,5,1.74
REG-0014393,6,17.53
REG-0014393,7,1.21
REG-0014393,8,1.14
REG-0014393,9,0.68
REG-0014393,10,1.56
REG-0014393,11,0.77
REG-0014393,12,91.76
REG-0014393,13,0.38
REG-0014394,1,38.14
REG-0014394,2,9.65
REG-0014394,3,8.24
REG-0014394,14,9.63
REG-0014394,4,9.47
REG-0014394,5,1.62
REG-0014394,6,17.59
REG-0014394,7,1.37
REG-0014394,8,1
REG-0014394,9,0.64
REG-0014394,10,1.67
REG-0014394,11,0.77
REG-0014394,12,91.34
REG-0014394,13,0.54
REG-0014395,1,39.18
REG-0014395,2,6.86
REG-0014395,3,8.07
REG-0014395,14,9.83
REG-0014395,4,9.95
REG-0014395,5,1.84
REG-0014395,6,18.36
REG-0014395,7,1.36
REG-0014395,8,1.1
REG-0014395,9,0.78
REG-0014395,10,1.58
REG-0014395,11,0.85
REG-0014395,12,101.27
REG-0014395,13,0.34
REG-0014396,1,37.57
REG-0014396,2,9.89
REG-0014396,3,8.21
REG-0014396,14,9.82
REG-0014396,4,9.79
REG-0014396,5,1.59
REG-0014396,6,18.08
REG-0014396,7,1.47
REG-0014396,8,1
REG-0014396,9,0.67
REG-0014396,10,1.6
REG-0014396,11,0.85
REG-0014396,12,95.92
REG-0014396,13,0.56
REG-0014397,1,39.4
REG-0014397,2,7.68
REG-0014397,3,7.06
REG-0014397,14,9.2
REG-0014397,4,9.31
REG-0014397,5,1.74
REG-0014397,6,17.03
REG-0014397,7,1.11
REG-0014397,8,1.12
REG-0014397,9,0.56
REG-0014397,10,1.55
REG-0014397,11,0.78
REG-0014397,12,88.51
REG-0014397,13,0.38
REG-0014398,1,38.64
REG-0014398,2,8.58
REG-0014398,3,8.04
REG-0014398,14,9.73
REG-0014398,4,9.42
REG-0014398,5,1.66
REG-0014398,6,17.6
REG-0014398,7,1.31
REG-0014398,8,1.02
REG-0014398,9,0.64
REG-0014398,10,1.68
REG-0014398,11,0.78
REG-0014398,12,89.30
REG-0014398,13,0.5
REG-0014399,1,38.32
REG-0014399,2,10.09
REG-0014399,3,7.05
REG-0014399,14,9.01
REG-0014399,4,8.92
REG-0014399,5,1.84
REG-0014399,6,17.32
REG-0014399,7,1.23
REG-0014399,8,0.98
REG-0014399,9,0.45
REG-0014399,10,1.52
REG-0014399,11,0.7
REG-0014399,12,96.08
REG-0014399,13,0.59
REG-0014400,1,38.23
REG-0014400,2,8.7
REG-0014400,3,7.96
REG-0014400,14,9.63
REG-0014400,4,9.55
REG-0014400,5,1.83
REG-0014400,6,18.33
REG-0014400,7,1.47
REG-0014400,8,0.97
REG-0014400,9,0.61
REG-0014400,10,1.67
REG-0014400,11,0.8
REG-0014400,12,95.33
REG-0014400,13,0.5
REG-0014401,1,38.59
REG-0014401,2,8.86
REG-0014401,3,7.5
REG-0014401,14,9.2
REG-0014401,4,9.62
REG-0014401,5,1.79
REG-0014401,6,17.44
REG-0014401,7,1.31
REG-0014401,8,1.04
REG-0014401,9,0.6
REG-0014401,10,1.63
REG-0014401,11,0.77
REG-0014401,12,95.56
REG-0014401,13,0.46
REG-0014402,1,38.28
REG-0014402,2,8.82
REG-0014402,3,8.13
REG-0014402,14,9.71
REG-0014402,4,9.79
REG-0014402,5,1.73
REG-0014402,6,18.15
REG-0014402,7,1.55
REG-0014402,8,0.97
REG-0014402,9,0.64
REG-0014402,10,1.7
REG-0014402,11,0.8
REG-0014402,12,96.71
REG-0014402,13,0.46
REG-0014403,1,37.78
REG-0014403,2,7.32
REG-0014403,3,8.76
REG-0014403,14,10.76
REG-0014403,4,10.93
REG-0014403,5,1.8
REG-0014403,6,17.04
REG-0014403,7,1.2
REG-0014403,8,1.1
REG-0014403,9,0.86
REG-0014403,10,1.62
REG-0014403,11,1.02
REG-0014403,12,96.60
REG-0014403,13,0.42
REG-0014404,1,35.72
REG-0014404,2,10.17
REG-0014404,3,7.48
REG-0014404,14,9.38
REG-0014404,4,10.77
REG-0014404,5,1.54
REG-0014404,6,18.45
REG-0014404,7,1.26
REG-0014404,8,1.01
REG-0014404,9,0.76
REG-0014404,10,1.73
REG-0014404,11,1.02
REG-0014404,12,88.16
REG-0014404,13,0.61
REG-0014405,1,38.46
REG-0014405,2,6.34
REG-0014405,3,8.77
REG-0014405,14,10.7
REG-0014405,4,10.34
REG-0014405,5,1.92
REG-0014405,6,17.47
REG-0014405,7,1.09
REG-0014405,8,1.1
REG-0014405,9,0.87
REG-0014405,10,1.64
REG-0014405,11,0.9
REG-0014405,12,96.84
REG-0014405,13,0.38
REG-0014406,1,42.04
REG-0014406,2,7.69
REG-0014406,3,7.28
REG-0014406,14,9.49
REG-0014406,4,10.13
REG-0014406,5,1.35
REG-0014406,6,14.84
REG-0014406,7,1.24
REG-0014406,8,1.17
REG-0014406,9,0.46
REG-0014406,10,1.61
REG-0014406,11,0.8
REG-0014406,12,110.23
REG-0014406,13,0.42
REG-0014407,1,37.74
REG-0014407,2,7.46
REG-0014407,3,8.51
REG-0014407,14,10.46
REG-0014407,4,10.96
REG-0014407,5,1.73
REG-0014407,6,16.96
REG-0014407,7,1.07
REG-0014407,8,1.09
REG-0014407,9,0.83
REG-0014407,10,1.68
REG-0014407,11,0.99
REG-0014407,12,95.74
REG-0014407,13,0.42
REG-0014408,1,36.21
REG-0014408,2,10.26
REG-0014408,3,8.26
REG-0014408,14,9.64
REG-0014408,4,10.46
REG-0014408,5,1.6
REG-0014408,6,18.09
REG-0014408,7,1.5
REG-0014408,8,0.97
REG-0014408,9,0.69
REG-0014408,10,1.69
REG-0014408,11,1.01
REG-0014408,12,89.93
REG-0014408,13,0.62
REG-0014409,1,38.49
REG-0014409,2,6.78
REG-0014409,3,8.42
REG-0014409,14,10.32
REG-0014409,4,10.17
REG-0014409,5,1.85
REG-0014409,6,17.23
REG-0014409,7,1.14
REG-0014409,8,1.14
REG-0014409,9,0.81
REG-0014409,10,1.63
REG-0014409,11,0.84
REG-0014409,12,92.80
REG-0014409,13,0.3
REG-0014410,1,43.06
REG-0014410,2,6.51
REG-0014410,3,7.36
REG-0014410,14,9.31
REG-0014410,4,10.13
REG-0014410,5,1.56
REG-0014410,6,16.03
REG-0014410,7,1.54
REG-0014410,8,1.31
REG-0014410,9,0.54
REG-0014410,10,1.61
REG-0014410,11,0.8
REG-0014410,12,118.81
REG-0014410,13,0.3
REG-0014411,1,37.67
REG-0014411,2,9.5
REG-0014411,3,7.96
REG-0014411,14,9.89
REG-0014411,4,9.72
REG-0014411,5,1.66
REG-0014411,6,17.18
REG-0014411,7,1.19
REG-0014411,8,0.99
REG-0014411,9,0.55
REG-0014411,10,1.56
REG-0014411,11,0.8
REG-0014411,12,93.54
REG-0014411,13,0.56
REG-0014412,1,43.65
REG-0014412,2,7.45
REG-0014412,3,7.34
REG-0014412,14,9.09
REG-0014412,4,10.29
REG-0014412,5,1.52
REG-0014412,6,15.47
REG-0014412,7,1.69
REG-0014412,8,1.29
REG-0014412,9,0.34
REG-0014412,10,1.6
REG-0014412,11,0.82
REG-0014412,12,130.44
REG-0014412,13,0.4
REG-0014413,1,38.98
REG-0014413,2,9.6
REG-0014413,3,7.53
REG-0014413,14,9.55
REG-0014413,4,9.4
REG-0014413,5,1.64
REG-0014413,6,16.68
REG-0014413,7,1.22
REG-0014413,8,1.05
REG-0014413,9,0.55
REG-0014413,10,1.5
REG-0014413,11,0.68
REG-0014413,12,102.33
REG-0014413,13,0.58
REG-0014414,1,42.56
REG-0014414,2,8.55
REG-0014414,3,7.14
REG-0014414,14,8.73
REG-0014414,4,9.39
REG-0014414,5,1.49
REG-0014414,6,16.6
REG-0014414,7,1.58
REG-0014414,8,1.21
REG-0014414,9,0.34
REG-0014414,10,1.56
REG-0014414,11,0.69
REG-0014414,12,123.83
REG-0014414,13,0.48
REG-0014415,1,37.64
REG-0014415,2,10.56
REG-0014415,3,6.96
REG-0014415,14,9.1
REG-0014415,4,9.68
REG-0014415,5,1.61
REG-0014415,6,17.67
REG-0014415,7,1.29
REG-0014415,8,1.02
REG-0014415,9,0.56
REG-0014415,10,1.56
REG-0014415,11,0.78
REG-0014415,12,95.90
REG-0014415,13,0.61
REG-0014416,1,43.55
REG-0014416,2,8.87
REG-0014416,3,7.26
REG-0014416,14,8.77
REG-0014416,4,9
REG-0014416,5,1.53
REG-0014416,6,16.1
REG-0014416,7,1.73
REG-0014416,8,1.21
REG-0014416,9,0.4
REG-0014416,10,1.53
REG-0014416,11,0.66
REG-0014416,12,124.47
REG-0014416,13,0.46
REG-0014417,1,38.52
REG-0014417,2,9.13
REG-0014417,3,7.81
REG-0014417,14,9.68
REG-0014417,4,9.74
REG-0014417,5,1.73
REG-0014417,6,17.34
REG-0014417,7,1.3
REG-0014417,8,1.04
REG-0014417,9,0.64
REG-0014417,10,1.6
REG-0014417,11,0.76
REG-0014417,12,96.66
REG-0014417,13,0.52
REG-0014418,1,42.89
REG-0014418,2,8.12
REG-0014418,3,7.4
REG-0014418,14,8.98
REG-0014418,4,9.41
REG-0014418,5,1.58
REG-0014418,6,16.46
REG-0014418,7,1.61
REG-0014418,8,1.2
REG-0014418,9,0.43
REG-0014418,10,1.59
REG-0014418,11,0.72
REG-0014418,12,121.34
REG-0014418,13,0.44
REG-0014419,1,37.32
REG-0014419,2,11.07
REG-0014419,3,6.8
REG-0014419,14,8.96
REG-0014419,4,9.67
REG-0014419,5,1.76
REG-0014419,6,17.89
REG-0014419,7,1.37
REG-0014419,8,0.95
REG-0014419,9,0.48
REG-0014419,10,1.48
REG-0014419,11,0.87
REG-0014419,12,97.32
REG-0014419,13,0.62
REG-0014420,1,42.85
REG-0014420,2,7.06
REG-0014420,3,7.34
REG-0014420,14,9.27
REG-0014420,4,9.97
REG-0014420,5,1.55
REG-0014420,6,16.44
REG-0014420,7,1.42
REG-0014420,8,1.22
REG-0014420,9,0.45
REG-0014420,10,1.63
REG-0014420,11,0.78
REG-0014420,12,117.63
REG-0014420,13,0.36
REG-0014421,1,35.14
REG-0014421,2,9.08
REG-0014421,3,6.57
REG-0014421,14,8.79
REG-0014421,4,9.61
REG-0014421,5,1.74
REG-0014421,6,20.64
REG-0014421,7,1
REG-0014421,8,0.99
REG-0014421,9,0.78
REG-0014421,10,1.62
REG-0014421,11,0.87
REG-0014421,12,77.91
REG-0014421,13,0.52
REG-0014422,1,35.19
REG-0014422,2,9.7
REG-0014422,3,6.09
REG-0014422,14,7.93
REG-0014422,4,8.38
REG-0014422,5,1.58
REG-0014422,6,23.45
REG-0014422,7,1.31
REG-0014422,8,0.97
REG-0014422,9,0.57
REG-0014422,10,1.59
REG-0014422,11,0.76
REG-0014422,12,80.13
REG-0014422,13,0.55
REG-0014423,1,34.56
REG-0014423,2,9.11
REG-0014423,3,6.86
REG-0014423,14,9.17
REG-0014423,4,9.7
REG-0014423,5,1.79
REG-0014423,6,21.05
REG-0014423,7,1.03
REG-0014423,8,0.96
REG-0014423,9,0.81
REG-0014423,10,1.61
REG-0014423,11,0.88
REG-0014423,12,75.06
REG-0014423,13,0.5
REG-0014424,1,32.41
REG-0014424,2,9.76
REG-0014424,3,5.11
REG-0014424,14,7.61
REG-0014424,4,7.59
REG-0014424,5,1.63
REG-0014424,6,26.24
REG-0014424,7,0.92
REG-0014424,8,0.9
REG-0014424,9,0.58
REG-0014424,10,1.51
REG-0014424,11,0.77
REG-0014424,12,61.87
REG-0014424,13,0.54
REG-0014425,1,36.19
REG-0014425,2,10.21
REG-0014425,3,7.36
REG-0014425,14,9.28
REG-0014425,4,9.76
REG-0014425,5,1.7
REG-0014425,6,19.18
REG-0014425,7,1.22
REG-0014425,8,0.97
REG-0014425,9,0.68
REG-0014425,10,1.63
REG-0014425,11,0.83
REG-0014425,12,87.69
REG-0014425,13,0.6
REG-0014426,1,38.32
REG-0014426,2,9.64
REG-0014426,3,6.81
REG-0014426,14,8.44
REG-0014426,4,8.6
REG-0014426,5,1.55
REG-0014426,6,20.52
REG-0014426,7,1.38
REG-0014426,8,1.06
REG-0014426,9,0.42
REG-0014426,10,1.56
REG-0014426,11,0.71
REG-0014426,12,99.08
REG-0014426,13,0.55
REG-0014427,1,34.6
REG-0014427,2,9.08
REG-0014427,3,6.86
REG-0014427,14,9.06
REG-0014427,4,9.83
REG-0014427,5,1.79
REG-0014427,6,21.07
REG-0014427,7,0.99
REG-0014427,8,0.93
REG-0014427,9,0.81
REG-0014427,10,1.6
REG-0014427,11,0.91
REG-0014427,12,77.86
REG-0014427,13,0.52
REG-0014428,1,40.15
REG-0014428,2,11.8
REG-0014428,3,6.66
REG-0014428,14,8.21
REG-0014428,4,9
REG-0014428,5,1.63
REG-0014428,6,16.83
REG-0014428,7,1.68
REG-0014428,8,1.03
REG-0014428,9,0.15
REG-0014428,10,1.39
REG-0014428,11,0.77
REG-0014428,12,116.25
REG-0014428,13,0.64
REG-0014429,1,40.28
REG-0014429,2,10.14
REG-0014429,3,6.83
REG-0014429,14,8.63
REG-0014429,4,9.81
REG-0014429,5,1.58
REG-0014429,6,16.6
REG-0014429,7,1.72
REG-0014429,8,1.11
REG-0014429,9,0.21
REG-0014429,10,1.44
REG-0014429,11,0.79
REG-0014429,12,123.92
REG-0014429,13,0.61
REG-0014430,1,41.76
REG-0014430,2,7.89
REG-0014430,3,7.11
REG-0014430,14,8.62
REG-0014430,4,9.99
REG-0014430,5,1.61
REG-0014430,6,16.92
REG-0014430,7,1.69
REG-0014430,8,1.22
REG-0014430,9,0.34
REG-0014430,10,1.59
REG-0014430,11,0.83
REG-0014430,12,123.28
REG-0014430,13,0.4
REG-0014431,1,36.41
REG-0014431,2,9.7
REG-0014431,3,8.08
REG-0014431,14,10.46
REG-0014431,4,11.02
REG-0014431,5,1.67
REG-0014431,6,17.62
REG-0014431,7,1.22
REG-0014431,8,0.96
REG-0014431,9,0.87
REG-0014431,10,1.57
REG-0014431,11,1.01
REG-0014431,12,90.93
REG-0014431,13,0.58
REG-0014432,1,41.7
REG-0014432,2,8.05
REG-0014432,3,7.23
REG-0014432,14,8.94
REG-0014432,4,9.74
REG-0014432,5,1.6
REG-0014432,6,16.96
REG-0014432,7,1.69
REG-0014432,8,1.18
REG-0014432,9,0.36
REG-0014432,10,1.58
REG-0014432,11,0.8
REG-0014432,12,114.55
REG-0014432,13,0.44
REG-0014433,1,41.7
REG-0014433,2,8.29
REG-0014433,3,7.11
REG-0014433,14,8.88
REG-0014433,4,10.09
REG-0014433,5,1.47
REG-0014433,6,15.73
REG-0014433,7,1.35
REG-0014433,8,1.16
REG-0014433,9,0.32
REG-0014433,10,1.62
REG-0014433,11,0.85
REG-0014433,12,111.00
REG-0014433,13,0.42
REG-0014434,1,39.68
REG-0014434,2,5.77
REG-0014434,3,8.39
REG-0014434,14,10.3
REG-0014434,4,10.55
REG-0014434,5,1.83
REG-0014434,6,17
REG-0014434,7,1.17
REG-0014434,8,1.15
REG-0014434,9,0.78
REG-0014434,10,1.58
REG-0014434,11,0.96
REG-0014434,12,99.22
REG-0014434,13,0.3
REG-0014435,1,42.12
REG-0014435,2,6.71
REG-0014435,3,7.56
REG-0014435,14,9.19
REG-0014435,4,8.96
REG-0014435,5,1.76
REG-0014435,6,18.46
REG-0014435,7,1.68
REG-0014435,8,1.24
REG-0014435,9,0.47
REG-0014435,10,1.56
REG-0014435,11,0.69
REG-0014435,12,111.62
REG-0014435,13,0.34
REG-0014436,1,38.01
REG-0014436,2,10.16
REG-0014436,3,7.26
REG-0014436,14,9.3
REG-0014436,4,9.9
REG-0014436,5,1.68
REG-0014436,6,16.56
REG-0014436,7,1.26
REG-0014436,8,1
REG-0014436,9,0.48
REG-0014436,10,1.54
REG-0014436,11,0.83
REG-0014436,12,101.59
REG-0014436,13,0.6
REG-0014437,1,41.11
REG-0014437,2,9.49
REG-0014437,3,7.65
REG-0014437,14,9.1
REG-0014437,4,8.86
REG-0014437,5,1.62
REG-0014437,6,17.15
REG-0014437,7,1.6
REG-0014437,8,1.12
REG-0014437,9,0.28
REG-0014437,10,1.45
REG-0014437,11,0.66
REG-0014437,12,121.00
REG-0014437,13,0.56
REG-0014438,1,38.74
REG-0014438,2,10.47
REG-0014438,3,7.11
REG-0014438,14,9.11
REG-0014438,4,9.48
REG-0014438,5,1.59
REG-0014438,6,16.68
REG-0014438,7,1.3
REG-0014438,8,1.06
REG-0014438,9,0.43
REG-0014438,10,1.52
REG-0014438,11,0.76
REG-0014438,12,104.71
REG-0014438,13,0.61
REG-0014439,1,41.02
REG-0014439,2,9.89
REG-0014439,3,7.69
REG-0014439,14,9.12
REG-0014439,4,8.75
REG-0014439,5,1.55
REG-0014439,6,16.84
REG-0014439,7,1.5
REG-0014439,8,1.11
REG-0014439,9,0.29
REG-0014439,10,1.49
REG-0014439,11,0.65
REG-0014439,12,119.55
REG-0014439,13,0.56
REG-0014440,1,37.69
REG-0014440,2,10.45
REG-0014440,3,7.78
REG-0014440,14,9.7
REG-0014440,4,10.16
REG-0014440,5,1.67
REG-0014440,6,16.46
REG-0014440,7,1.33
REG-0014440,8,1
REG-0014440,9,0.55
REG-0014440,10,1.59
REG-0014440,11,0.9
REG-0014440,12,104.40
REG-0014440,13,0.6
REG-0014441,1,40.79
REG-0014441,2,10.24
REG-0014441,3,7.86
REG-0014441,14,9.18
REG-0014441,4,9.97
REG-0014441,5,1.5
REG-0014441,6,15.85
REG-0014441,7,1.67
REG-0014441,8,1.11
REG-0014441,9,0.4
REG-0014441,10,1.54
REG-0014441,11,0.84
REG-0014441,12,126.78
REG-0014441,13,0.59
REG-0014442,1,38.34
REG-0014442,2,8.31
REG-0014442,3,7.98
REG-0014442,14,10.01
REG-0014442,4,10.29
REG-0014442,5,1.74
REG-0014442,6,17.29
REG-0014442,7,1.28
REG-0014442,8,1.01
REG-0014442,9,0.67
REG-0014442,10,1.59
REG-0014442,11,0.92
REG-0014442,12,98.38
REG-0014442,13,0.46
REG-0014443,1,41.62
REG-0014443,2,8.1
REG-0014443,3,7.29
REG-0014443,14,9.01
REG-0014443,4,9.24
REG-0014443,5,1.52
REG-0014443,6,17.27
REG-0014443,7,1.6
REG-0014443,8,1.17
REG-0014443,9,0.38
REG-0014443,10,1.52
REG-0014443,11,0.67
REG-0014443,12,119.44
REG-0014443,13,0.42
REG-0014444,1,36.67
REG-0014444,2,10.81
REG-0014444,3,8
REG-0014444,14,9.76
REG-0014444,4,9.97
REG-0014444,5,1.73
REG-0014444,6,16.81
REG-0014444,7,1.23
REG-0014444,8,0.95
REG-0014444,9,0.5
REG-0014444,10,1.6
REG-0014444,11,0.88
REG-0014444,12,94.82
REG-0014444,13,0.62
REG-0014445,1,40.32
REG-0014445,2,10.42
REG-0014445,3,7.93
REG-0014445,14,9.47
REG-0014445,4,9.7
REG-0014445,5,1.56
REG-0014445,6,15.75
REG-0014445,7,1.5
REG-0014445,8,1.08
REG-0014445,9,0.39
REG-0014445,10,1.53
REG-0014445,11,0.82
REG-0014445,12,121.47
REG-0014445,13,0.61
REG-0014446,1,37.36
REG-0014446,2,9.06
REG-0014446,3,8.7
REG-0014446,14,10.62
REG-0014446,4,9.72
REG-0014446,5,1.65
REG-0014446,6,17.31
REG-0014446,7,1.28
REG-0014446,8,1.04
REG-0014446,9,0.51
REG-0014446,10,1.51
REG-0014446,11,0.82
REG-0014446,12,99.82
REG-0014446,13,0.5
REG-0014447,1,40.66
REG-0014447,2,8.57
REG-0014447,3,7.99
REG-0014447,14,9.68
REG-0014447,4,9.82
REG-0014447,5,1.49
REG-0014447,6,17.6
REG-0014447,7,1.67
REG-0014447,8,1.17
REG-0014447,9,0.36
REG-0014447,10,1.5
REG-0014447,11,0.78
REG-0014447,12,127.24
REG-0014447,13,0.48
REG-0014448,1,36.56
REG-0014448,2,9.91
REG-0014448,3,8.34
REG-0014448,14,10.33
REG-0014448,4,10.18
REG-0014448,5,1.71
REG-0014448,6,17.52
REG-0014448,7,1.38
REG-0014448,8,1.02
REG-0014448,9,0.58
REG-0014448,10,1.56
REG-0014448,11,0.92
REG-0014448,12,100.43
REG-0014448,13,0.59
REG-0014449,1,41.68
REG-0014449,2,7.69
REG-0014449,3,7.87
REG-0014449,14,9.66
REG-0014449,4,10.67
REG-0014449,5,1.54
REG-0014449,6,16.17
REG-0014449,7,1.69
REG-0014449,8,1.2
REG-0014449,9,0.38
REG-0014449,10,1.52
REG-0014449,11,0.91
REG-0014449,12,133.64
REG-0014449,13,0.38
REG-0014450,1,37.04
REG-0014450,2,10.51
REG-0014450,3,8.08
REG-0014450,14,9.98
REG-0014450,4,9.78
REG-0014450,5,1.74
REG-0014450,6,17.03
REG-0014450,7,1.31
REG-0014450,8,0.96
REG-0014450,9,0.47
REG-0014450,10,1.58
REG-0014450,11,0.88
REG-0014450,12,97.67
REG-0014450,13,0.61
REG-0014451,1,40.63
REG-0014451,2,10.28
REG-0014451,3,7.93
REG-0014451,14,9.43
REG-0014451,4,9.81
REG-0014451,5,1.54
REG-0014451,6,16.51
REG-0014451,7,1.64
REG-0014451,8,1.09
REG-0014451,9,0.37
REG-0014451,10,1.55
REG-0014451,11,0.81
REG-0014451,12,128.68
REG-0014451,13,0.6
REG-0014452,1,40.78
REG-0014452,2,8.97
REG-0014452,3,8.05
REG-0014452,14,9.63
REG-0014452,4,10.46
REG-0014452,5,1.5
REG-0014452,6,15.94
REG-0014452,7,1.61
REG-0014452,8,1.13
REG-0014452,9,0.29
REG-0014452,10,1.57
REG-0014452,11,0.94
REG-0014452,12,127.86
REG-0014452,13,0.5
REG-0014453,1,37.2
REG-0014453,2,8.97
REG-0014453,3,8.23
REG-0014453,14,9.93
REG-0014453,4,10.27
REG-0014453,5,1.57
REG-0014453,6,17.32
REG-0014453,7,1.25
REG-0014453,8,1.09
REG-0014453,9,0.39
REG-0014453,10,1.59
REG-0014453,11,1.02
REG-0014453,12,92.51
REG-0014453,13,0.5
REG-0014454,1,40.27
REG-0014454,2,9.28
REG-0014454,3,7.81
REG-0014454,14,9.37
REG-0014454,4,10.91
REG-0014454,5,1.43
REG-0014454,6,16.05
REG-0014454,7,1.64
REG-0014454,8,1.19
REG-0014454,9,0.32
REG-0014454,10,1.6
REG-0014454,11,1
REG-0014454,12,128.14
REG-0014454,13,0.59
REG-0014455,1,37.08
REG-0014455,2,8.87
REG-0014455,3,8.47
REG-0014455,14,10.27
REG-0014455,4,10.36
REG-0014455,5,1.53
REG-0014455,6,17
REG-0014455,7,1.09
REG-0014455,8,1.05
REG-0014455,9,0.38
REG-0014455,10,1.58
REG-0014455,11,1.03
REG-0014455,12,91.52
REG-0014455,13,0.58
REG-0014456,1,41.19
REG-0014456,2,8.67
REG-0014456,3,8.12
REG-0014456,14,9.68
REG-0014456,4,10.36
REG-0014456,5,1.48
REG-0014456,6,15.7
REG-0014456,7,1.52
REG-0014456,8,1.17
REG-0014456,9,0.35
REG-0014456,10,1.57
REG-0014456,11,0.92
REG-0014456,12,128.48
REG-0014456,13,0.58
REG-0014457,1,40.6
REG-0014457,2,9.04
REG-0014457,3,7.83
REG-0014457,14,9.39
REG-0014457,4,10.76
REG-0014457,5,1.46
REG-0014457,6,15.75
REG-0014457,7,1.67
REG-0014457,8,1.18
REG-0014457,9,0.34
REG-0014457,10,1.56
REG-0014457,11,0.99
REG-0014457,12,126.52
REG-0014457,13,0.57
REG-0014458,1,38.47
REG-0014458,2,8.33
REG-0014458,3,8.31
REG-0014458,14,10.06
REG-0014458,4,10.13
REG-0014458,5,1.61
REG-0014458,6,17.22
REG-0014458,7,1.37
REG-0014458,8,1.1
REG-0014458,9,0.36
REG-0014458,10,1.62
REG-0014458,11,0.94
REG-0014458,12,100.47
REG-0014458,13,0.48
REG-0014459,1,37.37
REG-0014459,2,10.38
REG-0014459,3,7.34
REG-0014459,14,9.39
REG-0014459,4,11.02
REG-0014459,5,1.61
REG-0014459,6,17.99
REG-0014459,7,1.43
REG-0014459,8,0.99
REG-0014459,9,0.76
REG-0014459,10,1.64
REG-0014459,11,1
REG-0014459,12,106.06
REG-0014459,13,0.6
REG-0014460,1,37.6
REG-0014460,2,9.19
