SEMANA,Fecha,Turno,TAC,Op. Envasado,Código,Formato,%Proteína,Categoría,Lote,FP,FV,AGREGADO,LINEA,ESTADO ,NUMERO DE VERSION,LEGIBILIDAD,Observaciones ,Accion Inmediata 
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
27,7/06/25,I,OVASQUEZC,Kempes C,7530497,0.8,35,KAT,PE250706B0,7/06/25,7/01/26,-,E2,CONFORME ,V5,CONFORME,,
27,7/06/25,I,OVASQUEZC,Kempes C,7530846,0.8,40,KAT,PE250706C0,7/06/25,7/01/26,-,E2,CONFORME ,V2,CONFORME,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
27,7/06/25,II,EvillegasL,YURI,7530496,0.8,35,TER,PE250706A0,7/06/25,7/01/26,EXT,E2,CONFORME ,V4,CONFORME,,
27,7/06/25,II,EvillegasL,YURI,7530496,0.8,35,TER,PE250706B0,7/06/25,7/01/26,EXT,E2,CONFORME ,V4,CONFORME,,
27,7/06/25,II,EvillegasL,YURI,7530496,0.8,35,TER,PE250706C0,7/06/25,7/01/26,EXT,E2,CONFORME ,V4,CONFORME,,
27,7/06/25,II,EvillegasL,YURI,7530846,0.8,40,KAT,PE250706C0,7/06/25,7/01/26,-,E2,CONFORME ,V2,CONFORME,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
28,7/07/25,I,OVASQUEZC,Kempes C,7530496,0.8,35,TER,PE250707A0,7/07/25,7/02/26,EXT,E2,CONFORME ,V4,CONFORME,,
28,7/07/25,I,OVASQUEZC,Kempes C,7530496,0.8,35,TER,PE250707B0,7/07/25,7/02/26,EXT,E2,CONFORME ,V4,CONFORME,,
28,7/07/25,I,OVASQUEZC,Kempes C,7530496,0.8,35,TER,PE250707C0,7/07/25,7/02/26,EXT,E2,CONFORME ,V4,CONFORME,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
29,7/15/2025,I,EvillegasL,YURI,7549088,0.8,35,KAT PC,PE250715C0,7/15/2025,7/10/26,-,E2,CONFORME ,V1,CONFORME,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
29,7/16/2025,I,EvillegasL,YURI,7530840,0.8,35,KAT PROT1,PE250716C0,7/16/2025,7/11/26,-,E2,CONFORME ,V3,CONFORME,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
29,7/16/2025,II,DAGUIRREG,MIGUEL LEYTON,7530840,0.8,35,KAT PROT1,PE250716C0,7/16/2025,7/11/26,-,E2,CONFORME ,V3,CONFORME,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
29,7/16/2025,III,OVASQUEZC,Kempes C,7530498,0.8,40,KAT PC,PE250716C0,7/16/2025,7/11/26,-,E2,CONFORME ,V3,CONFORME,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
29,7/17/2025,I,EvillegasL,YURI,7530840,0.8,35,KAT PROT1,PE250717C0,7/17/2025,7/12/26,-,E2,CONFORME ,V3,CONFORME,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
29,7/17/2025,II,DAGUIRREG,MIGUEL LEYTON,7530498,0.8,40,KAT PC,PE250717C0,7/17/2025,7/12/26,-,E2,CONFORME ,V3,CONFORME,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
29,7/17/2025,III,OVASQUEZC,Kempes C,7530498,0.8,40,KAT PC,PE250717C0,7/17/2025,7/12/26,-,E2,CONFORME ,V3,CONFORME,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
29,7/18/2025,I,EvillegasL,YURI,7530498,0.8,40,KAT PC,PE250718C0,7/18/2025,7/13/2026,-,E2,CONFORME ,  V3,CONFORME,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
29,7/18/2025,II,DAGUIRREG,MIGUEL LEYTON,7530498,0.8,40,KAT PC,PE250718C0,7/18/2025,7/13/2026,-,E2,CONFORME ,  V3,CONFORME,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
29,7/19/2025,I,EvillegasL,YURI,7530498,0.8,40,KAT PC,PE250719C0,7/19/2025,7/14/2026,-,E2,CONFORME ,  V3,CONFORME,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
29,7/19/2025,II,OVASQUEZC,Kempes C,7530498,0.8,40,KAT PC,PE250719C0,7/19/2025,7/14/2026,-,E2,CONFORME ,  V3,CONFORME,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
29,7/20/2025,I,DAGUIRREG,MIGUEL LEYTON,7530498,0.8,40,KAT PC,PE250720C0,7/20/2025,7/15/2026,-,E2,CONFORME ,  V3,CONFORME,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
29,7/20/2025,II,OVASQUEZC,Kempes C,7530497,0.8,35,KAT,PE250720A0,7/20/2025,7/15/2026,-,E2,CONFORME ,V5,CONFORME,,
29,7/20/2025,II,OVASQUEZC,Kempes C,7530498,0.8,40,KAT PC,PE250720C0,7/20/2025,7/15/2026,-,E2,CONFORME ,  V3,CONFORME,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
30,7/21/2025,I,DAGUIRREG,MIGUEL LEYTON,7530497,0.8,35,KAT,PE250721A0,7/21/2025,7/16/2026,-,E2,CONFORME ,V5,CONFORME,,
30,7/21/2025,I,DAGUIRREG,MIGUEL LEYTON,7530497,0.8,35,KAT,PE250721C0,7/21/2025,7/16/2026,-,E2,CONFORME ,V5,CONFORME,,
29,7/20/2025,I,DAGUIRREG,MIGUEL LEYTON,7530497,0.8,35,KAT,PE250720C0,7/20/2025,7/15/2026,-,E2,CONFORME ,V5,CONFORME,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
30,7/21/2025,II,OVASQUEZC,Kempes C,7530497,0.8,35,KAT,PE250721C0,7/21/2025,7/16/2026,-,E2,CONFORME ,V5,CONFORME,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
30,7/21/2025,III,EvillegasL,YURI,7530497,0.8,35,KAT,PE250721A0,7/21/2025,7/16/2026,-,E2,CONFORME ,V5,CONFORME,,
30,7/21/2025,III,EvillegasL,YURI,7530497,0.8,35,KAT,PE250721C0,7/21/2025,7/16/2026,-,E2,CONFORME ,V5,CONFORME,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
30,7/22/2025,I,DAGUIRREG,MIGUEL LEYTON,7530497,0.8,35,KAT,PE250722A0,7/22/2025,7/17/2026,-,E2,CONFORME ,V5,CONFORME,,
30,7/22/2025,I,DAGUIRREG,MIGUEL LEYTON,7530497,0.8,35,KAT,PE250722C0,7/22/2025,7/17/2026,-,E2,CONFORME ,V5,CONFORME,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
30,7/22/2025,II,OVASQUEZC,Kempes C,7530497,0.8,35,KAT,PE250722A0,7/22/2025,7/17/2026,-,E2,CONFORME ,V5,CONFORME,,
30,7/22/2025,II,OVASQUEZC,Kempes C,7530497,0.8,35,KAT,PE250722C0,7/22/2025,7/17/2026,-,E2,CONFORME ,V5,CONFORME,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
30,7/22/2025,III,EvillegasL,YURI,7530497,0.8,35,KAT,PE250722A0,7/22/2025,7/17/2026,-,E2,CONFORME ,V5,CONFORME,,
30,7/22/2025,III,EvillegasL,YURI,7530497,0.8,35,KAT,PE250722C0,7/22/2025,7/17/2026,-,E2,CONFORME ,V5,CONFORME,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
30,7/23/2025,I,DAGUIRREG,MIGUEL LEYTON,7530497,0.8,35,KAT,PE250723A0,7/23/2025,7/18/2026,-,E2,CONFORME ,V5,CONFORME,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
 ,,,,,,,,,,, ,,,,-,,,
30,7/23/2025,II,OVASQUEZC,Kempes C,7530497,0.8,35,KAT,PE250723A0,7/23/2025,7/18/2026,-,E2,CONFORME ,V5,CONFORME,,
30,7/23/2025,II,OVASQUEZC,Kempes C,7549088,0.8,35,KAT PC,PE250723B0,7/23/2025,7/18/2026,-,E2,CONFORME ,V1,CONFORME,,
30,7/23/2025,II,OVASQUEZC,Kempes C,7530497,0.8,35,KAT,PE250723C0,7/23/2025,7/18/2026,-,E2,CONFORME ,V5,CONFORME,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
30,7/23/2025,III,EvillegasL,YURI,7530497,0.8,35,KAT,PE250723A1,7/23/2025,7/18/2026,-,E2,CONFORME ,V5,CONFORME,,
30,7/23/2025,III,EvillegasL,YURI,7549088,0.8,35,KAT PC,PE250723B0,7/23/2025,7/18/2026,-,E2,CONFORME ,V1,CONFORME,,
30,7/23/2025,III,EvillegasL,YURI,7530497,0.8,35,KAT,PE250723C1,7/23/2025,7/18/2026,-,E2,CONFORME ,V5,CONFORME,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
30,7/24/2025,I,DAGUIRREG,MIGUEL LEYTON,7530497,0.8,35,KAT,PE250724A0,7/24/2025,7/19/2026,-,E2,CONFORME ,V5,CONFORME,,
30,7/24/2025,I,DAGUIRREG,MIGUEL LEYTON,7549088,0.8,35,KAT PC,PE250724B0,7/24/2025,7/19/2026,-,E2,CONFORME ,V1,CONFORME,,
30,7/24/2025,I,DAGUIRREG,MIGUEL LEYTON,7530497,0.8,35,KAT,PE250724C0,7/24/2025,7/19/2026,-,E2,CONFORME ,V5,CONFORME,,
 ,,,, ,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
30,7/24/2025,II,OVASQUEZC,Kempes C,7530497,0.8,35,KAT,PE250724A0,7/24/2025,7/19/2026,-,E2,CONFORME ,V5,CONFORME,,
30,7/24/2025,II,OVASQUEZC,Kempes C,7549088,0.8,35,KAT PC,PE250724B0,7/24/2025,7/19/2026,-,E2,CONFORME ,V1,CONFORME,,
30,7/24/2025,II,OVASQUEZC,Kempes C,7530497,0.8,35,KAT,PE250724C0,7/24/2025,7/19/2026,-,E2,CONFORME ,V5,CONFORME,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
30,7/24/2025,III,EvillegasL,YURI,7530497,0.8,35,KAT,PE250724A0,7/24/2025,7/19/2026,-,E2,CONFORME ,V5,CONFORME,,
30,7/24/2025,III,EvillegasL,YURI,7549088,0.8,35,KAT PC,PE250724B0,7/24/2025,7/19/2026,-,E2,CONFORME ,V1,CONFORME,,
30,7/24/2025,III,EvillegasL,YURI,7530497,0.8,35,KAT,PE250724C0,7/24/2025,7/19/2026,-,E2,CONFORME ,V5,CONFORME,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
30,7/25/2025,I,DAGUIRREG,MIGUEL LEYTON,7530497,0.8,35,KAT,PE250725A0,7/25/2025,7/20/2026,-,E2,CONFORME ,V5,CONFORME,,
30,7/25/2025,I,DAGUIRREG,MIGUEL LEYTON,7530432,0.8,35,CLA,PE250725B0,7/25/2025,7/20/2026,EXT,E2,CONFORME ,V5,CONFORME,,
30,7/25/2025,I,DAGUIRREG,MIGUEL LEYTON,7530497,0.8,35,KAT,PE250725C0,7/25/2025,7/20/2026,-,E2,CONFORME ,V5,CONFORME,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
30,7/25/2025,II,OVASQUEZC,Kempes C,7530497,0.8,35,KAT,PE250725A0,7/25/2025,7/20/2026,-,E2,CONFORME ,V5,CONFORME,,
30,7/25/2025,II,OVASQUEZC,Kempes C,7530432,0.8,35,CLA,PE250725B0,7/25/2025,7/20/2026,EXT,E2,CONFORME ,V5,CONFORME,,
30,7/25/2025,II,OVASQUEZC,Kempes C,7530497,0.8,35,KAT,PE250725C0,7/25/2025,7/20/2026,-,E2,CONFORME ,V5,CONFORME,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
30,7/26/2025,I,DAGUIRREG,MIGUEL LEYTON,7530497,0.8,35,KAT,PE250726A0,7/26/2025,7/21/2026,-,E2,CONFORME ,V5,CONFORME,,
30,7/26/2025,I,DAGUIRREG,MIGUEL LEYTON,7530432,0.8,35,CLA,PE250726B0,7/26/2025,7/21/2026,EXT,E2,CONFORME ,V5,CONFORME,,
30,7/26/2025,I,DAGUIRREG,MIGUEL LEYTON,7530498,0.8,40,KAT PC,PE250726C0,7/26/2025,7/21/2026,-,E2,CONFORME ,V3,CONFORME,,
30,7/25/2025,I,DAGUIRREG,MIGUEL LEYTON,7530498,0.8,40,KAT PC,PE250725C0,7/25/2025,7/20/2026,-,E2,CONFORME ,V3,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
30,7/26/2025,II,EvillegasL,YURI,7530497,0.8,35,KAT,PE250726A0,7/26/2025,7/21/2026,-,E2,CONFORME ,V5,CONFORME,,
30,7/26/2025,II,EvillegasL,YURI,7530432,0.8,35,CLA,PE250726B0,7/26/2025,7/21/2026,EXT,E2,CONFORME ,V5,CONFORME,,
30,7/26/2025,II,EvillegasL,YURI,7530498,0.8,40,KAT PC,PE250726C0,7/26/2025,7/21/2026,-,E2,CONFORME ,V3,CONFORME,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
30,7/27/2025,I,OVASQUEZC,Kempes C,7530497,0.8,35,KAT,PE250727A0,7/27/2025,7/22/2026,-,E2,CONFORME ,V5,CONFORME,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
30,7/27/2025,I,OVASQUEZC,Kempes C,7530432,0.8,35,CLA,PE250727B0,7/27/2025,7/22/2026,EXT,E2,CONFORME ,V5,CONFORME,,
30,7/27/2025,I,OVASQUEZC,Kempes C,7530498,0.8,40,KAT PC,PE250727C0,7/27/2025,7/22/2026,-,E2,CONFORME ,V3,CONFORME,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
30,7/27/2025,III,EvillegasL,YURI,7530496,0.8,35,TER,PE250727B0,7/27/2025,7/22/2026,EXT,E2,CONFORME ,V4,CONFORME,,
30,7/27/2025,III,EvillegasL,YURI,7530498,0.8,40,KAT PC,PE250727C0,7/27/2025,7/22/2026,-,E2,CONFORME ,V3,CONFORME,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
31,7/28/2025,I,OVASQUEZC,Kempes C,7530496,0.8,35,TER,PE250728B0,7/28/2025,7/23/2026,EXT,E2,CONFORME ,V4,CONFORME,,
31,7/28/2025,I,OVASQUEZC,Kempes C,7530498,0.8,40,KAT PC,PE250728C0,7/28/2025,7/23/2026,-,E2,CONFORME ,V3,CONFORME,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
31,7/28/2025,II,EvillegasL,YURI,7530496,0.8,35,TER,PE250728B0,7/28/2025,7/23/2026,EXT,E2,CONFORME ,V4,CONFORME,,
31,7/28/2025,II,EvillegasL,YURI,7530498,0.8,40,KAT PC,PE250728C0,7/28/2025,7/23/2026,-,E2,CONFORME ,V3,CONFORME,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
31,7/28/2025,III,DAGUIRREG,MIGUEL LEYTON,7530496,0.8,35,TER,PE250728B0,7/28/2025,7/23/2026,EXT,E2,CONFORME ,V4,CONFORME,,
31,7/28/2025,III,DAGUIRREG,MIGUEL LEYTON,7530498,0.8,40,KAT PC,PE250728C0,7/28/2025,7/23/2026,-,E2,CONFORME ,V3,CONFORME,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
31,7/29/2025,I,OVASQUEZC,Kempes C,7530496,0.8,35,TER,PE250729B0,7/29/2025,7/24/2026,EXT,E2,CONFORME ,V4,CONFORME,,
31,7/29/2025,I,OVASQUEZC,Kempes C,7530498,0.8,40,KAT PC,PE250729C0,7/29/2025,7/24/2026,-,E2,CONFORME ,V3,CONFORME,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
31,7/29/2025,II,EvillegasL,YURI,7530432,0.8,35,CLA,PE250729A0,7/29/2025,7/24/2026,EXT,E2,CONFORME ,V5,CONFORME,,
31,7/29/2025,II,EvillegasL,YURI,7530496,0.8,35,TER,PE250729B0,7/29/2025,7/24/2026,EXT,E2,CONFORME ,V4,CONFORME,,
31,7/29/2025,II,EvillegasL,YURI,7530498,0.8,40,KAT PC,PE250729C0,7/29/2025,7/24/2026,-,E2,CONFORME ,V3,CONFORME,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
31,7/29/2025,III,DAGUIRREG,MIGUEL LEYTON,7530432,0.8,35,CLA,PE250729A0,7/29/2025,7/24/2026,EXT,E2,CONFORME ,V5,CONFORME,,
31,7/29/2025,III,DAGUIRREG,MIGUEL LEYTON,7530497,0.8,35,KAT,PE250729B0,7/29/2025,7/24/2026,-,E2,CONFORME ,V5,CONFORME,,
31,7/29/2025,III,DAGUIRREG,MIGUEL LEYTON,7530498,0.8,40,KAT PC,PE250729C0,7/29/2025,7/24/2026,-,E2,CONFORME ,V3,CONFORME,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
 ,,,,,,,,,,, ,,,,,,,
31,7/30/2025,I,OVASQUEZC,Kempes C,7530432,0.8,35,CLA,PE250730A0,7/30/2025,7/25/2026,EXT,E2,CONFORME ,V5,CONFORME,,
31,7/30/2025,I,OVASQUEZC,Kempes C,7530497,0.8,35,KAT,PE250730B0,7/30/2025,7/25/2026,-,E2,CONFORME ,V5,CONFORME,,
