IdRegistro,NroParticulas,Peso,TiempoHundimiento,PctFlotabilidad,PctHundimiento
REG-0016143,387.0,15.0,120.0,1.25,98.75
REG-0016144,205.0,15.0,120.0,0.64,99.36
REG-0016145,407.0,15.0,120.0,1.29,98.71
REG-0016146,348.0,15.0,120.0,1.04,98.96
REG-0016147,409.0,15.0,120.0,1.34,98.66
REG-0016148,350.0,15.0,120.0,1.04,98.96
REG-0016149,200.0,15.0,120.0,0.64,99.36
REG-0016150,875.0,15.0,120.0,2.0,98.0
REG-0016151,250.0,15.0,120.0,0.76,99.24
REG-0016152,200.0,15.0,120.0,0.63,99.37
REG-0016153,188.0,15.0,120.0,0.48,99.52
REG-0016154,200.0,15.0,120.0,0.53,99.47
REG-0016155,345.0,15.0,120.0,1.02,98.98
REG-0016156,140.0,15.0,120.0,0.47,99.53
REG-0016157,150.0,15.0,120.0,0.57,99.43
REG-0016158,120.0,15.0,120.0,0.43,99.57
REG-0016159,320.0,15.0,120.0,0.84,99.16
REG-0016160,100.0,15.0,120.0,0.41,99.59
REG-0016161,80.0,15.0,120.0,0.29,99.71
REG-0016162,250.0,15.0,120.0,0.94,99.06
REG-0016163,310.0,15.0,120.0,0.91,99.09
REG-0016164,140.0,15.0,120.0,0.45,99.55
REG-0016165,150.0,15.0,120.0,0.46,99.54
REG-0016166,185.0,15.0,120.0,0.6,99.4
REG-0016167,35.0,15.0,57.0,0.14,99.86
REG-0016168,91.0,15.0,120.0,0.3,99.7
REG-0016169,159.0,15.0,120.0,0.52,99.48
REG-0016170,39.0,15.0,120.0,0.18,99.82
REG-0016171,94.0,15.0,120.0,0.32,99.68
REG-0016172,166.0,15.0,120.0,0.53,99.47
REG-0016173,140.0,15.0,120.0,0.47,99.53
REG-0016174,189.0,15.0,120.0,0.58,99.42
REG-0016175,97.0,15.0,120.0,0.34,99.66
REG-0016176,136.0,15.0,120.0,0.41,99.59
REG-0016177,187.0,15.0,120.0,0.58,99.42
REG-0016178,100.0,15.0,120.0,0.41,99.59
REG-0016179,136.0,15.0,120.0,0.47,99.53
REG-0016180,100.0,15.0,120.0,0.34,99.66
REG-0016181,80.0,15.0,120.0,0.24,99.76
REG-0016182,90.0,15.0,120.0,0.32,99.68
REG-0016183,88.0,15.0,120.0,0.29,99.71
REG-0016184,75.0,15.0,120.0,0.35,99.65
REG-0016185,90.0,15.0,120.0,0.28,99.72
REG-0016186,80.0,15.0,120.0,0.21,99.79
REG-0016187,200.0,15.0,120.0,0.5,99.5
REG-0016188,88.0,15.0,120.0,0.25,99.75
REG-0016189,90.0,15.0,120.0,0.3,99.7
REG-0016190,100.0,15.0,120.0,0.3,99.7
REG-0016191,94.0,15.0,120.0,0.33,99.67
REG-0016192,70.0,15.0,120.0,0.21,99.79
REG-0016193,80.0,15.0,120.0,0.24,99.76
REG-0016194,50.0,15.0,70.0,0.19,99.81
REG-0016195,70.0,15.0,120.0,0.23,99.77
REG-0016196,50.0,15.0,80.0,0.18,99.82
REG-0016197,60.0,15.0,60.0,0.11,99.89
REG-0016198,120.0,15.0,120.0,0.32,99.68
REG-0016199,80.0,15.0,120.0,0.22,99.78
REG-0016200,140.0,15.0,120.0,0.32,99.68
REG-0016201,150.0,15.0,120.0,0.5,99.5
REG-0016202,86.0,15.0,60.0,0.31,99.69
REG-0016203,172.0,15.0,120.0,0.48,99.52
REG-0016204,80.0,15.0,120.0,0.29,99.71
REG-0016205,55.0,15.0,97.0,0.16,99.84
REG-0016206,89.0,15.0,120.0,0.3,99.7
REG-0016207,98.0,15.0,106.0,0.32,99.68
REG-0016208,22.0,15.0,66.0,0.06,99.94
REG-0016209,49.0,15.0,120.0,0.16,99.84
REG-0016210,55.0,15.0,61.0,0.18,99.82
REG-0016211,97.0,15.0,120.0,0.31,99.69
REG-0016212,134.0,15.0,120.0,0.49,99.51
REG-0016213,87.0,15.0,98.0,0.3,99.7
REG-0016214,44.0,15.0,120.0,0.16,99.84
REG-0016215,158.0,15.0,120.0,0.51,99.49
REG-0016216,77.0,15.0,69.0,0.23,99.77
REG-0016217,120.0,15.0,120.0,0.39,99.61
REG-0016218,100.0,15.0,120.0,0.28,99.72
REG-0016219,70.0,15.0,88.0,0.22,99.78
REG-0016220,100.0,15.0,120.0,0.33,99.68
REG-0016221,30.0,15.0,100.0,0.12,99.88
REG-0016222,120.0,15.0,120.0,0.38,99.62
REG-0016223,99.0,15.0,120.0,0.32,99.68
REG-0016224,75.0,15.0,120.0,0.23,99.77
REG-0016225,150.0,15.0,120.0,0.47,99.53
REG-0016226,150.0,15.0,120.0,0.33,99.67
REG-0016227,50.0,15.0,120.0,0.16,99.84
REG-0016228,180.0,15.0,120.0,0.64,99.36
REG-0016229,100.0,15.0,120.0,0.27,99.73
REG-0016230,140.0,15.0,120.0,0.45,99.55
REG-0016231,100.0,15.0,120.0,0.31,99.69
REG-0016232,70.0,15.0,120.0,0.16,99.84
REG-0016233,100.0,15.0,120.0,0.32,99.68
REG-0016234,100.0,15.0,120.0,0.33,99.68
REG-0016235,70.0,15.0,100.0,0.22,99.78
REG-0016236,160.0,15.0,120.0,0.5,99.5
REG-0016237,60.0,15.0,120.0,0.17,99.83
REG-0016238,40.0,15.0,42.0,0.13,99.87
REG-0016239,70.0,15.0,120.0,0.22,99.78
REG-0016240,150.0,15.0,120.0,0.46,99.54
REG-0016241,240.0,15.0,120.0,0.64,99.36
REG-0016242,80.0,15.0,120.0,0.27,99.73
REG-0016243,70.0,15.0,60.0,0.24,99.76
REG-0016244,80.0,15.0,88.0,0.28,99.72
REG-0016245,150.0,15.0,120.0,0.47,99.53
REG-0016246,154.0,15.0,120.0,0.59,99.41
REG-0016247,120.0,15.0,120.0,0.23,99.77
REG-0016248,120.0,15.0,120.0,0.37,99.63
REG-0016249,80.0,15.0,120.0,0.18,99.82
REG-0016250,120.0,15.0,100.0,0.33,99.68
REG-0016251,132.0,15.0,120.0,0.41,99.59
REG-0016252,140.0,15.0,120.0,0.5,99.5
REG-0016253,118.0,15.0,120.0,0.32,99.68
REG-0016254,100.0,15.0,120.0,0.29,99.71
REG-0016255,20.0,15.0,120.0,0.07,99.93
REG-0016256,115.0,15.0,120.0,0.36,99.64
REG-0016257,145.0,15.0,120.0,0.5,99.5
REG-0016258,30.0,15.0,120.0,0.09,99.91
REG-0016259,170.0,15.0,120.0,0.46,99.54
REG-0016260,250.0,15.0,120.0,0.65,99.35
REG-0016261,20.0,15.0,120.0,0.05,99.95
REG-0016262,150.0,15.0,120.0,0.56,99.44
REG-0016263,100.0,15.0,120.0,0.3,99.7
REG-0016264,50.0,15.0,120.0,0.13,99.87
REG-0016265,20.0,15.0,100.0,0.06,99.94
REG-0016266,200.0,15.0,120.0,0.52,99.48
REG-0016267,50.0,15.0,78.0,0.13,99.87
REG-0016268,140.0,15.0,120.0,0.52,99.48
REG-0016269,150.0,15.0,120.0,0.56,99.44
REG-0016270,100.0,15.0,120.0,0.33,99.67
REG-0016271,30.0,15.0,88.0,0.1,99.9
REG-0016272,150.0,15.0,120.0,0.53,99.47
REG-0016273,130.0,15.0,120.0,0.43,99.57
REG-0016274,50.0,15.0,81.0,0.17,99.83
REG-0016275,187.0,15.0,120.0,0.62,99.38
REG-0016276,84.0,15.0,120.0,0.3,99.7
REG-0016277,45.0,15.0,84.0,0.14,99.86
REG-0016278,120.0,15.0,120.0,0.41,99.59
REG-0016279,184.0,15.0,120.0,0.63,99.37
REG-0016280,95.0,15.0,120.0,0.25,99.75
REG-0016281,69.0,15.0,120.0,0.29,99.71
REG-0016282,218.0,15.0,120.0,0.68,99.32
REG-0016283,55.0,15.0,120.0,0.16,99.84
REG-0016284,75.0,15.0,120.0,0.3,99.7
REG-0016285,189.0,15.0,120.0,0.62,99.38
REG-0016286,46.0,15.0,120.0,0.14,99.86
REG-0016287,145.0,15.0,120.0,0.49,99.51
REG-0016288,50.0,15.0,60.0,0.13,99.87
REG-0016289,60.0,15.0,120.0,0.2,99.8
REG-0016290,30.0,15.0,30.0,0.09,99.91
REG-0016291,60.0,15.0,110.0,0.17,99.83
REG-0016292,85.0,15.0,120.0,0.31,99.69
REG-0016293,130.0,15.0,120.0,0.42,99.58
REG-0016294,60.0,15.0,72.0,0.1,99.9
REG-0016295,120.0,15.0,120.0,0.4,99.6
REG-0016296,40.0,15.0,45.0,0.13,99.87
REG-0016297,180.0,15.0,120.0,0.6,99.4
REG-0016298,160.0,15.0,120.0,0.41,99.59
REG-0016299,10.0,15.0,18.0,0.02,99.98
REG-0016300,60.0,15.0,88.0,0.18,99.82
REG-0016301,120.0,15.0,120.0,0.33,99.67
REG-0016302,80.0,15.0,64.0,0.18,99.82
REG-0016303,150.0,15.0,120.0,0.5,99.5
REG-0016304,25.0,15.0,71.0,0.08,99.92
REG-0016305,59.0,15.0,86.0,0.23,99.77
REG-0016306,69.0,15.0,120.0,0.25,99.75
REG-0016307,55.0,15.0,97.0,0.15,99.85
REG-0016308,91.0,15.0,120.0,0.32,99.68
REG-0016309,97.0,15.0,120.0,0.29,99.71
REG-0016310,125.0,15.0,120.0,0.44,99.56
REG-0016311,158.0,15.0,120.0,0.53,99.47
REG-0016312,84.0,15.0,120.0,0.24,99.76
REG-0016313,124.0,15.0,120.0,0.43,99.57
REG-0016314,75.0,15.0,120.0,0.22,99.78
REG-0016315,137.0,15.0,120.0,0.46,99.54
REG-0016316,50.0,15.0,90.0,0.11,99.89
REG-0016317,80.0,15.0,120.0,0.25,99.75
REG-0016318,50.0,15.0,60.0,0.16,99.84
REG-0016319,150.0,15.0,120.0,0.42,99.58
REG-0016320,50.0,15.0,40.0,0.13,99.87
REG-0016321,180.0,15.0,120.0,0.58,99.42
REG-0016322,120.0,15.0,120.0,0.36,99.64
REG-0016323,100.0,15.0,120.0,0.27,99.73
REG-0016324,150.0,15.0,120.0,0.41,99.59
REG-0016325,124.0,15.0,120.0,0.36,99.64
REG-0016326,65.0,15.0,62.0,0.19,99.81
REG-0016327,87.0,15.0,120.0,0.27,99.73
REG-0016328,91.0,15.0,97.0,0.26,99.74
REG-0016329,55.0,15.0,120.0,0.2,99.8
REG-0016330,98.0,15.0,120.0,0.34,99.66
REG-0016331,129.0,15.0,120.0,0.45,99.55
REG-0016332,128.0,15.0,120.0,0.4,99.6
REG-0016333,81.0,15.0,120.0,0.27,99.73
REG-0016334,20.0,15.0,120.0,0.05,99.95
REG-0016335,100.0,15.0,120.0,0.29,99.71
REG-0016336,50.0,15.0,120.0,0.11,99.89
REG-0016337,110.0,15.0,120.0,0.32,99.68
REG-0016338,50.0,15.0,120.0,0.15,99.85
REG-0016339,130.0,15.0,120.0,0.35,99.65
REG-0016340,88.0,15.0,120.0,0.23,99.77
REG-0016341,150.0,15.0,120.0,0.43,99.57
REG-0016342,80.0,15.0,72.0,0.21,99.79
REG-0016343,180.0,15.0,120.0,0.58,99.42
REG-0016344,150.0,15.0,120.0,0.34,99.66
REG-0016345,290.0,15.0,120.0,0.55,99.45
REG-0016346,160.0,15.0,120.0,0.46,99.54
REG-0016347,180.0,15.0,120.0,0.57,99.43
REG-0016348,150.0,15.0,120.0,0.41,99.59
REG-0016349,120.0,15.0,60.0,0.27,99.73
REG-0016350,142.0,15.0,120.0,0.5,99.5
REG-0016351,180.0,15.0,120.0,0.57,99.43
REG-0016352,198.0,15.0,120.0,0.71,99.29
REG-0016353,130.0,15.0,120.0,0.48,99.52
REG-0016354,124.0,15.0,120.0,0.29,99.71
REG-0016355,110.0,15.0,120.0,0.39,99.61
REG-0016356,130.0,15.0,120.0,0.46,99.54
REG-0016357,155.0,15.0,120.0,0.41,99.59
REG-0016358,139.0,15.0,120.0,0.49,99.51
REG-0016359,127.0,15.0,120.0,0.47,99.53
REG-0016360,128.0,15.0,120.0,0.35,99.65
REG-0016361,158.0,15.0,120.0,0.55,99.45
REG-0016362,80.0,15.0,100.0,0.19,99.81
REG-0016363,65.0,15.0,100.0,0.23,99.77
REG-0016364,120.0,15.0,120.0,0.43,99.57
REG-0016365,80.0,15.0,120.0,0.29,99.71
REG-0016366,120.0,15.0,120.0,0.43,99.57
REG-0016367,250.0,15.0,120.0,0.8,99.2
REG-0016368,100.0,15.0,120.0,0.36,99.64
REG-0016369,78.0,15.0,120.0,0.26,99.74
REG-0016370,100.0,15.0,120.0,0.27,99.73
REG-0016371,120.0,15.0,120.0,0.38,99.62
REG-0016372,500.0,15.0,120.0,1.09,98.91
REG-0016373,100.0,15.0,120.0,0.29,99.71
REG-0016374,110.0,15.0,120.0,0.28,99.73
REG-0016375,120.0,15.0,100.0,0.38,99.62
REG-0016376,70.0,15.0,89.0,0.21,99.79
REG-0016377,100.0,15.0,110.0,0.29,99.71
REG-0016378,70.0,15.0,84.0,0.21,99.79
REG-0016379,160.0,15.0,94.0,0.41,99.59
REG-0016380,150.0,15.0,98.0,0.61,99.39
REG-0016381,60.0,15.0,110.0,0.16,99.84
REG-0016382,120.0,15.0,120.0,0.38,99.62
REG-0016383,60.0,15.0,70.0,0.17,99.83
REG-0016384,180.0,15.0,120.0,0.51,99.49
REG-0016385,80.0,15.0,60.0,0.29,99.71
REG-0016386,120.0,15.0,120.0,0.25,99.75
REG-0016387,120.0,15.0,120.0,0.4,99.6
REG-0016388,100.0,15.0,87.0,0.32,99.68
REG-0016389,98.0,15.0,120.0,0.33,99.67
REG-0016390,80.0,15.0,74.0,0.26,99.74
REG-0016391,30.0,15.0,55.0,0.11,99.89
REG-0016392,49.0,15.0,88.0,0.12,99.88
REG-0016393,86.0,15.0,120.0,0.29,99.71
REG-0016394,55.0,15.0,55.0,0.2,99.8
REG-0016395,75.0,15.0,76.0,0.19,99.81
REG-0016396,88.0,15.0,120.0,0.32,99.68
REG-0016397,88.0,15.0,65.0,0.31,99.69
REG-0016398,49.0,15.0,97.0,0.12,99.88
REG-0016399,108.0,15.0,120.0,0.35,99.65
REG-0016400,88.0,15.0,100.0,0.31,99.69
REG-0016401,78.0,15.0,120.0,0.24,99.76
REG-0016402,100.0,15.0,120.0,0.36,99.64
REG-0016403,70.0,15.0,120.0,0.23,99.77
REG-0016404,140.0,15.0,120.0,0.49,99.51
REG-0016405,70.0,15.0,100.0,0.23,99.77
REG-0016406,250.0,15.0,120.0,0.67,99.33
REG-0016407,300.0,15.0,120.0,1.12,98.88
REG-0016408,100.0,15.0,120.0,0.29,99.71
REG-0016409,250.0,15.0,120.0,0.85,99.15
REG-0016410,100.0,15.0,100.0,0.25,99.75
REG-0016411,110.0,15.0,120.0,0.33,99.67
REG-0016412,200.0,15.0,120.0,0.57,99.43
REG-0016413,250.0,15.0,120.0,0.85,99.15
REG-0016414,200.0,15.0,120.0,0.57,99.43
REG-0016415,80.0,15.0,120.0,0.28,99.72
REG-0016416,120.0,15.0,120.0,0.4,99.6
REG-0016417,80.0,15.0,120.0,0.28,99.72
REG-0016418,120.0,15.0,110.0,0.28,99.72
REG-0016419,160.0,15.0,120.0,0.46,99.54
REG-0016420,160.0,15.0,120.0,0.55,99.45
REG-0016421,120.0,15.0,120.0,0.36,99.64
REG-0016422,200.0,15.0,120.0,0.42,99.58
REG-0016423,160.0,15.0,120.0,0.43,99.57
REG-0016424,80.0,15.0,68.0,0.29,99.71
REG-0016425,120.0,15.0,120.0,0.29,99.71
REG-0016426,156.0,15.0,120.0,0.5,99.5
REG-0016427,100.0,15.0,100.0,0.26,99.74
REG-0016428,100.0,15.0,120.0,0.42,99.58
REG-0016429,200.0,15.0,120.0,0.53,99.47
REG-0016430,45.0,15.0,100.0,0.23,99.77
REG-0016431,70.0,15.0,100.0,0.34,99.66
REG-0016432,100.0,15.0,100.0,0.4,99.6
REG-0016433,88.0,15.0,100.0,0.2,99.8
REG-0016434,170.0,15.0,120.0,0.57,99.43
REG-0016435,140.0,15.0,100.0,0.57,99.43
REG-0016436,80.0,15.0,120.0,0.36,99.64
REG-0016437,100.0,15.0,100.0,0.27,99.73
REG-0016438,65.0,15.0,87.0,0.26,99.74
REG-0016439,34.0,15.0,59.0,0.12,99.88
REG-0016440,187.0,15.0,120.0,0.76,99.24
REG-0016441,124.0,15.0,97.0,0.48,99.52
REG-0016442,55.0,15.0,67.0,0.19,99.81
REG-0016443,87.0,15.0,45.0,0.29,99.71
REG-0016444,62.0,15.0,94.0,0.2,99.8
REG-0016445,102.0,15.0,120.0,0.33,99.67
REG-0016446,59.0,15.0,75.0,0.18,99.82
REG-0016447,84.0,15.0,94.0,0.26,99.74
REG-0016448,124.0,15.0,120.0,0.47,99.53
REG-0016449,59.0,15.0,72.0,0.22,99.78
REG-0016450,79.0,15.0,86.0,0.29,99.71
REG-0016451,50.0,15.0,60.0,0.13,99.87
REG-0016452,150.0,15.0,120.0,0.47,99.53
REG-0016453,230.0,15.0,120.0,0.58,99.43
REG-0016454,60.0,15.0,120.0,0.19,99.81
REG-0016455,240.0,15.0,120.0,0.65,99.35
REG-0016456,150.0,15.0,120.0,0.49,99.51
REG-0016457,150.0,15.0,120.0,0.51,99.49
REG-0016458,120.0,15.0,120.0,0.36,99.64
REG-0016459,65.0,15.0,120.0,0.21,99.79
REG-0016460,163.0,15.0,120.0,0.59,99.41
REG-0016461,83.0,15.0,120.0,0.26,99.74
REG-0016462,130.0,15.0,120.0,0.36,99.64
REG-0016463,150.0,15.0,120.0,0.36,99.64
REG-0016464,150.0,15.0,120.0,0.36,99.64
REG-0016465,100.0,15.0,120.0,0.31,99.69
REG-0016466,150.0,15.0,120.0,0.39,99.61
REG-0016467,160.0,15.0,120.0,0.46,99.54
REG-0016468,120.0,15.0,120.0,0.42,99.58
REG-0016469,220.0,15.0,120.0,0.75,99.25
REG-0016470,260.0,15.0,120.0,0.64,99.36
REG-0016471,187.0,15.0,120.0,0.67,99.33
REG-0016472,197.0,15.0,120.0,0.7,99.3
REG-0016473,224.0,15.0,120.0,0.72,99.28
REG-0016474,197.0,15.0,120.0,0.67,99.33
REG-0016475,247.0,15.0,120.0,0.79,99.21
REG-0016476,130.0,15.0,120.0,0.49,99.51
REG-0016477,128.0,15.0,120.0,0.47,99.53
REG-0016478,214.0,15.0,120.0,0.68,99.32
REG-0016479,148.0,15.0,120.0,0.55,99.45
REG-0016480,197.0,15.0,120.0,0.69,99.31
REG-0016481,136.0,15.0,120.0,0.42,99.58
REG-0016482,145.0,15.0,120.0,0.54,99.46
REG-0016483,255.0,15.0,120.0,0.9,99.1
REG-0016484,297.0,15.0,120.0,0.96,99.04
REG-0016485,127.0,15.0,120.0,0.49,99.51
REG-0016486,208.0,15.0,120.0,0.72,99.28
REG-0016487,255.0,15.0,120.0,0.81,99.19
REG-0016488,220.0,15.0,120.0,0.67,99.33
REG-0016489,250.0,15.0,120.0,0.56,99.44
REG-0016490,250.0,15.0,120.0,0.79,99.21
REG-0016491,150.0,15.0,120.0,0.48,99.52
REG-0016492,180.0,15.0,120.0,0.33,99.67
REG-0016493,150.0,15.0,120.0,0.53,99.47
REG-0016494,185.0,15.0,120.0,0.53,99.47
REG-0016495,260.0,15.0,120.0,0.76,99.24
REG-0016496,250.0,15.0,120.0,0.72,99.28
REG-0016497,286.0,15.0,120.0,0.73,99.27
REG-0016498,290.0,15.0,120.0,0.77,99.23
REG-0016499,250.0,15.0,120.0,0.91,99.09
REG-0016500,300.0,15.0,120.0,1.14,98.86
REG-0016501,372.0,15.0,120.0,1.39,98.61
REG-0016502,311.0,15.0,120.0,0.64,99.36
REG-0016503,687.0,15.0,120.0,2.48,97.52
REG-0016504,724.0,15.0,120.0,1.78,98.22
REG-0016505,500.0,15.0,120.0,1.35,98.65
REG-0016506,600.0,15.0,120.0,2.06,97.94
REG-0016507,145.0,15.0,120.0,0.5,99.5
REG-0016508,88.0,15.0,120.0,0.3,99.7
REG-0016509,125.0,15.0,120.0,0.48,99.52
REG-0016510,125.0,15.0,120.0,0.46,99.54
REG-0016511,190.0,15.0,120.0,0.6,99.4
REG-0016512,108.0,15.0,120.0,0.33,99.67
REG-0016513,84.0,15.0,120.0,0.32,99.69
REG-0016514,119.0,15.0,120.0,0.4,99.6
REG-0016515,127.0,15.0,120.0,0.44,99.56
REG-0016516,158.0,15.0,120.0,0.5,99.5
REG-0016517,70.0,15.0,120.0,0.19,99.81
REG-0016518,370.0,15.0,120.0,1.2,98.8
REG-0016519,110.0,15.0,120.0,0.31,99.69
REG-0016520,272.0,15.0,120.0,1.0,99.0
REG-0016521,200.0,15.0,120.0,0.58,99.42
REG-0016522,180.0,15.0,120.0,0.57,99.43
REG-0016523,200.0,15.0,120.0,0.65,99.35
REG-0016524,246.0,15.0,120.0,0.78,99.22
REG-0016525,295.0,15.0,120.0,0.93,99.07
REG-0016526,55.0,15.0,120.0,0.19,99.81
REG-0016527,120.0,15.0,120.0,0.46,99.54
REG-0016528,69.0,15.0,84.0,0.23,99.77
REG-0016529,155.0,15.0,120.0,0.52,99.48
REG-0016530,59.0,15.0,71.0,0.19,99.81
REG-0016531,158.0,15.0,120.0,0.56,99.44
REG-0016532,150.0,15.0,120.0,0.45,99.55
REG-0016533,58.0,15.0,120.0,0.22,99.78
REG-0016534,30.0,15.0,55.0,0.1,99.9
REG-0016535,90.0,15.0,65.0,0.32,99.68
REG-0016536,12.0,15.0,20.0,0.04,99.96
REG-0016537,38.0,15.0,40.0,0.11,99.89
REG-0016538,38.0,15.0,42.0,0.13,99.87
REG-0016539,204.0,15.0,100.0,0.6,99.4
REG-0016540,48.0,15.0,60.0,0.15,99.85
REG-0016541,20.0,15.0,35.0,0.07,99.93
REG-0016542,88.0,15.0,120.0,0.28,99.72
REG-0016543,100.0,15.0,120.0,0.28,99.72
REG-0016544,60.0,15.0,48.0,0.19,99.81
REG-0016545,120.0,15.0,120.0,0.34,99.66
REG-0016546,80.0,15.0,120.0,0.26,99.74
REG-0016547,150.0,15.0,120.0,0.61,99.39
REG-0016548,150.0,15.0,120.0,0.44,99.56
REG-0016549,55.0,15.0,120.0,0.17,99.83
REG-0016550,88.0,15.0,120.0,0.34,99.66
REG-0016551,69.0,15.0,120.0,0.22,99.78
REG-0016552,15.0,15.0,55.0,0.06,99.94
REG-0016553,29.0,15.0,120.0,0.12,99.88
REG-0016554,69.0,15.0,120.0,0.26,99.74
REG-0016555,97.0,15.0,120.0,0.36,99.64
REG-0016556,100.0,15.0,120.0,0.4,99.6
REG-0016557,125.0,15.0,120.0,0.44,99.56
REG-0016558,88.0,15.0,120.0,0.32,99.68
REG-0016559,114.0,15.0,120.0,0.43,99.57
REG-0016560,40.0,15.0,80.0,0.12,99.88
REG-0016561,100.0,15.0,90.0,0.33,99.67
REG-0016562,100.0,15.0,80.0,0.3,99.7
REG-0016563,88.0,15.0,105.0,0.29,99.71
REG-0016564,59.0,15.0,87.0,0.21,99.79
REG-0016565,91.0,15.0,97.0,0.33,99.67
REG-0016566,94.0,15.0,120.0,0.34,99.66
REG-0016567,102.0,15.0,93.0,0.38,99.62
REG-0016568,52.0,15.0,40.0,0.16,99.84
REG-0016569,85.0,15.0,39.0,0.29,99.71
REG-0016570,135.0,15.0,65.0,0.45,99.55
REG-0016571,55.0,15.0,36.0,0.19,99.81
REG-0016572,120.0,15.0,75.0,0.41,99.59
REG-0016573,75.0,15.0,60.0,0.26,99.74
REG-0016574,125.0,15.0,100.0,0.42,99.58
REG-0016575,105.0,15.0,90.0,0.36,99.64
REG-0016576,120.0,15.0,100.0,0.4,99.6
REG-0016577,80.0,15.0,120.0,0.28,99.72
REG-0016578,160.0,15.0,120.0,0.51,99.49
REG-0016579,120.0,15.0,120.0,0.44,99.56
REG-0016580,165.0,15.0,120.0,0.6,99.4
REG-0016581,150.0,15.0,10.0,0.42,99.58
REG-0016582,120.0,15.0,120.0,0.41,99.59
REG-0016583,160.0,15.0,120.0,0.45,99.55
REG-0016584,150.0,15.0,120.0,0.5,99.5
REG-0016585,150.0,15.0,120.0,0.42,99.58
REG-0016586,55.0,15.0,88.0,0.2,99.8
REG-0016587,124.0,15.0,120.0,0.5,99.5
REG-0016588,95.0,15.0,120.0,0.33,99.67
REG-0016589,187.0,15.0,120.0,0.73,99.27
REG-0016590,87.0,15.0,98.0,0.31,99.69
REG-0016591,160.0,15.0,120.0,0.59,99.41
REG-0016592,80.0,15.0,80.0,0.23,99.77
REG-0016593,180.0,15.0,120.0,0.46,99.54
REG-0016594,72.0,15.0,120.0,0.17,99.83
REG-0016595,210.0,15.0,120.0,0.63,99.37
REG-0016596,120.0,15.0,120.0,0.37,99.63
REG-0016597,180.0,15.0,120.0,0.5,99.5
REG-0016598,80.0,15.0,120.0,0.24,99.76
REG-0016599,210.0,15.0,120.0,0.57,99.43
REG-0016600,45.0,15.0,120.0,0.14,99.86
REG-0016601,355.0,15.0,120.0,1.1,98.9
REG-0016602,110.0,15.0,120.0,0.43,99.57
REG-0016603,68.0,15.0,97.0,0.29,99.71
REG-0016604,562.0,15.0,120.0,1.93,98.07
REG-0016605,155.0,15.0,120.0,0.62,99.38
REG-0016606,702.0,15.0,120.0,2.71,97.29
REG-0016607,140.0,15.0,120.0,0.5,99.5
REG-0016608,387.0,15.0,120.0,1.43,98.57
REG-0016609,100.0,15.0,120.0,0.37,99.63
REG-0016610,486.0,15.0,120.0,1.64,98.36
REG-0016611,165.0,15.0,100.0,0.47,99.53
REG-0016612,210.0,15.0,120.0,0.62,99.38
REG-0016613,350.0,15.0,120.0,1.19,98.81
REG-0016614,270.0,15.0,120.0,0.82,99.18
REG-0016615,850.0,15.0,120.0,2.66,97.34
REG-0016616,496.0,15.0,120.0,1.63,98.37
REG-0016617,350.0,15.0,120.0,1.09,98.91
REG-0016618,380.0,15.0,120.0,1.25,98.75
REG-0016619,950.0,15.0,120.0,2.9,97.1
REG-0016620,380.0,15.0,120.0,1.06,98.94
REG-0016621,569.0,15.0,120.0,1.9,98.1
REG-0016622,70.0,15.0,120.0,0.25,99.75
REG-0016623,250.0,15.0,120.0,0.85,99.15
REG-0016624,195.0,15.0,120.0,0.6,99.4
REG-0016625,146.0,15.0,120.0,0.5,99.5
REG-0016626,573.0,15.0,120.0,1.69,98.31
REG-0016627,326.0,15.0,120.0,1.18,98.82
REG-0016628,804.0,15.0,120.0,2.64,97.36
REG-0016629,420.0,15.0,120.0,1.45,98.55
REG-0016630,796.0,15.0,120.0,2.48,97.52
REG-0016631,498.0,15.0,120.0,1.69,98.31
REG-0016632,824.0,15.0,120.0,2.82,97.18
REG-0016633,410.0,15.0,120.0,1.41,98.59
REG-0016634,658.0,15.0,120.0,2.04,97.96
REG-0016635,340.0,15.0,120.0,1.13,98.87
REG-0016636,390.0,15.0,120.0,0.98,99.02
REG-0016637,220.0,15.0,120.0,0.68,99.32
REG-0016638,390.0,15.0,120.0,1.04,98.96
REG-0016639,480.0,15.0,120.0,1.3,98.7
REG-0016640,400.0,15.0,120.0,1.12,98.88
REG-0016641,280.0,15.0,120.0,0.67,99.33
REG-0016642,398.0,15.0,120.0,1.01,98.99
REG-0016643,450.0,15.0,120.0,1.06,98.94
REG-0016644,396.0,15.0,120.0,0.94,99.06
REG-0016645,484.0,15.0,120.0,1.13,98.87
REG-0016646,1200.0,15.0,120.0,3.23,96.77
REG-0016647,740.0,15.0,120.0,1.93,98.07
REG-0016648,745.0,15.0,120.0,2.1,97.9
REG-0016649,550.0,15.0,120.0,1.52,98.48
REG-0016650,1040.0,15.0,120.0,3.23,96.77
REG-0016651,730.0,15.0,120.0,2.19,97.81
REG-0016652,800.0,15.0,120.0,2.81,97.19
REG-0016653,860.0,15.0,120.0,2.91,97.09
REG-0016654,568.0,15.0,120.0,1.6,98.4
REG-0016655,761.0,15.0,120.0,2.27,97.73
REG-0016656,180.0,15.0,120.0,0.38,99.63
REG-0016657,500.0,15.0,120.0,1.85,98.15
REG-0016658,320.0,15.0,120.0,0.59,99.41
