IdRegistro,NroParticulas,Peso,TiempoHundimiento,PctFlotabilidad,PctHundimiento
REG-0013754,60.0,15.0,120.0,0.12,99.88
REG-0013755,40.0,15.0,120.0,0.15,99.85
REG-0013756,140.0,15.0,98.0,0.37,99.63
REG-0013757,180.0,15.0,120.0,0.65,99.35
REG-0013758,50.0,15.0,72.0,0.16,99.84
REG-0013759,20.0,15.0,54.0,0.08,99.92
REG-0013760,64.0,15.0,120.0,0.24,99.76
REG-0013761,80.0,15.0,99.0,0.2,99.8
REG-0013762,94.0,15.0,110.0,0.34,99.66
REG-0013763,200.0,15.0,95.0,0.42,99.58
REG-0013764,65.0,15.0,60.0,0.23,99.77
REG-0013765,70.0,15.0,80.0,0.23,99.77
REG-0013766,190.0,15.0,90.0,0.38,99.62
REG-0013767,150.0,15.0,100.0,0.5,99.5
REG-0013768,230.0,15.0,120.0,0.41,99.59
REG-0013769,140.0,15.0,110.0,0.44,99.56
REG-0013770,65.0,15.0,60.0,0.13,99.87
REG-0013771,85.0,15.0,80.0,0.28,99.72
REG-0013772,25.0,15.0,44.0,0.06,99.94
REG-0013773,54.0,15.0,55.0,0.12,99.88
REG-0013774,75.0,15.0,120.0,0.25,99.75
REG-0013775,185.0,15.0,120.0,0.59,99.41
REG-0013776,24.0,15.0,31.0,0.06,99.94
REG-0013777,40.0,15.0,68.0,0.1,99.9
REG-0013778,50.0,15.0,96.0,0.19,99.81
REG-0013779,50.0,15.0,88.0,0.17,99.83
REG-0013780,40.0,15.0,72.0,0.15,99.85
REG-0013781,30.0,15.0,54.0,0.08,99.92
REG-0013782,200.0,15.0,120.0,0.63,99.37
REG-0013783,60.0,15.0,94.0,0.23,99.77
REG-0013784,80.0,15.0,78.0,0.19,99.81
REG-0013785,120.0,15.0,120.0,0.42,99.58
REG-0013786,300.0,15.0,120.0,1.0,99.0
REG-0013787,260.0,15.0,120.0,0.87,99.13
REG-0013788,300.0,15.0,120.0,0.6,99.4
REG-0013789,320.0,15.0,120.0,0.64,99.36
REG-0013790,370.0,15.0,120.0,1.27,98.73
REG-0013791,240.0,15.0,120.0,0.83,99.17
REG-0013792,130.0,15.0,120.0,0.25,99.75
REG-0013793,130.0,15.0,120.0,0.26,99.74
REG-0013794,88.0,15.0,105.0,0.17,99.83
REG-0013795,55.0,15.0,103.0,0.14,99.86
REG-0013796,125.0,15.0,120.0,0.28,99.72
REG-0013797,55.0,15.0,91.0,0.23,99.77
REG-0013798,35.0,15.0,60.0,0.12,99.88
REG-0013799,125.0,15.0,98.0,0.3,99.7
REG-0013800,180.0,15.0,94.0,0.47,99.53
REG-0013801,140.0,15.0,72.0,0.53,99.48
REG-0013802,20.0,15.0,84.0,0.04,99.96
REG-0013803,150.0,15.0,120.0,0.53,99.47
REG-0013804,120.0,15.0,98.0,0.28,99.72
REG-0013805,120.0,15.0,120.0,0.4,99.6
REG-0013806,80.0,15.0,120.0,0.29,99.71
REG-0013807,200.0,15.0,120.0,0.44,99.56
REG-0013808,130.0,15.0,120.0,0.32,99.68
REG-0013809,220.0,15.0,120.0,0.77,99.23
REG-0013810,120.0,15.0,90.0,0.31,99.69
REG-0013811,300.0,15.0,120.0,1.17,98.83
REG-0013812,150.0,15.0,90.0,0.3,99.7
REG-0013813,270.0,15.0,120.0,0.9,99.1
REG-0013814,135.0,15.0,120.0,0.29,99.72
REG-0013815,320.0,15.0,120.0,1.03,98.97
REG-0013816,125.0,15.0,120.0,0.26,99.74
REG-0013817,122.0,15.0,102.0,0.27,99.73
REG-0013818,143.0,15.0,88.0,0.32,99.68
REG-0013819,78.0,15.0,120.0,0.26,99.74
REG-0013820,95.0,15.0,120.0,0.32,99.68
REG-0013821,129.0,15.0,120.0,0.28,99.72
REG-0013822,75.0,15.0,90.0,0.25,99.75
REG-0013823,80.0,15.0,82.0,0.42,99.58
REG-0013824,70.0,15.0,120.0,0.24,99.76
REG-0013825,60.0,15.0,78.0,0.22,99.78
REG-0013826,25.0,15.0,88.0,0.09,99.91
REG-0013827,50.0,15.0,60.0,0.13,99.87
REG-0013828,60.0,15.0,115.0,0.18,99.82
REG-0013829,20.0,15.0,120.0,0.06,99.94
REG-0013830,30.0,15.0,120.0,0.09,99.91
REG-0013831,50.0,15.0,95.0,0.13,99.87
REG-0013832,45.0,15.0,85.0,0.16,99.84
REG-0013833,75.0,15.0,50.0,0.21,99.79
REG-0013834,50.0,15.0,70.0,0.18,99.82
REG-0013835,75.0,15.0,70.0,0.22,99.78
REG-0013836,60.0,15.0,65.0,0.22,99.78
REG-0013837,110.0,15.0,80.0,0.32,99.68
REG-0013838,2.0,15.0,14.0,0.01,99.99
REG-0013839,22.0,15.0,35.0,0.06,99.94
REG-0013840,95.0,15.0,60.0,0.21,99.79
REG-0013841,15.0,15.0,35.0,0.04,99.96
REG-0013842,100.0,15.0,70.0,0.27,99.73
REG-0013843,30.0,15.0,40.0,0.08,99.92
REG-0013844,120.0,15.0,60.0,0.32,99.68
REG-0013845,10.0,15.0,22.0,0.03,99.97
REG-0013846,140.0,15.0,120.0,0.37,99.63
REG-0013847,120.0,15.0,84.0,0.31,99.69
REG-0013848,132.0,15.0,103.0,0.33,99.67
REG-0013849,135.0,15.0,120.0,0.38,99.62
REG-0013850,187.0,15.0,120.0,0.46,99.54
REG-0013851,175.0,15.0,120.0,0.48,99.52
REG-0013852,33.0,15.0,98.0,0.1,99.9
REG-0013853,26.0,15.0,49.0,0.08,99.92
REG-0013854,32.0,15.0,62.0,0.09,99.91
REG-0013855,24.0,15.0,59.0,0.07,99.93
REG-0013856,32.0,15.0,29.0,0.1,99.9
REG-0013857,29.0,15.0,66.0,0.09,99.91
REG-0013858,142.0,15.0,120.0,0.36,99.64
REG-0013859,45.0,15.0,55.0,0.13,99.87
REG-0013860,3.0,15.0,15.0,0.01,99.99
REG-0013861,180.0,15.0,90.0,0.36,99.64
REG-0013862,54.0,15.0,118.0,0.16,99.84
REG-0013863,150.0,15.0,120.0,0.36,99.64
REG-0013864,180.0,15.0,120.0,0.43,99.57
REG-0013865,120.0,15.0,120.0,0.36,99.64
REG-0013866,162.0,15.0,120.0,0.49,99.51
REG-0013867,80.0,15.0,105.0,0.24,99.76
REG-0013868,200.0,15.0,120.0,0.57,99.43
REG-0013869,170.0,15.0,120.0,0.49,99.51
REG-0013870,177.0,15.0,120.0,0.53,99.47
REG-0013871,25.0,15.0,36.0,0.07,99.93
REG-0013872,36.0,15.0,78.0,0.11,99.89
REG-0013873,28.0,15.0,59.0,0.09,99.91
REG-0013874,152.0,15.0,120.0,0.46,99.54
REG-0013875,34.0,15.0,55.0,0.1,99.9
REG-0013876,50.0,15.0,45.0,0.16,99.84
REG-0013877,15.0,15.0,106.0,0.06,99.94
REG-0013878,150.0,15.0,98.0,0.39,99.61
REG-0013879,50.0,15.0,98.0,0.13,99.87
REG-0013880,24.0,15.0,58.0,0.09,99.91
REG-0013881,85.0,15.0,120.0,0.26,99.74
REG-0013882,10.0,15.0,74.0,0.04,99.96
REG-0013883,45.0,15.0,120.0,0.12,99.88
REG-0013884,58.0,15.0,120.0,0.21,99.79
REG-0013885,58.0,15.0,59.0,0.17,99.83
REG-0013886,40.0,15.0,72.0,0.14,99.86
REG-0013887,55.0,15.0,120.0,0.21,99.79
REG-0013888,55.0,15.0,120.0,0.2,99.8
REG-0013889,100.0,15.0,120.0,0.25,99.75
REG-0013890,120.0,15.0,120.0,0.33,99.67
REG-0013891,36.0,15.0,88.0,0.14,99.86
REG-0013892,30.0,15.0,69.0,0.11,99.89
REG-0013893,69.0,15.0,120.0,0.26,99.74
REG-0013894,88.0,15.0,120.0,0.3,99.7
REG-0013895,98.0,15.0,120.0,0.28,99.72
REG-0013896,26.0,15.0,120.0,0.1,99.9
REG-0013897,50.0,15.0,120.0,0.1,99.9
REG-0013898,80.0,15.0,120.0,0.29,99.71
REG-0013899,45.0,15.0,96.0,0.12,99.88
REG-0013900,120.0,15.0,120.0,0.43,99.57
REG-0013901,50.0,15.0,120.0,0.13,99.87
REG-0013902,80.0,15.0,120.0,0.26,99.74
REG-0013903,48.0,15.0,90.0,0.14,99.86
REG-0013904,72.0,15.0,120.0,0.31,99.69
REG-0013905,50.0,15.0,98.0,0.12,99.88
REG-0013906,95.0,15.0,120.0,0.31,99.69
REG-0013907,10.0,15.0,20.0,0.03,99.97
REG-0013908,9.0,15.0,25.0,0.03,99.97
REG-0013909,11.0,15.0,26.0,0.03,99.97
REG-0013910,8.0,15.0,22.0,0.03,99.97
REG-0013911,25.0,15.0,40.0,0.08,99.93
REG-0013912,45.0,15.0,60.0,0.16,99.84
REG-0013913,15.0,15.0,40.0,0.05,99.95
REG-0013914,60.0,15.0,80.0,0.2,99.8
REG-0013915,15.0,15.0,50.0,0.05,99.95
REG-0013916,30.0,15.0,55.0,0.1,99.9
REG-0013917,26.0,15.0,92.0,0.08,99.92
REG-0013918,21.0,15.0,88.0,0.06,99.94
REG-0013919,36.0,15.0,120.0,0.13,99.87
REG-0013920,45.0,15.0,120.0,0.15,99.85
REG-0013921,55.0,15.0,120.0,0.2,99.8
REG-0013922,62.0,15.0,120.0,0.22,99.78
REG-0013923,55.0,15.0,67.0,0.17,99.83
REG-0013924,80.0,15.0,120.0,0.28,99.72
REG-0013925,120.0,15.0,84.0,0.32,99.68
REG-0013926,54.0,15.0,120.0,0.2,99.8
REG-0013927,110.0,15.0,120.0,0.25,99.75
REG-0013928,32.0,15.0,72.0,0.09,99.91
REG-0013929,60.0,15.0,120.0,0.17,99.83
REG-0013930,56.0,15.0,54.0,0.2,99.8
REG-0013931,100.0,15.0,98.0,0.33,99.67
REG-0013932,40.0,15.0,35.0,0.13,99.87
REG-0013933,82.0,15.0,120.0,0.17,99.83
REG-0013934,45.0,15.0,48.0,0.16,99.84
REG-0013935,210.0,15.0,100.0,0.51,99.49
REG-0013936,75.0,15.0,80.0,0.24,99.76
REG-0013937,30.0,15.0,45.0,0.08,99.92
REG-0013938,25.0,15.0,40.0,0.08,99.92
REG-0013939,60.0,15.0,60.0,0.16,99.84
REG-0013940,25.0,15.0,40.0,0.08,99.92
REG-0013941,80.0,15.0,80.0,0.25,99.75
REG-0013942,135.0,15.0,100.0,0.44,99.57
REG-0013943,70.0,15.0,70.0,0.21,99.79
REG-0013944,45.0,15.0,60.0,0.15,99.86
REG-0013945,59.0,15.0,95.0,0.18,99.82
REG-0013946,25.0,15.0,88.0,0.08,99.92
REG-0013947,36.0,15.0,60.0,0.13,99.87
REG-0013948,20.0,15.0,88.0,0.07,99.93
REG-0013949,31.0,15.0,120.0,0.11,99.89
REG-0013950,90.0,15.0,120.0,0.32,99.68
REG-0013951,50.0,15.0,90.0,0.15,99.85
REG-0013952,66.0,15.0,120.0,0.23,99.77
REG-0013953,120.0,15.0,120.0,0.32,99.68
REG-0013954,20.0,15.0,55.0,0.06,99.94
REG-0013955,25.0,15.0,68.0,0.06,99.94
REG-0013956,45.0,15.0,96.0,0.12,99.88
REG-0013957,140.0,15.0,120.0,0.48,99.52
REG-0013958,146.0,15.0,120.0,0.62,99.38
REG-0013959,110.0,15.0,120.0,0.36,99.64
REG-0013960,60.0,15.0,72.0,0.16,99.84
REG-0013961,130.0,15.0,120.0,0.47,99.53
REG-0013962,45.0,15.0,48.0,0.12,99.88
REG-0013963,80.0,15.0,72.0,0.32,99.68
REG-0013964,45.0,15.0,78.0,0.12,99.88
REG-0013965,58.0,15.0,69.0,0.25,99.75
REG-0013966,84.0,15.0,98.0,0.23,99.77
REG-0013967,42.0,15.0,54.0,0.12,99.88
REG-0013968,48.0,15.0,98.0,0.14,99.86
REG-0013969,64.0,15.0,110.0,0.21,99.79
REG-0013970,45.0,15.0,58.0,0.13,99.87
REG-0013971,68.0,15.0,62.0,0.24,99.76
REG-0013972,15.0,15.0,55.0,0.05,99.95
REG-0013973,25.0,15.0,88.0,0.08,99.92
REG-0013974,55.0,15.0,80.0,0.16,99.84
REG-0013975,61.0,15.0,97.0,0.2,99.8
REG-0013976,8.0,15.0,41.0,0.03,99.97
REG-0013977,31.0,15.0,120.0,0.11,99.89
REG-0013978,31.0,15.0,120.0,0.11,99.89
REG-0013979,55.0,15.0,120.0,0.21,99.79
REG-0013980,36.0,15.0,69.0,0.1,99.9
REG-0013981,55.0,15.0,120.0,0.2,99.8
REG-0013982,33.0,15.0,69.0,0.1,99.9
REG-0013983,25.0,15.0,46.0,0.08,99.92
REG-0013984,80.0,15.0,60.0,0.27,99.73
REG-0013985,130.0,15.0,80.0,0.39,99.61
REG-0013986,75.0,15.0,60.0,0.21,99.79
REG-0013987,90.0,15.0,120.0,0.4,99.6
REG-0013988,100.0,15.0,120.0,0.39,99.61
REG-0013989,200.0,15.0,120.0,0.73,99.27
REG-0013990,80.0,15.0,100.0,0.29,99.71
REG-0013991,55.0,15.0,60.0,0.16,99.84
REG-0013992,115.0,15.0,100.0,0.4,99.6
REG-0013993,20.0,15.0,40.0,0.07,99.93
REG-0013994,45.0,15.0,55.0,0.16,99.84
REG-0013995,55.0,15.0,40.0,0.15,99.85
REG-0013996,85.0,15.0,60.0,0.31,99.69
REG-0013997,120.0,15.0,80.0,0.32,99.68
REG-0013998,100.0,15.0,100.0,0.36,99.64
REG-0013999,85.0,15.0,45.0,0.26,99.75
REG-0014000,115.0,15.0,70.0,0.41,99.59
REG-0014001,110.0,15.0,120.0,0.36,99.64
REG-0014002,30.0,15.0,65.0,0.08,99.92
REG-0014003,120.0,15.0,88.0,0.34,99.66
REG-0014004,45.0,15.0,90.0,0.13,99.87
REG-0014005,106.0,15.0,120.0,0.4,99.6
REG-0014006,115.0,15.0,120.0,0.44,99.56
REG-0014007,95.0,15.0,120.0,0.35,99.65
REG-0014008,65.0,15.0,120.0,0.26,99.74
REG-0014009,120.0,15.0,120.0,0.44,99.56
REG-0014010,90.0,15.0,120.0,0.33,99.67
REG-0014011,98.0,15.0,120.0,0.33,99.67
REG-0014012,123.0,15.0,100.0,0.36,99.64
REG-0014013,115.0,15.0,120.0,0.41,99.59
REG-0014014,12.0,15.0,25.0,0.03,99.97
REG-0014015,30.0,15.0,40.0,0.11,99.89
REG-0014016,50.0,15.0,45.0,0.14,99.86
REG-0014017,58.0,15.0,60.0,0.21,99.79
REG-0014018,15.0,15.0,35.0,0.04,99.96
REG-0014019,70.0,15.0,50.0,0.23,99.77
REG-0014020,55.0,15.0,50.0,0.13,99.87
REG-0014021,75.0,15.0,80.0,0.29,99.71
REG-0014022,55.0,15.0,40.0,0.13,99.87
REG-0014023,40.0,15.0,45.0,0.14,99.86
REG-0014024,30.0,15.0,35.0,0.09,99.91
REG-0014025,30.0,15.0,45.0,0.1,99.9
REG-0014026,40.0,15.0,35.0,0.12,99.88
REG-0014027,40.0,15.0,40.0,0.13,99.87
REG-0014028,120.0,15.0,120.0,0.34,99.66
REG-0014029,120.0,15.0,106.0,0.37,99.63
REG-0014030,35.0,15.0,88.0,0.11,99.89
REG-0014031,105.0,15.0,100.0,0.25,99.75
REG-0014032,80.0,15.0,120.0,0.29,99.71
REG-0014033,100.0,15.0,120.0,0.36,99.64
REG-0014034,149.0,15.0,120.0,0.61,99.39
REG-0014035,110.0,15.0,120.0,0.39,99.61
REG-0014036,125.0,15.0,120.0,0.44,99.56
REG-0014037,85.0,15.0,120.0,0.25,99.75
REG-0014038,102.0,15.0,120.0,0.37,99.63
REG-0014039,135.0,15.0,100.0,0.36,99.64
REG-0014040,38.0,15.0,120.0,0.14,99.86
REG-0014041,100.0,15.0,100.0,0.31,99.69
REG-0014042,55.0,15.0,120.0,0.2,99.8
REG-0014043,75.0,15.0,100.0,0.23,99.78
REG-0014044,65.0,15.0,120.0,0.22,99.78
REG-0014045,35.0,15.0,100.0,0.11,99.89
REG-0014046,50.0,15.0,120.0,0.17,99.83
REG-0014047,70.0,15.0,100.0,0.2,99.8
REG-0014048,65.0,15.0,120.0,0.22,99.78
REG-0014049,35.0,15.0,100.0,0.09,99.91
REG-0014050,45.0,15.0,120.0,0.15,99.85
REG-0014051,80.0,15.0,100.0,0.22,99.78
REG-0014052,90.0,15.0,120.0,0.31,99.69
REG-0014053,90.0,15.0,100.0,0.22,99.78
REG-0014054,110.0,15.0,120.0,0.43,99.57
REG-0014055,60.0,15.0,94.0,0.15,99.85
REG-0014056,78.0,15.0,88.0,0.22,99.78
REG-0014057,54.0,15.0,34.0,0.13,99.87
REG-0014058,60.0,15.0,48.0,0.22,99.78
REG-0014059,50.0,15.0,46.0,0.2,99.8
REG-0014060,80.0,15.0,89.0,0.23,99.77
REG-0014061,54.0,15.0,84.0,0.21,99.79
REG-0014062,76.0,15.0,120.0,0.21,99.79
REG-0014063,66.0,15.0,72.0,0.18,99.82
REG-0014064,84.0,15.0,92.0,0.3,99.7
REG-0014065,94.0,15.0,120.0,0.31,99.69
REG-0014066,72.0,15.0,54.0,0.2,99.8
REG-0014067,110.0,15.0,120.0,0.4,99.6
REG-0014068,60.0,15.0,60.0,0.17,99.83
REG-0014069,50.0,15.0,60.0,0.16,99.84
REG-0014070,100.0,15.0,70.0,0.37,99.63
REG-0014071,60.0,15.0,35.0,0.16,99.84
REG-0014072,95.0,15.0,45.0,0.32,99.68
REG-0014073,20.0,15.0,35.0,0.06,99.94
REG-0014074,90.0,15.0,60.0,0.31,99.69
REG-0014075,25.0,15.0,25.0,0.06,99.94
REG-0014076,45.0,15.0,40.0,0.13,99.88
REG-0014077,55.0,15.0,60.0,0.2,99.8
REG-0014078,10.0,15.0,55.0,0.03,99.97
REG-0014079,15.0,15.0,61.0,0.04,99.96
REG-0014080,16.0,15.0,55.0,0.05,99.95
REG-0014081,25.0,15.0,42.0,0.08,99.92
REG-0014082,15.0,15.0,26.0,0.05,99.95
REG-0014083,22.0,15.0,120.0,0.06,99.94
REG-0014084,20.0,15.0,120.0,0.08,99.92
REG-0014085,25.0,15.0,120.0,0.09,99.91
REG-0014086,15.0,15.0,59.0,0.05,99.95
REG-0014087,20.0,15.0,120.0,0.07,99.93
REG-0014088,25.0,15.0,20.0,0.08,99.92
REG-0014089,30.0,15.0,120.0,0.11,99.89
REG-0014090,105.0,15.0,40.0,0.28,99.72
REG-0014091,20.0,15.0,50.0,0.07,99.93
REG-0014092,15.0,15.0,35.0,0.04,99.96
REG-0014093,20.0,15.0,40.0,0.06,99.94
REG-0014094,20.0,15.0,45.0,0.07,99.93
REG-0014095,25.0,15.0,40.0,0.09,99.91
REG-0014096,20.0,15.0,35.0,0.07,99.93
REG-0014097,30.0,15.0,40.0,0.07,99.93
REG-0014098,5.0,15.0,30.0,0.02,99.98
REG-0014099,15.0,15.0,25.0,0.04,99.96
REG-0014100,68.0,15.0,45.0,0.23,99.77
REG-0014101,40.0,15.0,45.0,0.11,99.89
REG-0014102,30.0,15.0,40.0,0.1,99.9
REG-0014103,10.0,15.0,80.0,0.02,99.98
REG-0014104,15.0,15.0,27.0,0.05,99.95
REG-0014105,10.0,15.0,20.0,0.02,99.98
REG-0014106,10.0,15.0,25.0,0.03,99.97
REG-0014107,15.0,15.0,34.0,0.04,99.96
REG-0014108,25.0,15.0,45.0,0.08,99.92
REG-0014109,68.0,15.0,96.0,0.18,99.82
REG-0014110,72.0,15.0,120.0,0.24,99.76
REG-0014111,35.0,15.0,54.0,0.11,99.89
REG-0014112,60.0,15.0,120.0,0.21,99.79
REG-0014113,15.0,15.0,41.0,0.04,99.96
REG-0014114,0.0,15.0,9.0,0.0,100.0
REG-0014115,20.0,15.0,80.0,0.06,99.94
REG-0014116,30.0,15.0,61.0,0.09,99.91
REG-0014117,160.0,15.0,120.0,0.64,99.36
REG-0014118,15.0,15.0,109.0,0.05,99.95
REG-0014119,30.0,15.0,120.0,0.1,99.9
REG-0014120,26.0,15.0,67.0,0.08,99.92
REG-0014121,86.0,15.0,120.0,0.33,99.67
REG-0014122,20.0,15.0,68.0,0.05,99.95
REG-0014123,55.0,15.0,120.0,0.17,99.83
REG-0014124,20.0,15.0,55.0,0.06,99.94
REG-0014125,40.0,15.0,120.0,0.12,99.88
REG-0014126,28.0,15.0,88.0,0.09,99.91
REG-0014127,78.0,15.0,120.0,0.29,99.71
REG-0014128,20.0,15.0,68.0,0.06,99.94
REG-0014129,40.0,15.0,120.0,0.13,99.87
REG-0014130,25.0,15.0,60.0,0.07,99.93
REG-0014131,80.0,15.0,120.0,0.3,99.7
REG-0014132,15.0,15.0,54.0,0.04,99.96
REG-0014133,74.0,15.0,120.0,0.29,99.71
REG-0014134,30.0,15.0,46.0,0.1,99.9
REG-0014135,45.0,15.0,120.0,0.16,99.84
REG-0014136,120.0,15.0,120.0,0.4,99.6
REG-0014137,200.0,15.0,110.0,0.55,99.45
REG-0014138,80.0,15.0,58.0,0.27,99.73
REG-0014139,160.0,15.0,120.0,0.63,99.37
REG-0014140,20.0,15.0,44.0,0.05,99.95
REG-0014141,120.0,15.0,94.0,0.44,99.56
REG-0014142,54.0,15.0,68.0,0.18,99.82
REG-0014143,30.0,15.0,48.0,0.09,99.91
REG-0014144,20.0,15.0,34.0,0.09,99.91
REG-0014145,12.0,15.0,80.0,0.04,99.96
REG-0014146,40.0,15.0,120.0,0.16,99.84
REG-0014147,42.0,15.0,120.0,0.14,99.86
REG-0014148,18.0,15.0,70.0,0.05,99.95
REG-0014149,100.0,15.0,120.0,0.36,99.64
REG-0014150,40.0,15.0,68.0,0.13,99.87
REG-0014151,150.0,15.0,120.0,0.35,99.65
REG-0014152,100.0,15.0,120.0,0.34,99.66
REG-0014153,165.0,15.0,120.0,0.66,99.34
REG-0014154,80.0,15.0,120.0,0.25,99.75
REG-0014155,88.0,15.0,120.0,0.32,99.68
REG-0014156,78.0,15.0,120.0,0.28,99.72
REG-0014157,111.0,15.0,58.0,0.37,99.63
REG-0014158,25.0,15.0,30.0,0.06,99.94
REG-0014159,48.0,15.0,54.0,0.17,99.83
REG-0014160,20.0,15.0,62.0,0.05,99.95
REG-0014161,120.0,15.0,120.0,0.43,99.57
REG-0014162,54.0,15.0,120.0,0.15,99.85
REG-0014163,56.0,15.0,84.0,0.16,99.84
REG-0014164,200.0,15.0,120.0,0.5,99.5
REG-0014165,180.0,15.0,180.0,0.49,99.51
REG-0014166,150.0,15.0,150.0,0.42,99.58
REG-0014167,35.0,15.0,20.0,0.19,99.81
REG-0014168,110.0,15.0,40.0,0.35,99.65
REG-0014169,45.0,15.0,30.0,0.13,99.87
REG-0014170,55.0,15.0,30.0,0.15,99.85
REG-0014171,53.0,15.0,35.0,0.18,99.82
REG-0014172,50.0,15.0,45.0,0.16,99.84
REG-0014173,15.0,15.0,45.0,0.05,99.95
REG-0014174,35.0,15.0,45.0,0.11,99.89
REG-0014175,50.0,15.0,45.0,0.16,99.84
REG-0014176,73.0,15.0,68.0,0.24,99.76
REG-0014177,200.0,15.0,70.0,0.58,99.42
REG-0014178,110.0,15.0,120.0,0.32,99.68
REG-0014179,80.0,15.0,120.0,0.25,99.75
REG-0014180,160.0,15.0,120.0,0.51,99.49
REG-0014181,48.0,15.0,78.0,0.19,99.81
REG-0014182,95.0,15.0,120.0,0.31,99.69
REG-0014183,170.0,15.0,60.0,0.57,99.43
REG-0014184,110.0,15.0,55.0,0.35,99.65
REG-0014185,130.0,15.0,60.0,0.42,99.58
REG-0014186,35.0,15.0,30.0,0.12,99.88
REG-0014187,200.0,15.0,60.0,0.38,99.62
REG-0014188,135.0,15.0,65.0,0.42,99.58
REG-0014189,47.0,15.0,38.0,0.15,99.85
REG-0014190,80.0,15.0,65.0,0.26,99.74
REG-0014191,70.0,15.0,80.0,0.24,99.76
REG-0014192,55.0,15.0,75.0,0.2,99.8
REG-0014193,180.0,15.0,120.0,0.7,99.3
REG-0014194,150.0,15.0,120.0,0.5,99.5
REG-0014195,25.0,15.0,80.0,0.09,99.91
REG-0014196,60.0,15.0,120.0,0.18,99.82
REG-0014197,88.0,15.0,120.0,0.29,99.71
REG-0014198,200.0,15.0,60.0,0.38,99.62
REG-0014199,25.0,15.0,80.0,0.09,99.91
REG-0014200,32.0,15.0,54.0,0.08,99.92
REG-0014201,25.0,15.0,72.0,0.09,99.91
REG-0014202,30.0,15.0,44.0,0.11,99.89
REG-0014203,100.0,15.0,84.0,0.25,99.75
REG-0014204,25.0,15.0,36.0,0.09,99.91
REG-0014205,50.0,15.0,54.0,0.16,99.84
REG-0014206,45.0,15.0,32.0,0.16,99.84
REG-0014207,120.0,15.0,120.0,0.4,99.6
REG-0014208,150.0,15.0,120.0,0.52,99.48
REG-0014209,120.0,15.0,120.0,0.41,99.59
REG-0014210,120.0,15.0,120.0,0.48,99.52
REG-0014211,100.0,15.0,120.0,0.33,99.67
REG-0014212,120.0,15.0,120.0,0.43,99.57
REG-0014213,48.0,15.0,120.0,0.2,99.8
REG-0014214,55.0,15.0,120.0,0.18,99.82
REG-0014215,55.0,15.0,120.0,0.19,99.81
REG-0014216,88.0,15.0,120.0,0.35,99.65
REG-0014217,35.0,15.0,78.0,0.11,99.89
REG-0014218,180.0,15.0,120.0,0.53,99.47
REG-0014219,40.0,15.0,120.0,0.13,99.87
REG-0014220,70.0,15.0,80.0,0.23,99.77
REG-0014221,77.0,15.0,94.0,0.22,99.78
REG-0014222,94.0,15.0,100.0,0.32,99.68
REG-0014223,135.0,15.0,120.0,0.47,99.53
REG-0014224,125.0,15.0,120.0,0.32,99.68
REG-0014225,120.0,15.0,110.0,0.32,99.68
REG-0014226,140.0,15.0,120.0,0.57,99.43
REG-0014227,150.0,15.0,110.0,0.42,99.58
REG-0014228,120.0,15.0,94.0,0.37,99.63
REG-0014229,180.0,15.0,120.0,0.42,99.58
REG-0014230,54.0,15.0,110.0,0.19,99.81
REG-0014231,180.0,15.0,160.0,0.37,99.63
REG-0014232,20.0,15.0,20.0,0.06,99.94
REG-0014233,90.0,15.0,82.0,0.23,99.77
REG-0014234,42.0,15.0,54.0,0.15,99.85
REG-0014235,120.0,15.0,96.0,0.34,99.66
REG-0014236,80.0,15.0,74.0,0.28,99.72
REG-0014237,78.0,15.0,82.0,0.27,99.73
REG-0014238,110.0,15.0,92.0,0.39,99.61
REG-0014239,80.0,15.0,70.0,0.24,99.76
REG-0014240,75.0,15.0,80.0,0.26,99.74
REG-0014241,70.0,15.0,70.0,0.25,99.75
REG-0014242,80.0,15.0,86.0,0.32,99.68
REG-0014243,120.0,15.0,120.0,0.42,99.58
REG-0014244,87.0,15.0,60.0,0.35,99.65
REG-0014245,110.0,15.0,120.0,0.41,99.59
REG-0014246,70.0,15.0,70.0,0.24,99.76
REG-0014247,99.0,15.0,100.0,0.38,99.62
REG-0014248,150.0,15.0,86.0,0.48,99.52
REG-0014249,80.0,15.0,78.0,0.26,99.74
REG-0014250,140.0,15.0,94.0,0.5,99.5
REG-0014251,80.0,15.0,72.0,0.31,99.69
REG-0014252,140.0,15.0,86.0,0.55,99.45
REG-0014253,120.0,15.0,94.0,0.4,99.6
REG-0014254,54.0,15.0,120.0,0.18,99.82
REG-0014255,120.0,15.0,120.0,0.43,99.57
REG-0014256,105.0,15.0,100.0,0.34,99.66
REG-0014257,100.0,15.0,100.0,0.33,99.67
REG-0014258,75.0,15.0,100.0,0.21,99.79
REG-0014259,89.0,15.0,120.0,0.3,99.7
REG-0014260,30.0,15.0,100.0,0.09,99.91
REG-0014261,37.0,15.0,100.0,0.12,99.88
REG-0014262,84.0,15.0,120.0,0.3,99.7
REG-0014263,40.0,15.0,86.0,0.15,99.85
REG-0014264,60.0,15.0,120.0,0.19,99.81
REG-0014265,35.0,15.0,72.0,0.1,99.9
REG-0014266,80.0,15.0,65.0,0.26,99.74
REG-0014267,25.0,15.0,48.0,0.08,99.92
REG-0014268,80.0,15.0,62.0,0.29,99.71
REG-0014269,79.0,15.0,60.0,0.23,99.77
