IdRegistro,IdMotivo_Causa,IdDecision,ObservacionPulmon
REG-0023061,,,
REG-0023062,,,
REG-0023063,,,
REG-0023064,,,
REG-0023065,,,
REG-0023066,,,PROTEINA ALTA - FLOTABILIDAD ALTA - PARTICULAS POR GRAMO BAJO
REG-0023067,,,PROTEINA ALTA - DENSIDAD BAJA - FLOTABILIDAD
REG-0023068,,,
REG-0023069,,,
REG-0023070,,,
REG-0023071,,,
REG-0023072,,,
REG-0023073,,,
REG-0023074,,,
REG-0023075,,,
REG-0023076,,,
REG-0023077,,,
REG-0023078,,,
REG-0023079,,,
REG-0023080,,,
REG-0023081,,,
REG-0023082,,,
REG-0023083,,,
REG-0023084,,,PROTEINA ALTA - FLOTABILIDAD ALTA - densidad baja/ PARTICULAS POR GRAMO BAJO
REG-0023085,,,PROTEINA ALTA - FLOTABILIDAD ALTA - PARTICULAS POR GRAMO BAJO/ densidad baja/ rebabas (no aparenta en muestra)/ conformidad baja
REG-0023086,,,PROTEINA ALTA - FLOTABILIDAD ALTA - PARTICULAS POR GRAMO BAJO/ densidad baja
REG-0023087,,,
REG-0023088,,,
REG-0023089,,,
REG-0023090,,,
REG-0023091,,,
REG-0023092,,,
REG-0023093,,,
REG-0023094,,,
REG-0023095,,,
REG-0023096,,,
REG-0023097,,,
REG-0023098,,,
REG-0023099,,,
REG-0023100,,,
REG-0023101,,,
REG-0023102,,,PROTEINA ALTA - FLOTABILIDAD ALTA - densidad baja/
REG-0023103,,,PROTEINA ALTA - FLOTABILIDAD ALTA - densidad baja/ PARTICULAS POR GRAMO BAJO
REG-0023104,,,PROTEINA ALTA - FLOTABILIDAD ALTA - densidad baja/
REG-0023105,,,
REG-0023106,,,
REG-0023107,,,
REG-0023108,,,
REG-0023109,,,
REG-0023110,,,
REG-0023111,,,
REG-0023112,,,
REG-0023113,,,
REG-0023114,,,
REG-0023115,,,
REG-0023116,,,
REG-0023117,,,
REG-0023118,,,
REG-0023119,,,
REG-0023120,,,
REG-0023121,,,PROTEINA ALTA - FLOTABILIDAD ALTA - densidad baja/
REG-0023122,,,PROTEINA ALTA - FLOTABILIDAD ALTA - densidad baja/ PARTICULAS POR GRAMO BAJO/ REFLOTE
REG-0023123,,,PROTEINA ALTA - FLOTABILIDAD ALTA - densidad baja/
REG-0023124,,,
REG-0023125,,,
REG-0023126,,,
REG-0023127,,,
REG-0023128,,,PROTEINA ALTA - FLOTABILIDAD ALTA - densidad baja/ PARTICULAS POR GRAMO BAJO
REG-0023129,,,
REG-0023130,,,
REG-0023131,,,
REG-0023132,,,
REG-0023133,,,PROTEINA ALTA - FLOTABILIDAD ALTA - densidad baja/ PARTICULAS POR GRAMO BAJO/ GRASA ALTA
REG-0023134,,,
REG-0023135,,,
REG-0023136,,,
REG-0023137,,,PRODUCTO EN TOLVA PAR TURNO ENTRANTE
REG-0023138,,,PROTEINA ALTA - FLOTABILIDAD ALTA - densidad baja/ PARTICULAS POR GRAMO BAJO
REG-0023139,,,
REG-0023140,,,
REG-0023141,,,
REG-0023142,,,
REG-0023143,,,PROTEINA ALTA - FLOTABILIDAD ALTA - densidad baja/ PARTICULAS POR GRAMO BAJO
REG-0023144,,,
REG-0023145,,,
REG-0023146,,,
REG-0023147,,,
REG-0023148,,,
REG-0023149,,,
REG-0023150,,,
REG-0023151,,,
REG-0023152,,,
REG-0023153,,,PROTEINA ALTA - FLOTABILIDAD ALTA - densidad baja
REG-0023154,,,PROTEINA ALTA - FLOTABILIDAD ALTA - densidad baja/ PARTICULAS POR GRAMO BAJO
REG-0023155,,,PROTEINA ALTA - FLOTABILIDAD ALTA - densidad baja/ PARTICULAS POR GRAMO BAJO/ GRASA ALTA
REG-0023156,,,
REG-0023157,,,
REG-0023158,,,
REG-0023159,,,
REG-0023160,,,
REG-0023161,,,PROTEINA ALTA - FLOTABILIDAD ALTA - densidad baja/ PARTICULAS POR GRAMO BAJO/REFLOTE 0.682/CONFORMIDAD BAJA
REG-0023162,,,
REG-0023163,,,
REG-0023164,,,
REG-0023165,,,
REG-0023166,,,
REG-0023167,,,
REG-0023168,,,PROTEINA ALTA - FLOTABILIDAD ALTA - densidad baja/PARTICULAS POR GRAMO BAJO
REG-0023169,,,
REG-0023170,,,PROTEINA ALTA - FLOTABILIDAD ALTA - densidad baja/ PARTICULAS POR GRAMO BAJO
REG-0023171,,,
REG-0023172,,,
REG-0023173,,,
REG-0023174,,,
REG-0023175,,,
REG-0023176,,,
REG-0023177,,,
REG-0023178,,,PROTEINA ALTA - FLOTABILIDAD ALTA  0.38% - densidad baja/ PARTICULAS POR GRAMO BAJO
REG-0023179,,,
REG-0023180,,,FLOTABILIDAD 0.50/DENSIDAD BAJA /PROTEINA ALTA
REG-0023181,,,FLOTABILIDAD 0.48/CONFORMIDAD BAJA/DENSIDAD BAJA /PROTEINA ALTA
REG-0023182,,,
REG-0023183,,,
REG-0023184,,,PROTEINA ALTA - FLOTABILIDAD ALTA  0.67% - densidad baja/ PARTICULAS POR GRAMO BAJO
REG-0023185,,,
REG-0023186,,,
REG-0023187,,,
REG-0023188,,,
REG-0023189,,,
REG-0023190,,,
REG-0023191,,,FLOTABILIDAD 1.28 - REFLOTE 0.531 - DENCIDAD BAJA - PARTICULA POR GRAMO BAJA
REG-0023192,,,FLOTABILIDAD 0.64- DENCIDAD BAJA
REG-0023193,,,
REG-0023194,,,
REG-0023195,,,conformidades bajas - FLOTABILIDAD -0.99- DENSIDAD BAJA-PROTEINA ALTA
REG-0023196,,,
REG-0023197,,,
REG-0023198,,,FLOTABILIDAD -1.50- DENSIDAD BAJA-GRASA ALTA - COLESTEROL BAJO
REG-0023199,,,
REG-0023200,,,
REG-0023201,,,
REG-0023202,,,
REG-0023203,,,
REG-0023204,,,
REG-0023205,,,
REG-0023206,,,FLOTABILIDAD 1.07 - DENSIDAD BAJA-GRASA ALTA - REFLOTE/ PARTICULAS POR GRAMOS BAJA
REG-0023207,,,FLOTABILIDAD 0.92- DENSIDAD BAJA-GRASA ALTA -
REG-0023208,,,
REG-0023209,,1.0,HUMEDAD ALTA 12.35 - AW 0.65
REG-0023210,,,
REG-0023211,,,
REG-0023212,,,FLOTABILIDAD 0.21 - DENSIDAD BAJA-GRASA ALTA
REG-0023213,,,FLOTABILIDAD 1.09- DENSIDAD BAJA
REG-0023214,,,FLOTABILIDAD 0.85- DENSIDAD BAJA- CONFORMIDAD BAJA
REG-0023215,,,
REG-0023216,,,
REG-0023217,,,
REG-0023218,,,FLOTABILIDAD 1.2- DENSIDAD BAJA
REG-0023219,,,
REG-0023220,,,
REG-0023221,,,
REG-0023222,,,
REG-0023223,,1.0,HUMEDAD Y AW ALTA
REG-0023224,,1.0,HUMEDAD Y AW ALTA
REG-0023225,,,
REG-0023226,,,FLOTABILIDAD 1.33- DENSIDAD BAJA-PARTICULAS POR GRAMOS BAJA/PROTEINA ALTA
REG-0023227,,,
REG-0023228,,,
REG-0023229,,,
REG-0023230,,,
REG-0023231,,,
REG-0023232,,,
REG-0023233,,,
REG-0023234,,,FLOTABILIDAD 0.89 - DENSIDAD BAJA -PROTEINA ALTA
REG-0023235,,,FLOTABILIDAD 0.95- DENSIDAD BAJA
REG-0023236,,,FLOTABILIDAD 0.76- DENSIDAD BAJA-COLESTEROL BAJO 1.08
REG-0023237,,,
REG-0023238,,,
REG-0023239,,,
REG-0023240,,,
REG-0023241,,,FLOTABILIDAD 0.90- REFLOTE 0.536- DENSIDAD BAJA
REG-0023242,,,
REG-0023243,,,
REG-0023244,,1.0,
REG-0023245,,,
REG-0023246,,,FLOTABILIDAD 0.99- DENSIDAD BAJA- colesterol bajo 0.96
REG-0023247,,,
REG-0023248,,,
REG-0023249,,,
REG-0023250,,,
REG-0023251,,,
REG-0023252,,,
REG-0023253,,1.0,FLOTABILIDAD 0.27- DENSIDAD BAJA- PARTICULAS POR GRAMOS BAJA- humedad alta 11.88
REG-0023254,,,FLOTABILIDAD 0.27- DENSIDAD BAJA- PARTICULAS POR GRAMOS BAJA
REG-0023255,,,FLOTABILIDAD 0.37- DENSIDAD BAJA
REG-0023256,,,
REG-0023257,,1.0,
REG-0023258,,,
REG-0023259,,,
REG-0023260,,,
REG-0023261,,,
REG-0023262,,,
REG-0023263,,,
REG-0023264,,,FLOTABILIDAD 0.61- DENSIDAD BAJA- PARTICULAS POR GRAMOS BAJA
REG-0023265,,,FLOTABILIDAD 0.54- DENSIDAD BAJA- PARTICULAS POR GRAMOS BAJA
REG-0023266,,,
REG-0023267,,,
REG-0023268,,,
REG-0023269,,,
REG-0023270,,,
REG-0023271,,,
REG-0023272,,,
REG-0023273,,,
REG-0023274,,,
REG-0023275,,,FLOTABILIDAD 0.55- DENSIDAD BAJA- PARTICULAS POR GRAMOS BAJA-conformidades bajas
REG-0023276,,,FLOTABILIDAD 0.68- DENSIDAD BAJA- PARTICULAS POR GRAMOS BAJA- proteina alta
REG-0023277,,,
REG-0023278,,,
REG-0023279,,,
REG-0023280,,,
REG-0023281,,,
REG-0023282,,,FLOTABILIDAD 0.24- PROTEINA ALTA - DENSIDAD BAJA
REG-0023283,,,FLOTABILIDAD 0.16 - PROTEINA ALTA
REG-0023284,,,
REG-0023285,,,
REG-0023286,,,
REG-0023287,,,
REG-0023288,,,
REG-0023289,,,
REG-0023290,,,
REG-0023291,,,
REG-0023292,,,
REG-0023293,,,
REG-0023294,,,
REG-0023295,,,
REG-0023296,,,
REG-0023297,,,
REG-0023298,,,
REG-0023299,,,FLOTABILIDAD 0.13- PROTEINA ALTA - DENSIDAD BAJA
REG-0023300,,,FLOTABILIDAD 0.52- DENSIDAD BAJA- PARTICULAS POR GRAMOS BAJA-PROTEINA ALTA
REG-0023301,,,FLOTABILIDAD 0.19 - PROTEINA ALTA - DENSIDAD BAJA -PROTEINA ALTA
REG-0023302,,,
REG-0023303,,,
REG-0023304,,,
REG-0023305,,,
REG-0023306,,,
REG-0023307,,,PROTEINA ALTA=40.22/ GRASA ALTA=8.46/FLOTABILIDAD=0.10/Densidad=1.29
REG-0023308,,,
REG-0023309,,,
REG-0023310,,,
REG-0023311,,,
REG-0023312,,,Flotabilidad = 0.33/Proteina alta = 39.63/Densidad=1.28
REG-0023313,,,
REG-0023314,,,
REG-0023315,,,
REG-0023316,,,
REG-0023317,,,Proteina Alta=39.86/Flotabilidad=0.16/Densidad=1.27
REG-0023318,,1.0,HUMEDAD=12.01/AW=0.65
REG-0023319,,,
REG-0023320,,,
REG-0023321,,,
REG-0023322,,,Proteina Alta=39.42/Flotabilidad=0.14/Densidad=1.27
REG-0023323,,,
REG-0023324,,,
REG-0023325,,,
REG-0023326,,,
REG-0023327,,,
REG-0023328,,,Proteina Alta=39.29/Flotabilidad=0.10/Densidad=1.26
REG-0023329,,,
REG-0023330,,,
REG-0023331,,,
REG-0023332,,,
REG-0023333,,,Humedad=11.62/proteina=39.40/Densidad=1.27
REG-0023334,,,
REG-0023335,,,Proteina Alta=39.11/Flotabilidad=0.14/Densidad=1.27
REG-0023336,,,
REG-0023337,,,
REG-0023338,,,
REG-0023339,,,
REG-0023340,,,
REG-0023341,,,
REG-0023342,,,Proteina Alta=39.10/Flotabilidad=0.19/Densidad=1.28/ Part. Gramo 2278
REG-0023343,,,
REG-0023344,,1.0,HIDRO=MALA
REG-0023345,,,
REG-0023346,,1.0,AW=0.64/HIDRO=MALA
REG-0023347,,,
REG-0023348,,,HIDRO=MALA
REG-0023349,,1.0,HUMEDAD=12.49/AW=0.66/HIDRO=MALA
REG-0023350,,,
REG-0023351,,,
REG-0023352,,,
REG-0023353,,,Proteina Alta=38.59/Densidad Baja=1.26/Flotabilidad alta=0.15
REG-0023354,,,
REG-0023355,,,Proteina alta=39.98/Densidad Baja=1.29/Flotabilidad alta=0.39
REG-0023356,,,
REG-0023357,,,
REG-0023358,,,
REG-0023359,,,
REG-0023360,,,
REG-0023361,,,
REG-0023362,,,Proteina alta=38.92/Densidad Baja=1.26/Flotabilidad alta=0.06/ Part. Gramo = 2283
REG-0023363,,,
REG-0023364,,,
REG-0023365,,,
REG-0023366,,1.0,Flotabilidad = 3.08
REG-0023367,,,
REG-0023368,,,Proteina alta=39.10/Densidad Baja=1.28/Flotabilidad alta=0.39
REG-0023369,,,
REG-0023370,,,
REG-0023371,,,
REG-0023372,,,
REG-0023373,,1.0,
REG-0023374,,,
REG-0023375,,,
REG-0023376,,,
REG-0023377,,,
REG-0023378,,,
REG-0023379,,,
REG-0023380,,,Densidad Baja=1.26/Flotabilidad alta=0.34
REG-0023381,,,Proteina alta=38.63/Flotabilidad alta=0.29
REG-0023382,,,Grasa = 11.33/ Conformidad = 86.14/Particulas por gramo= 2356/Flotabilidad = 0.27
REG-0023383,,,
REG-0023384,,,
REG-0023385,,,
REG-0023386,,,
REG-0023387,,,Proteina alta=39.57/Flotabilidad alta=045/ Densidad especififca=1.25
REG-0023388,,,
REG-0023389,,,
REG-0023390,,,Proteina alta=39.15/Flotabilidad alta=0.18/ Densidad especififca=1.26
REG-0023391,,,
REG-0023392,,,
REG-0023393,,,
REG-0023394,,,
REG-0023395,,,
REG-0023396,,,
REG-0023397,,,
REG-0023398,,,
REG-0023399,,,Flotabilidad = 0.40/ Part. Gramo bajo = 2082/ densidad baja = 1.25 / prencia de objeto extra�o
REG-0023400,,,
REG-0023401,,,
REG-0023402,,,
REG-0023403,,,
REG-0023404,,,
REG-0023405,,,
REG-0023406,,,
REG-0023407,,,
REG-0023408,,,
REG-0023409,,,
REG-0023410,,,Flotabilidad = 0.15/ densidad baja = 1.28 / prencia de objeto extra�o
REG-0023411,,,Flotabilidad = 0.61/ Part. Gramo bajo = 2484 / densidad baja = 1.26
REG-0023412,,,Flotabilidad = 0.34/ Part. Gramo bajo = 2367/ densidad baja = 1.28
REG-0023413,,,
REG-0023414,,,
REG-0023415,,,
REG-0023416,,,
REG-0023417,,,
REG-0023418,,,
REG-0023419,,,
REG-0023420,,,
REG-0023421,,,
REG-0023422,,,
REG-0023423,,,
REG-0023424,,,Flotabilidad = 0.32
REG-0023425,,,Flotabilidad = 0.26
REG-0023426,,,
REG-0023427,,,
REG-0023428,,,
REG-0023429,,,
REG-0023430,,,
REG-0023431,,,
REG-0023432,,,
REG-0023433,,,
REG-0023434,,,
REG-0023435,,,
REG-0023436,,,
REG-0023437,,,Flotabilidad 0.37 / densidad baja 1.25 / particula por gramo baja 2491
REG-0023438,,,Flotabilidad 0.34 / densidad baja 1.29 / particula por gramo baja 2314
REG-0023439,,,
REG-0023440,,,
REG-0023441,,,
REG-0023442,,,
REG-0023443,,,
REG-0023444,,,
REG-0023445,,,
REG-0023446,,,Flotabilidad 0.50 / densidad baja 1.26 / particula por gramo baja 2391
REG-0023447,,,Flotabilidad 0.50 / densidad baja 1.29
REG-0023448,,,
REG-0023449,,,
REG-0023450,,,
REG-0023451,,,
REG-0023452,,,PARO POR LIMPIEZA DE MOLDE 16:50
REG-0023453,,,
REG-0023454,,,
REG-0023455,,,Flotabilidad 0.38 / densidad baja 1.26
REG-0023456,,,Flotabilidad 0.45 / densidad baja 1.28 / particula por gramo baja 2278
REG-0023457,,,
REG-0023458,,,
REG-0023459,,,
REG-0023460,,,
REG-0023461,,,
REG-0023462,,,
REG-0023463,,,FLOTABILIDAD 0.80-DENSIDAD BAJA 1.28
REG-0023464,,,FLOTABILIDAD 0.42-LONGITUD BAJA 88.62
REG-0023465,,,
REG-0023466,,,
REG-0023467,,,
REG-0023468,,,
REG-0023469,,,
REG-0023470,,,
REG-0023471,,,
REG-0023472,,,Flotabilidad 0.31 / Densidad 1.25
REG-0023473,,,Flotabilidad / Densidad / Conformidad (Long)  86.28
REG-0023474,,1.0,Aw alto
REG-0023475,,,
REG-0023476,,,
REG-0023477,,,
REG-0023478,,,
REG-0023479,,,
REG-0023480,,,Flotabilidad 0.25 / Densidad 1.22
REG-0023481,,,Flotabilidad 0.11
REG-0023482,,,
REG-0023483,,,
REG-0023484,,,
REG-0023485,,,Flotabilidad 0.50 / 1.25 / Conformidad (Long) 84.46
REG-0023486,,,
REG-0023487,,,
REG-0023488,,,
REG-0023489,,,
REG-0023490,,,Flotabilidad 0.28
REG-0023491,,,
REG-0023492,,,
REG-0023493,,,
REG-0023494,,1.0,Aw alto 0.67
REG-0023495,,,
REG-0023496,,,
REG-0023497,,,Flotabilidad 0.49 / Densidad  1.26
REG-0023498,,,Flotabilidad 0.17
REG-0023499,,,
REG-0023500,,,
REG-0023501,,,
REG-0023502,,,Flotabilidad 0.22 / Densidad  1.26
REG-0023503,,,
REG-0023504,,,
REG-0023505,,,
REG-0023506,,,
REG-0023507,,,Flotabilidad 0.40 / Densidad  1.26 / Conformidad (Long) 86.35
REG-0023508,,,
REG-0023509,,,
REG-0023510,,,
REG-0023511,,,
REG-0023512,,,Flotabilidad 0.49
REG-0023513,,,
REG-0023514,,,
REG-0023515,,,
REG-0023516,,,
REG-0023517,,,
REG-0023518,,,
REG-0023519,,,
REG-0023520,,,
REG-0023521,,,Flotabilidad 0.31 / Densidad 1.24
REG-0023522,,,Flotabilidad  0.40
REG-0023523,,,
REG-0023524,,,
REG-0023525,,,Flotabilidad 0.61 / Densidad 1.25 / COLESTEROL 0.82
REG-0023526,,,Flotabilidad 0.65 / Densidad 1.28
REG-0023527,,,
REG-0023528,,,Flotabilidad 0.60 / Densidad 1.25 / colesterol  0.85 / Humedad 11.22
REG-0023529,,,
REG-0023530,,,
REG-0023531,,,
REG-0023532,,,
REG-0023533,,,
REG-0023534,,,
REG-0023535,,1.0,Flotabilidad 0.50 / AW 0.64 / Humedad 11.75
REG-0023536,,,Flotabilidad 0.50 /  Conformidad (Long) 88.75 / Producto Caliente
REG-0023537,,,
REG-0023538,,1.0,aw=0.64
REG-0023539,,,
REG-0023540,,,
REG-0023541,,,
REG-0023542,,,
REG-0023543,,,
REG-0023544,,,
REG-0023545,,,
REG-0023546,,,
REG-0023547,,,Flotabilidad 0.26 / Densidad 1.26  /Particulas por gramos 2083
REG-0023548,,,Flotabilidad 0.19
REG-0023549,,,
REG-0023550,,,
REG-0023551,,,
REG-0023552,,,
REG-0023553,,,
REG-0023554,,,
REG-0023555,,,
REG-0023556,,,
REG-0023557,,,
REG-0023558,,,
REG-0023559,,,
REG-0023560,,,Flotabilidad 0.21 / Densidad 1.27  Particulas por gramos 2364
REG-0023561,,,Flotabilidad 0.31
REG-0023562,,,
REG-0023563,,,
REG-0023564,,,
REG-0023565,,,
REG-0023566,,,
REG-0023567,,,
REG-0023568,,,
REG-0023569,,,
REG-0023570,,,
REG-0023571,,,
REG-0023572,,,
REG-0023573,,,
REG-0023574,,,Flotabilidad / Densidad /Particulas por gramos
REG-0023575,,,Flotabilidad /Particulas por gramos
REG-0023576,,,
REG-0023577,,,
REG-0023578,,,
REG-0023579,,,
REG-0023580,,,
REG-0023581,,,
REG-0023582,,,Flotabilidad 0.42 /Particulas por gramos / Nutrientes ( Fosforo 0.98 )
REG-0023583,,,
REG-0023584,,,
REG-0023585,,,
REG-0023586,,,
REG-0023587,,,
REG-0023588,,1.0,
REG-0023589,,,Flotabilidad 0.38 /Particulas por gramos
REG-0023590,,,
REG-0023591,,,
REG-0023592,,,
REG-0023593,,,
REG-0023594,,,
REG-0023595,,,
REG-0023596,,,
REG-0023597,,,
REG-0023598,,,
REG-0023599,,,Flotabilidad 0.24 /Particulas por gramos 2197 / Densidad 1.25
REG-0023600,,,Flotabilidad 0.43  Particulas por gramos 2259
REG-0023601,,,
REG-0023602,,,
REG-0023603,,,
REG-0023604,,,
REG-0023605,,,
REG-0023606,,,
REG-0023607,,,Flotabilidad  /Particulas por gramos  2300
REG-0023608,,,
REG-0023609,,,
REG-0023610,,,
REG-0023611,,,
REG-0023612,,,
REG-0023613,,,Flotabilidad / Particulas por gramos 2120 / Densidad 1.28
REG-0023614,,,
REG-0023615,,,
REG-0023616,,,
REG-0023617,,,
REG-0023618,,,
REG-0023619,,,
REG-0023620,,,
REG-0023621,,,Flotabilidad 0.29 / Particulas por gramos 2275 / Densidad 1.29
REG-0023622,,,Flotabilidad 0.43 / Particulas por gramos 2385
REG-0023623,,,Flotabilidad 0.32 / Particulas por gramos 2200 / Densidad 1.22/ posible compactacion
REG-0023624,,,
REG-0023625,,,
REG-0023626,,,Flotabilidad 0.55 / Particulas por gramos 2430/ Densidad 1.28 /  hidroestabilidad Regular
REG-0023627,,,Flotabilidad 0.55 / Particulas por gramos 2430/ Densidad 1.28
REG-0023628,,,
REG-0023629,,,
REG-0023630,,,
REG-0023631,,,
REG-0023632,,,
REG-0023633,,,
REG-0023634,,,
REG-0023635,,,
REG-0023636,,,
REG-0023637,,,Proteina alta 42.09 / Flotabilidad 0.16 / Densidad 1.26
REG-0023638,,1.0,Proteina alta 45.26/ Flotabilidad 0.11
REG-0023639,,,
REG-0023640,,,
REG-0023641,,,
REG-0023642,,,Proteina alta 40.89/ Flotabilidad 0.38 / Densidad 1.28
REG-0023643,,,
REG-0023644,,,
REG-0023645,,,
REG-0023646,,,Proteina alta 39.90/ Flotabilidad 0.36 / Densidad 1.28
REG-0023647,,1.0,HIDROESTABILIDAD MALA / Zarandas con humedad alta
REG-0023648,,,
REG-0023649,,,
REG-0023650,,,
REG-0023651,,,
REG-0023652,,,
REG-0023653,,,
REG-0023654,,,
REG-0023655,,,
REG-0023656,,,Proteina alta 40.46 / Flotabilidad 0.27 / Densidad/ Particulas por gramos 2000
REG-0023657,,,Proteina alta 39.57 / Flotabilidad 0.20 / Particulas por gramos 2375
REG-0023658,,,
REG-0023659,,,
REG-0023660,,,
REG-0023661,,,
REG-0023662,,,
REG-0023663,,,
REG-0023664,,,
REG-0023665,,,
REG-0023666,,,Flotabilidad 0.15  / Densidad 1.25  / Particulas por gramos 1897
REG-0023667,,,Flotabilidad 0.09  / Particulas por gramos 2364
REG-0023668,,,
REG-0023669,,,
REG-0023670,,,
REG-0023671,,,Flotabilidad 0.42  / Particulas por gramos
REG-0023672,,,
REG-0023673,,,
REG-0023674,,,
REG-0023675,,,Flotabilidad  0.32 / Particulas por gramos
REG-0023676,,,
REG-0023677,,,
REG-0023678,,,
REG-0023679,,,
REG-0023680,,,
REG-0023681,,,
REG-0023682,,,
REG-0023683,,,
REG-0023684,,,
REG-0023685,,,Flotabilidad 0.13  / Densidad 1.25  / Particulas por gramos 2086
REG-0023686,,,Flotabilidad 0.10  / Particulas por gramos 2438
REG-0023687,,,
REG-0023688,,,
REG-0023689,,,
REG-0023690,,,
REG-0023691,,,
REG-0023692,,,
REG-0023693,,,
REG-0023694,,,
REG-0023695,,,Flotabilidad 0.22  / Densidad 1.26  / Particulas por gramos 2103
REG-0023696,,,Flotabilidad 0.11  / Particulas por gramos 2476
REG-0023697,,,
REG-0023698,,,
REG-0023699,,,Flotabilidad 0.28  /  Nutrientes (colesterol) 1.05 / Densidad  1.28 /  Particulas por gramos 2450
REG-0023700,,,
REG-0023701,,,
REG-0023702,,,Flotabilidad 0.30 / Particulas por gramos 2200 / Hidro Regular  / Densidad  1.28
REG-0023703,,,
REG-0023704,,,
REG-0023705,,,
REG-0023706,,,
REG-0023707,,,
REG-0023708,,,
REG-0023709,,,
REG-0023710,,,
REG-0023711,,,
REG-0023712,,,
REG-0023713,,,
REG-0023714,,,Flotabilidad 0.22 / Particulas por gramos 2187 / Nutrientes (colesterol) 95.79 / Proteina baja 40.87
REG-0023715,,,Flotabilidad 0.28 / Particulas por gramos 2009 / Densidad 1.28  /Nutrientes (colesterol) 104.54
REG-0023716,,,Flotabilidad 0.52/ Particulas por gramos 2200 / Densidad 1.25
REG-0023717,,,
REG-0023718,,,
REG-0023719,,,
REG-0023720,,,
REG-0023721,,,
REG-0023722,,,
REG-0023723,,,
REG-0023724,,,Flotabilidad 0.52 / Particulas por gramos 2180 / Densidad 1.28
REG-0023725,,,
REG-0023726,,,
REG-0023727,,,
REG-0023728,,,
REG-0023729,,,Flotabilidad  / Particulas por gramos / Densidad
REG-0023730,,,
REG-0023731,,,
REG-0023732,,,
REG-0023733,,,
REG-0023734,,,
REG-0023735,,,
REG-0023736,,,
REG-0023737,,,Flotabilidad 0.19 / Particulas por gramos 2147 / Densidad 1.26 / Nutrientes (colesterol)  102.15
REG-0023738,,,Flotabilidad  0.12 / Particulas por gramos 1962
REG-0023739,,,
REG-0023740,,,
REG-0023741,,,
REG-0023742,,,
REG-0023743,,,
REG-0023744,,,
REG-0023745,,,
REG-0023746,,,
REG-0023747,,,
REG-0023748,,,
REG-0023749,,,
REG-0023750,,,Flotabilidad 0.10 / Particulas por gramos 2000 / Densidad 1.29 / Nutrientes (colesterol)  105.36
REG-0023751,,,Flotabilidad  0.08 / Particulas por gramos 2037
REG-0023752,,,
REG-0023753,,,
REG-0023754,,,
REG-0023755,,,
REG-0023756,,,
REG-0023757,,,
REG-0023758,,,Flotabilidad 0.48 / Particulas por gramos 1980 / Densidad 1.26 / Nutrientes (colesterol) 105.59 / Proteina Baja 41.47
REG-0023759,,,
REG-0023760,,,
REG-0023761,,,
REG-0023762,,,
REG-0023763,,,
REG-0023764,,,Flotabilidad 0.50  / Particulas por gramos 2200  / Densidad  1.25 /  hidroestabilidad Regular
REG-0023765,,,
REG-0023766,,,
REG-0023767,,,
REG-0023768,,,
REG-0023769,,,
REG-0023770,,,
REG-0023771,,,
REG-0023772,,,
REG-0023773,,,
REG-0023774,,,
REG-0023775,,,
REG-0023776,,,Flotabilidad  0.07 / Particulas por gramos 1968 / Densidad 1.25 / Proteina alta
REG-0023777,,,Flotabilidad  0.13 / Particulas por gramos 2385 / Nutrientes (colesterol) / Proteina alta
REG-0023778,,,Flotabilidad 0.14  / Particulas por gramos 2409 / Proteina alta
REG-0023779,,,
REG-0023780,,,
REG-0023781,,,
REG-0023782,,,
REG-0023783,,,Flotabilidad  0.32 / Particulas por gramos 2220 / Densidad 1.25 / Proteina alta
REG-0023784,,,
REG-0023785,,,
REG-0023786,,,Flotabilidad  0.24 / Particulas por gramos 2450/ Nutrientes (colesterol) / Proteina alta
REG-0023787,,,
REG-0023788,,,
REG-0023789,,,
REG-0023790,,,
REG-0023791,,,Flotabilidad 0.30/ Particulas por gramos 2340/ Proteina alta
REG-0023792,,,
REG-0023793,,,
REG-0023794,,,
REG-0023795,,,
REG-0023796,,,
REG-0023797,,,
REG-0023798,,,
REG-0023799,,,
REG-0023800,,,
REG-0023801,,,
REG-0023802,,,Flotabilida 0.13 / Particulas por gramos 2063 / Densidad 1.28 / Proteina alta
REG-0023803,,,Flotabilidad 0.28 / Particulas por gramos 1895 / Nutrientes (colesterol) / Densidad 1.25
REG-0023804,,,Flotabilidad 0.16 / Particulas por gramos 2100 / Proteina alta
REG-0023805,,,
REG-0023806,,,
REG-0023807,,,
REG-0023808,,,
REG-0023809,,,
REG-0023810,,,
REG-0023811,,,
REG-0023812,,,
REG-0023813,,,
REG-0023814,,,
REG-0023815,,,
REG-0023816,,,
REG-0023817,,,Flotabilida 0.09 / Particulas por gramos 2075 / Densidad 1.29 / Proteina alta 38.34
REG-0023818,,,Flotabilidad 0.19 / Particulas por gramos 1986/ Nutrientes (colesterol)  65.66
REG-0023819,,,Flotabilidad 0.06 / Particulas por gramos 2236
REG-0023820,,,
REG-0023821,,,
REG-0023822,,,
REG-0023823,,,
REG-0023824,,,Flotabilidad 0.40  / Particulas por gramos 2000
REG-0023825,,,
REG-0023826,,,
REG-0023827,,,
REG-0023828,,,
REG-0023829,,,
REG-0023830,,,Flotabilidad 0.50/ Particulas por gramos   1840 / Nutrientes (colesterol)  61.36
REG-0023831,,,
REG-0023832,,,
REG-0023833,,,
REG-0023834,,,
REG-0023835,,,
REG-0023836,,,Flotabilidad 0.48/ Particulas por gramos 1547
REG-0023837,,,
REG-0023838,,,
REG-0023839,,,
