IdRegistro,IdMotivo_Causa,IdDecision,ObservacionPulmon
REG-0013684,,,
REG-0013685,,,
REG-0013686,113.0,,Flotabilidad 0.01
REG-0013687,,,
REG-0013688,,,
REG-0013689,,,
REG-0013690,,,
REG-0013691,113.0,,Flotabilidad 0.05  / Densidad 1.29 / Particulas por gramo 2069
REG-0013692,,,
REG-0013693,,,
REG-0013694,,,
REG-0013695,,,
REG-0013696,113.0,,Flotabilidad 0.03  / Densidad 1.29 / Particulas por gramo 1743
REG-0013697,,,
REG-0013698,,,
REG-0013699,113.0,,Flotabilidad 0.23  / Densidad 1.28 / Particulas por gramo 2000
REG-0013700,,,
REG-0013701,,,
REG-0013702,,,
REG-0013703,,,
REG-0013704,113.0,,Flotabilidad 0.20  / Densidad 1.29 / Particulas por gramo 2308
REG-0013705,,,
REG-0013706,,,
REG-0013707,,,
REG-0013708,113.0,,Flotabilidad 0.18 / Densidad 1.27 / Particulas por gramo 2029
REG-0013709,,,
REG-0013710,,,
REG-0013711,,,
REG-0013712,,,
REG-0013713,,,
REG-0013714,113.0,,Flotabilidad 0.09
REG-0013715,,,
REG-0013716,,,
REG-0013717,,,
REG-0013718,,,
REG-0013719,,,
REG-0013720,,,
REG-0013721,,,
REG-0013722,113.0,,Flotabilidad 0.16 / Densidad 1.29 / Particulas por gramo 2143
REG-0013723,,,
REG-0013724,,,
REG-0013725,,,
REG-0013726,,,
REG-0013727,,,
REG-0013728,,,
REG-0013729,113.0,,Flotabilidad 0.28 / Densidad 1.29 / Particulas por gramo 1920
REG-0013730,,,
REG-0013731,,,
REG-0013732,,,
REG-0013733,113.0,,Flotabilidad 0.21 / Densidad 1.28 / Particulas por gramo 1971
REG-0013734,,,
REG-0013735,,,
REG-0013736,,,
REG-0013737,,,
REG-0013738,113.0,,Flotabilidad 0.25 / Densidad 1.28 / Particulas por gramo 2308
REG-0013739,,,
REG-0013740,,,
REG-0013741,,,
REG-0013742,,,
REG-0013743,,,Flotabilidad 0.32 / Densidad 1.28 / Particulas por gramo 1519 / Champas 0.17 / Rebabas 1.85
REG-0013744,113.0,,Flotabilidad 0.13 / Densidad 1.29 / Particulas por gramo 1761
REG-0013745,,,
REG-0013746,,,
REG-0013747,,,
REG-0013748,,,
REG-0013749,113.0,,Flotabilidad 0.13 / Densidad 1.29 / Particulas por gramo 2000
REG-0013750,,,
REG-0013751,,,
REG-0013752,,,
REG-0013753,113.0,,Flotabilidad 0.17 / Densidad 1.28 / Particulas por gramo 1810
REG-0013754,,,
REG-0013755,9.0,1.0,Aw alto 0.64 / Humedad alta 11.67
REG-0013756,,,
REG-0013757,,,
REG-0013758,,,
REG-0013759,,,
REG-0013760,,,
REG-0013761,113.0,,Flotabilidad 0.20 / Densidad 1.25 / Particulas por gramo 2667
REG-0013762,113.0,,Flotabilidad 0.34 / Densidad 1.28 / Particulas por gramo 1833
REG-0013763,,,
REG-0013764,,,
REG-0013765,,,
REG-0013766,,,
REG-0013767,,,
REG-0013768,,,
REG-0013769,,,
REG-0013770,113.0,,Flotabilidad 0.13 / Densidad 1.27
REG-0013771,113.0,,Flotabilidad 0.28 / Densidad 1.29/ Particulas por gramo 2000
REG-0013772,,,
REG-0013773,,,
REG-0013774,,,
REG-0013775,,,
REG-0013776,113.0,,Flotabilidad 0.06 / Densidad 1.23/ Particulas por gramo 2639
REG-0013777,,,
REG-0013778,,,
REG-0013779,,,
REG-0013780,,,
REG-0013781,,,
REG-0013782,,,
REG-0013783,,,
REG-0013784,113.0,,Flotabilidad 0.19 / Densidad 1.25
REG-0013785,113.0,,Flotabilidad 0.42 / Densidad 1.22 / Particulas por gramo 1923 / Reflote 0.52
REG-0013786,,,
REG-0013787,,,
REG-0013788,,,
REG-0013789,,,
REG-0013790,,,
REG-0013791,113.0,,Flotabilidad 0.83 / Densidad 1.27 / Particulas por gramo 1935
REG-0013792,,,
REG-0013793,113.0,,Flotabilidad 0.26 / Densidad 1.27
REG-0013794,,,
REG-0013795,,,
REG-0013796,,,
REG-0013797,,,
REG-0013798,,,
REG-0013799,113.0,,Flotabilidad 0.30 / Densidad 1.25 / Particulas por gramo 2750
REG-0013800,,,
REG-0013801,,,
REG-0013802,,,
REG-0013803,,,
REG-0013804,,,
REG-0013805,,,
REG-0013806,,,
REG-0013807,,,
REG-0013808,113.0,,Flotabilidad 0.32 / Densidad 1.25
REG-0013809,113.0,,Flotabilidad 0.77 / Densidad 1.22 / Particulas por gramo 1900
REG-0013810,,,
REG-0013811,,,
REG-0013812,,,
REG-0013813,113.0,,Flotabilidad 0.90 / Densidad 1.26 / Particulas por gramo 2000
REG-0013814,113.0,,Flotabilidad 0.29 / Densidad 1.25
REG-0013815,113.0,,Flotabilidad 1.03 / Densidad 1.25 / Particulas por gramo 2069
REG-0013816,,,
REG-0013817,,,
REG-0013818,,,
REG-0013819,,,
REG-0013820,,,
REG-0013821,113.0,,Flotabilidad 0.28 / Densidad 1.25 / Particulas por gramo 3063
REG-0013822,113.0,,Flotabilidad 0.25 / Densidad 1.26 / Particulas por gramo 2069
REG-0013823,,,
REG-0013824,,,
REG-0013825,,,
REG-0013826,,,
REG-0013827,,,
REG-0013828,,,
REG-0013829,,,
REG-0013830,,,
REG-0013831,113.0,,Flotabilidad 0.13 / Densidad 1.26
REG-0013832,113.0,,Flotabilidad 0.16 / Densidad / Particulas por gramo 1824
REG-0013833,,,
REG-0013834,,,
REG-0013835,,,
REG-0013836,113.0,,Flotabilidad 0.22 / Densidad 1.26 / Particulas por gramo 1818
REG-0013837,,,
REG-0013838,,,
REG-0013839,,,
REG-0013840,,,
REG-0013841,,,
REG-0013842,113.0,,Flotabilidad 0.27 / Densidad 1.26
REG-0013843,113.0,,Flotabilidad 0.08 / Particulas por gramo 2400
REG-0013844,,,
REG-0013845,,,
REG-0013846,,,
REG-0013847,,,
REG-0013848,,,
REG-0013849,,,
REG-0013850,,,
REG-0013851,,,
REG-0013852,,,
REG-0013853,,,
REG-0013854,,,
REG-0013855,,,
REG-0013856,,,
REG-0013857,,,
REG-0013858,113.0,,Flotabilidad 0.36 / Densidad 1.25
REG-0013859,113.0,,Flotabilidad 0.13 / Particulas por gramo 2265
REG-0013860,,,
REG-0013861,,,
REG-0013862,113.0,,Flotabilidad 0.16 / Densidad 1.29 / Particulas por gramo 2208
REG-0013863,,,
REG-0013864,113.0,,Flotabilidad 0.43 / Densidad 1.25
REG-0013865,,,
REG-0013866,,,
REG-0013867,,,
REG-0013868,,,
REG-0013869,,,
REG-0013870,,,
REG-0013871,,,
REG-0013872,,,
REG-0013873,,,
REG-0013874,113.0,,Flotabilidad 0.46 / Densidad 1.25 / Particulas por gramo 2222
REG-0013875,113.0,,Flotabilidad 0.10 / Particulas por gramo 2219
REG-0013876,,,
REG-0013877,,,
REG-0013878,,,
REG-0013879,,,
REG-0013880,,,
REG-0013881,,,
REG-0013882,,,
REG-0013883,,,
REG-0013884,,,
REG-0013885,113.0,,Flotabilidad 0.17 / Densidad 1.26 / Particulas por gramo 2308
REG-0013886,113.0,,Flotabilidad 0.14 / Particulas por gramo 1917
REG-0013887,,,
REG-0013888,,,
REG-0013889,,,
REG-0013890,,,
REG-0013891,,,
REG-0013892,9.0,1.0,Humedad alta 12.23 / Aw alto 0.64
REG-0013893,,,
REG-0013894,,,
REG-0013895,113.0,,Flotabilidad 0.28 / Densidad 1.25 / Particulas por gramo 2333
REG-0013896,113.0,,Flotabilidad 0.10 / Particulas por gramo 1722
REG-0013897,,,
REG-0013898,,,
REG-0013899,,,
REG-0013900,,,
REG-0013901,,,
REG-0013902,,,
REG-0013903,,,
REG-0013904,,,
REG-0013905,113.0,,Flotabilidad 0.12 / Densidad 1.25
REG-0013906,113.0,,Flotabilidad 0.31 / Densidad 1.28 / Particulas por gramo 2050
REG-0013907,,,
REG-0013908,,,
REG-0013909,,,
REG-0013910,,,
REG-0013911,,,
REG-0013912,,,
REG-0013913,,,
REG-0013914,,,
REG-0013915,113.0,,Flotabilidad 0.05 / Densidad 1.26 / Particulas por gramo 2069
REG-0013916,113.0,,Flotabilidad 0.10 / Densidad 1.29 / Particulas por gramo 2000
REG-0013917,,,
REG-0013918,,,
REG-0013919,,,
REG-0013920,,,
REG-0013921,,,
REG-0013922,,,
REG-0013923,113.0,,Flotabilidad 0.17 / Densidad 1.25 / Particulas por gramo 2171
REG-0013924,113.0,,Flotabilidad 0.28 / Densidad 1.26 / Particulas por gramo 1906
REG-0013925,,,
REG-0013926,,,
REG-0013927,,,
REG-0013928,,,
REG-0013929,,,
REG-0013930,,,
REG-0013931,,,
REG-0013932,,,
REG-0013933,113.0,,Flotabilidad 0.17 / Densidad 1.25 / Nutrientes (Colesterol 85.34)
REG-0013934,113.0,,Flotabilidad 0.16 / Densidad 1.29 / Particulas por gramo 1875
REG-0013935,,,
REG-0013936,,,
REG-0013937,,,
REG-0013938,,,
REG-0013939,,,
REG-0013940,,,
REG-0013941,,,
REG-0013942,,,
REG-0013943,113.0,,Flotabilidad 0.21 / Densidad 1.25 / Particulas por gramo 2222 / Nutrientes Sodio 0.63
REG-0013944,113.0,,Flotabilidad 0.15 / Densidad 1.27 / Particulas por gramo 2069 / Nutrientes (Sodio 0.59)
REG-0013945,,,
REG-0013946,,,
REG-0013947,,,
REG-0013948,,,
REG-0013949,,,
REG-0013950,,,
REG-0013951,113.0,,Flotabilidad 0.15 / Densidad 1.25 / Particulas por gramo 2171
REG-0013952,113.0,,Flotabilidad 0.23 / Densidad 1.28 / Particulas por gramo 1944 / Nutrientes (Sodio 0.44)
REG-0013953,,,
REG-0013954,,,
REG-0013955,,,
REG-0013956,,,
REG-0013957,,,
REG-0013958,,,
REG-0013959,,,
REG-0013960,113.0,,Flotabilidad 0.16 / Densidad 1.27
REG-0013961,113.0,,Flotabilidad 0.47 / Densidad 1.25 / Particulas por gramo 1826
REG-0013962,,,
REG-0013963,,,
REG-0013964,,,
REG-0013965,,,
REG-0013966,,,
REG-0013967,,,
REG-0013968,,,
REG-0013969,,,
REG-0013970,113.0,,Flotabilidad 0.13 / Densidad 1.29 / Particulas por gramo 2333
REG-0013971,113.0,,Flotabilidad 0.24 / Densidad 1.28 / Particulas por gramo 1875 / Nutrientes Sodio 0.56
REG-0013972,,,
REG-0013973,,,
REG-0013974,,,
REG-0013975,,,
REG-0013976,,,
REG-0013977,,,
REG-0013978,,,
REG-0013979,,,
REG-0013980,113.0,,Flotabilidad 0.10 / Densidad 1.25 / Particulas por gramo 2303
REG-0013981,113.0,,Flotabilidad 0.20 / Densidad 1.28 / Particulas por gramo 1842
REG-0013982,,,
REG-0013983,,,
REG-0013984,,,
REG-0013985,,,
REG-0013986,113.0,,Flotabilidad 0.21 / Densidad 1.26 / Particulas por gramo 2400
REG-0013987,,,
REG-0013988,,,
REG-0013989,,,
REG-0013990,113.0,,Flotabilidad 0.29 / Densidad 1.29 / Particulas por gramo 1818
REG-0013991,,,
REG-0013992,,,
REG-0013993,,,
REG-0013994,,,
REG-0013995,,,
REG-0013996,,,
REG-0013997,,,
REG-0013998,,,
REG-0013999,113.0,,Flotabilidad 0.26 / Densidad 1.26 / Particulas por gramo 2222
REG-0014000,113.0,,Flotabilidad 0.41 / Densidad 1.27 / Particulas por gramo 1875
REG-0014001,,,
REG-0014002,,,
REG-0014003,,,
REG-0014004,,,
REG-0014005,,,
REG-0014006,,,
REG-0014007,,,
REG-0014008,,,
REG-0014009,,,
REG-0014010,,,
REG-0014011,113.0,,Flotabilidad 0.33 / Densidad 1.25 / Particulas por gramo 1971
REG-0014012,113.0,,Flotabilidad 0.36 / Densidad 1.25 / Particulas por gramo 2273
REG-0014013,113.0,,Flotabilidad 0.41 / Densidad 1.26 / Particulas por gramo 1875
REG-0014014,,,
REG-0014015,,,
REG-0014016,,,
REG-0014017,,,
REG-0014018,,,
REG-0014019,,,
REG-0014020,,,
REG-0014021,,,
REG-0014022,,,
REG-0014023,,,
REG-0014024,,,
REG-0014025,,,
REG-0014026,113.0,,Flotabilidad 0.12 / Densidad 1.28 / Particulas por gramo 2222
REG-0014027,113.0,,Flotabilidad 0.13 / Densidad 1.28 / Particulas por gramo 2000
REG-0014028,,,
REG-0014029,,,
REG-0014030,,,
REG-0014031,,,
REG-0014032,,,
REG-0014033,,,
REG-0014034,,,
REG-0014035,,,
REG-0014036,,,
REG-0014037,113.0,,Flotabilidad 0.25 / Densidad 1.25 / Particulas por gramo 2273
REG-0014038,113.0,,Flotabilidad 0.37 / Densidad 1.26 / Particulas por gramo 1833
REG-0014039,,,
REG-0014040,,,
REG-0014041,,,
REG-0014042,,,
REG-0014043,,,
REG-0014044,,,
REG-0014045,,,
REG-0014046,,,
REG-0014047,113.0,,Flotabilidad 0.20 / Densidad 1.27 / Particulas por gramo 2308
REG-0014048,113.0,,Flotabilidad 0.22 / Densidad 1.29 / Particulas por gramo 1935
REG-0014049,,,
REG-0014050,,,
REG-0014051,,,
REG-0014052,,,
REG-0014053,113.0,,Flotabilidad 0.22 / Densidad 1.28
REG-0014054,113.0,,Flotabilidad 0.43 / Densidad 1.28 / Particulas por gramo 1714
REG-0014055,,,
REG-0014056,,,
REG-0014057,,,
REG-0014058,,,
REG-0014059,,,
REG-0014060,,,
REG-0014061,,,
REG-0014062,,,
REG-0014063,,,
REG-0014064,,,
REG-0014065,,,
REG-0014066,113.0,,Flotabilidad 0.20 / Densidad 1.28 / Particulas por gramo 2387
REG-0014067,113.0,,Flotabilidad 0.40 / Densidad 1.26 / Particulas por gramo 1846
REG-0014068,,,
REG-0014069,,,
REG-0014070,,,
REG-0014071,,,
REG-0014072,,,
REG-0014073,,,
REG-0014074,,,
REG-0014075,,,
REG-0014076,113.0,,Flotabilidad 0.13 / Densidad 1.28 / Particulas por gramo 2400
REG-0014077,113.0,,Flotabilidad 0.20 / Densidad 1.28 / Particulas por gramo 1875
REG-0014078,,,
REG-0014079,,,
REG-0014080,,,
REG-0014081,,,
REG-0014082,,,
REG-0014083,,,
REG-0014084,,,
REG-0014085,,,
REG-0014086,113.0,,Flotabilidad 0.05 / Densidad 1.26 / Particulas por gramo 2063
REG-0014087,113.0,,Flotabilidad 0.07 / Densidad 1.26 / Particulas por gramo 1857
REG-0014088,,,
REG-0014089,,,
REG-0014090,,,
REG-0014091,,,
REG-0014092,,,
REG-0014093,113.0,,Flotabilidad 0.06 / Densidad 1.28 / Particulas por gramo 2222
REG-0014094,113.0,,Flotabilidad 0.07 / Densidad 1.28 / Particulas por gramo 2000
REG-0014095,,,
REG-0014096,,,
REG-0014097,,,
REG-0014098,,,
REG-0014099,,,
REG-0014100,,,
REG-0014101,113.0,,Flotabilidad 0.11 / Densidad 1.28 / Particulas por gramo 2400
REG-0014102,113.0,,Flotabilidad 0.10 / Densidad 1.28 / Particulas por gramo 2000
REG-0014103,,,
REG-0014104,,,
REG-0014105,,,
REG-0014106,,,
REG-0014107,,,
REG-0014108,,,
REG-0014109,,,
REG-0014110,,,
REG-0014111,113.0,,Flotabilidad 0.11 / Densidad 1.28 / Particulas por gramo 2188
REG-0014112,113.0,,Flotabilidad 0.21 / Densidad 1.28 / Particulas por gramo 1944
REG-0014113,,,
REG-0014114,,,
REG-0014115,,,
REG-0014116,,,
REG-0014117,,,
REG-0014118,,,
REG-0014119,,,
REG-0014120,113.0,,Flotabilidad 0.08 / Densidad 1.28 / Particulas por gramo 2257
REG-0014121,113.0,,Flotabilidad 0.33 / Densidad 1.26 / Particulas por gramo 1750
REG-0014122,,,
REG-0014123,,,
REG-0014124,,,
REG-0014125,,,
REG-0014126,,,
REG-0014127,,,
REG-0014128,,,
REG-0014129,,,
REG-0014130,113.0,,Flotabilidad 0.07 / Densidad 1.28 / Particulas por gramo 2313
REG-0014131,113.0,,Flotabilidad 0.30 / Densidad 1.26 / Particulas por gramo 1778
REG-0014132,,,
REG-0014133,,,
REG-0014134,,,
REG-0014135,,,
REG-0014136,,,
REG-0014137,,,
REG-0014138,,,
REG-0014139,,,
REG-0014140,113.0,,Flotabilidad 0.05 / Densidad 1.26 / Particulas por gramo 2462
REG-0014141,113.0,,Flotabilidad 0.44 / Densidad 1.25 / Particulas por gramo 1810 / Reflote 0.332
REG-0014142,6.0,1.0,Aw alto 0.65
REG-0014143,,,
REG-0014144,,,
REG-0014145,,,
REG-0014146,,,
REG-0014147,,,
REG-0014148,113.0,,Flotabilidad 0.05 / Densidad 1.28 / Particulas por gramo 2333
REG-0014149,113.0,,Flotabilidad 0.36 / Densidad 1.26 / Particulas por gramo 1833
REG-0014150,,,
REG-0014151,,,
REG-0014152,,,
REG-0014153,,,
REG-0014154,113.0,,Flotabilidad 0.25 / Densidad 1.28 / Particulas por gramo 2133
REG-0014155,113.0,,Flotabilidad 0.32 / Densidad 1.26 / Particulas por gramo 1833
REG-0014156,,,
REG-0014157,,,
REG-0014158,,,
REG-0014159,,,
REG-0014160,,,
REG-0014161,,,
REG-0014162,,,
REG-0014163,113.0,,Flotabilidad 0.16 / Densidad 1.29 / Particulas por gramo 2389
REG-0014164,,,
REG-0014165,,,
REG-0014166,,,
REG-0014167,,,
REG-0014168,,,
REG-0014169,,,
REG-0014170,113.0,,Flotabilidad 0.15 / Densidad 1.28
REG-0014171,113.0,,Flotabilidad 0.18 / Densidad 1.26 / Particulas por gramo 2000
REG-0014172,,,
REG-0014173,,,
REG-0014174,,,
REG-0014175,113.0,,Flotabilidad 0.16 / Particulas por gramo 2069
REG-0014176,,,
REG-0014177,,,
REG-0014178,,,
REG-0014179,113.0,,Flotabilidad 0.27 / Particulas por gramo 2167 / Densidad 1.28
REG-0014180,,,
REG-0014181,,,
REG-0014182,113.0,,Flotabilidad 0.31 / Particulas por gramo 2071 / Densidad 1.28
REG-0014183,,,
REG-0014184,,,
REG-0014185,,,
REG-0014186,113.0,,Flotabilidad 0.12 / Particulas por gramo 1935
REG-0014187,,,
REG-0014188,,,
REG-0014189,,,
REG-0014190,113.0,,Flotabilidad 0.26 / Particulas por gramo 2069
REG-0014191,,,
REG-0014192,,,
REG-0014193,,,
REG-0014194,,,
REG-0014195,,,
REG-0014196,,,
REG-0014197,113.0,,Flotabilidad 0.29 / Particulas por gramo 2000   / Densidad 1.28
REG-0014198,113.0,,Flotabilidad 0.38 / Particulas por gramo 3529
REG-0014199,113.0,,Flotabilidad 0.09 / Densidad 1.26 / Particulas por gramo 1833
REG-0014200,,,
REG-0014201,,,
REG-0014202,,,
REG-0014203,,,
REG-0014204,,,
REG-0014205,,,
REG-0014206,,,
REG-0014207,,,
REG-0014208,,,
REG-0014209,,,
REG-0014210,,,
REG-0014211,113.0,,Flotabilidad 0.33 / Densidad 1.28 / Particulas por gramo 2000
REG-0014212,113.0,,Flotabilidad 0.43 / Densidad 1.28 / Particulas por gramo 1842
REG-0014213,,,
REG-0014214,,,
REG-0014215,,,
REG-0014216,,,
REG-0014217,,,
REG-0014218,,,
REG-0014219,,,
REG-0014220,,,
REG-0014221,,,
REG-0014222,113.0,,Flotabilidad 0.32 / Densidad 1.28 / Particulas por gramo 1938
REG-0014223,113.0,,Flotabilidad 0.47 / Densidad 1.26 / Particulas por gramo 1913
REG-0014224,,,
REG-0014225,,,
REG-0014226,,,
REG-0014227,,,
REG-0014228,,,
REG-0014229,,,
REG-0014230,113.0,,Flotabilidad 0.19 / Densidad 1.26 / Particulas por gramo 1889
REG-0014231,,,
REG-0014232,,,
REG-0014233,,,
REG-0014234,,,
REG-0014235,,,
REG-0014236,,,
REG-0014237,113.0,,Flotabilidad 0.27 / Densidad 1.28 / Particulas por gramo 1909
REG-0014238,113.0,,Flotabilidad 0.39 / Densidad 1.28 / Particulas por gramo 1875
REG-0014239,,,
REG-0014240,,,
REG-0014241,,,
REG-0014242,,,
REG-0014243,,,
REG-0014244,113.0,,Flotabilidad 0.35 / Densidad 1.28 / Particulas por gramo 1667
REG-0014245,113.0,,Flotabilidad 0.41 / Densidad 1.26 / Particulas por gramo 1800
REG-0014246,,,
REG-0014247,,,
REG-0014248,,,
REG-0014249,,,
REG-0014250,113.0,,Flotabilidad 0.50 / Densidad 1.26 / Particulas por gramo 1870
REG-0014251,,,
REG-0014252,,,
REG-0014253,,,
REG-0014254,,,
REG-0014255,113.0,,Flotabilidad 0.43 / Densidad 1.28 / Particulas por gramo 1846
REG-0014256,,,
REG-0014257,,,
REG-0014258,,,
REG-0014259,113.0,,Flotabilidad 0.30/ Densidad 1.28 / Particulas por gramo 2000
REG-0014260,,,
REG-0014261,,,
REG-0014262,,,
REG-0014263,,,
REG-0014264,113.0,,Flotabilidad 0.19 / Densidad 1.26 / Particulas por gramo 2150
REG-0014265,9.0,1.0,Aw alto 0.69
REG-0014266,,,
REG-0014267,,,
REG-0014268,113.0,,Flotabilidad 0.29 / Densidad 1.26 / Particulas por gramo 1844
REG-0014269,,,
REG-0014270,,,
REG-0014271,,,
REG-0014272,,,
REG-0014273,113.0,,Flotabilidad 0.23/ Densidad 1.28 / Particulas por gramo 2000
REG-0014274,,,
REG-0014275,,,
REG-0014276,113.0,,Flotabilidad 0.27 / Densidad 1.28 / Particulas por gramo 2444
REG-0014277,,,
REG-0014278,,,
REG-0014279,,,
REG-0014280,113.0,,Flotabilidad 0.47 / Densidad 1.26 / Particulas por gramo 1842
REG-0014281,,,
REG-0014282,,,
REG-0014283,,,
REG-0014284,113.0,,Flotabilidad 0.30 / Densidad 1.28 / Particulas por gramo 2667
REG-0014285,,,
REG-0014286,,,
REG-0014287,,,
REG-0014288,,,
REG-0014289,,,
REG-0014290,,,
REG-0014291,,,
REG-0014292,113.0,,Flotabilidad 0.30 / Densidad 1.28 / Particulas por gramo 2667
REG-0014293,,,
REG-0014294,113.0,,Flotabilidad 0.17 / Densidad 1.28 / Particulas por gramo 2182
REG-0014295,,,
REG-0014296,,,
REG-0014297,,,
REG-0014298,,,
REG-0014299,113.0,,Flotabilidad 0.37 / Densidad 1.28 / Particulas por gramo 1815
REG-0014300,,,
REG-0014301,,,
REG-0014302,,,
REG-0014303,113.0,,Flotabilidad 0.41/ Densidad 1.26 / Particulas por gramo 2125
REG-0014304,,,
REG-0014305,,,
REG-0014306,,,
REG-0014307,,,
REG-0014308,113.0,,Flotabilidad 0.28 / Densidad 1.29 / Particulas por gramo 1900
REG-0014309,,,
REG-0014310,,,
REG-0014311,,,
REG-0014312,,,
REG-0014313,,,
REG-0014314,113.0,,Flotabilidad 0.15 / Densidad 1.26 / Particulas por gramo 2167
REG-0014315,113.0,,Flotabilidad 0.14 / Densidad 1.28
REG-0014316,,,
REG-0014317,,,
REG-0014318,,,
REG-0014319,,,
REG-0014320,,,
REG-0014321,,,
REG-0014322,,,
REG-0014323,,,
REG-0014324,,,
REG-0014325,113.0,,Flotabilidad 0.32 / Densidad 1.28 / Particulas por gramo 2071
REG-0014326,113.0,,Flotabilidad 0.29 / Densidad 1.26 / Particulas por gramo 2333
REG-0014327,,,
REG-0014328,,,
REG-0014329,,,
REG-0014330,,,
REG-0014331,,,
REG-0014332,,,
REG-0014333,,,
REG-0014334,,,
REG-0014335,,,
REG-0014336,,,
REG-0014337,,,
REG-0014338,,,
REG-0014339,113.0,,Flotabilidad 0.44 / Densidad 1.26
REG-0014340,113.0,,Flotabilidad 0.24 / Densidad 1.28 / Particulas por gramo 2211
REG-0014341,,,
REG-0014342,,,
REG-0014343,,,
REG-0014344,,,
REG-0014345,,,
REG-0014346,,,
REG-0014347,,,
REG-0014348,113.0,,Flotabilidad 0.27 / Densidad 1.28 / Particulas por gramo 2500
REG-0014349,,,
REG-0014350,,,
REG-0014351,113.0,,Flotabilidad 0.28 / Densidad 1.28 / Particulas por gramo 2667
REG-0014352,113.0,,Flotabilidad 0.26 / Densidad 1.28 / Particulas por gramo 2600
REG-0014353,,,
REG-0014354,,,
REG-0014355,,,
REG-0014356,,,
REG-0014357,,,
REG-0014358,,,
REG-0014359,,,
REG-0014360,113.0,,Flotabilidad 0.29 / Densidad 1.28 / Particulas por gramo 1818
REG-0014361,113.0,,Flotabilidad 0.20 / Densidad 1.28 / Particulas por gramo 1826
REG-0014362,,,
REG-0014363,,,
REG-0014364,,,
REG-0014365,,,
REG-0014366,,,
REG-0014367,,,
REG-0014368,,,
REG-0014369,,,
REG-0014370,113.0,,Flotabilidad 0.27 / Densidad 1.26 / Particulas por gramo 2500
REG-0014371,113.0,,Flotabilidad 0.24 / Densidad 1.26 / Particulas por gramo 1917
REG-0014372,,,
REG-0014373,,,
REG-0014374,,,
REG-0014375,,,
REG-0014376,,,
REG-0014377,113.0,,Flotabilidad 0.22 / Densidad 1.26 / Particulas por gramo 2727
REG-0014378,113.0,,Flotabilidad 0.40 / Densidad 1.26 / Particulas por gramo 1815
REG-0014379,,,
REG-0014380,,,
REG-0014381,,,
REG-0014382,,,
REG-0014383,,,
REG-0014384,,,
REG-0014385,,,
REG-0014386,,,
REG-0014387,113.0,,Flotabilidad 0.21 / Densidad 1.28 / Particulas por gramo 3750
REG-0014388,113.0,,Flotabilidad 0.25 / Densidad 1.28 / Particulas por gramo 2158
REG-0014389,,,
REG-0014390,,,
REG-0014391,,,
REG-0014392,,,
REG-0014393,,,
REG-0014394,,,
REG-0014395,113.0,,Flotabilidad 0.33 / Densidad 1.28 / Particulas por gramo 2000
REG-0014396,113.0,,Flotabilidad 0.32 / Densidad 1.28 / Particulas por gramo 1833
REG-0014397,,,
REG-0014398,,,
REG-0014399,,,
REG-0014400,,,
REG-0014401,113.0,,Flotabilidad 0.29 / Densidad 1.28 / Particulas por gramo 2000
REG-0014402,113.0,,Flotabilidad 0.36 / Densidad 1.28 / Particulas por gramo 1833
REG-0014403,,,
REG-0014404,,,
REG-0014405,,,
REG-0014406,,,
REG-0014407,113.0,,Flotabilidad 0.34 / Densidad 1.25
REG-0014408,113.0,,Flotabilidad 0.07 / Densidad 1.29 / Particulas por gramo 1833
REG-0014409,,,
REG-0014410,,,
REG-0014411,,,
REG-0014412,,,
REG-0014413,,,
REG-0014414,,,
REG-0014415,,,
REG-0014416,,,
REG-0014417,113.0,,Flotabilidad 0.16 / Densidad 1.28 / Particulas por gramo 2919
REG-0014418,113.0,,Flotabilidad 0.11 / Densidad 1.28 / Particulas por gramo 2091
REG-0014419,,,
REG-0014420,,,
REG-0014421,,,
REG-0014422,,,
REG-0014423,,,
REG-0014424,,,
REG-0014425,113.0,,Flotabilidad 0.47 / Densidad 1.26 / Particulas por gramo 2857
REG-0014426,113.0,,Flotabilidad 0.50 / Densidad 1.26 / Particulas por gramo 2826 / Proteina Baja 38.32
REG-0014427,,,
REG-0014428,,,
REG-0014429,,,
REG-0014430,,,
REG-0014431,,,
REG-0014432,,,
REG-0014433,113.0,,Flotabilidad 0.17 / Densidad 1.29 / Particulas por gramo 2000
REG-0014434,,,
REG-0014435,,,
REG-0014436,,,
REG-0014437,,,
REG-0014438,,,
REG-0014439,,,
REG-0014440,,,
REG-0014441,,,
REG-0014442,113.0,,Flotabilidad 0.22/ Densidad 1.26 / Particulas por gramo   1667
REG-0014443,113.0,,Flotabilidad 0.22/ Densidad 1.26 / Particulas por gramo 1800
REG-0014444,,,
REG-0014445,,,
REG-0014446,,,
REG-0014447,,,
REG-0014448,,,
REG-0014449,,,
REG-0014450,113.0,,Flotabilidad 0.27/ Densidad 1.27 / Particulas por gramo 2254
REG-0014451,113.0,,Flotabilidad 0.28/ Densidad 1.28 / Particulas por gramo 2600
REG-0014452,,,
REG-0014453,,,
REG-0014454,,,
REG-0014455,,,
REG-0014456,,,
REG-0014457,113.0,,Flotabilidad 0.28/ Prote�na / Densidad 1.28 / Particulas por gramo 2600
REG-0014458,,,
REG-0014459,,,
REG-0014460,,,
REG-0014461,,,
REG-0014462,,,
REG-0014463,,,
REG-0014464,113.0,,Flotabilidad 0.31/ Densidad 1.27 / Particulas por gramo 2254
