IdRegistro,IdRango,Valor
REG-0012086,159,6.06
REG-0012086,160,5.9
REG-0012087,152,0.19
REG-0012087,153,0.14
REG-0012087,154,0.29
REG-0012087,155,1.44
REG-0012087,156,12.23
REG-0012087,157,39.12
REG-0012087,158,32.75
REG-0012087,159,7.54
REG-0012087,160,6.3
REG-0012088,152,0.07
REG-0012088,153,0.87
REG-0012088,154,1.05
REG-0012088,155,1.27
REG-0012088,156,8.21
REG-0012088,157,63.32
REG-0012088,158,21.97
REG-0012088,159,1.82
REG-0012088,160,1.42
REG-0012089,152,0.25
REG-0012089,153,0.37
REG-0012089,154,0.28
REG-0012089,155,0.38
REG-0012089,156,5.44
REG-0012089,157,59.54
REG-0012089,158,28.39
REG-0012089,159,2.84
REG-0012089,160,2.51
REG-0012090,152,0.01
REG-0012090,153,0.2
REG-0012090,154,0.18
REG-0012090,155,1.34
REG-0012090,156,13.14
REG-0012090,157,38.85
REG-0012090,158,32.28
REG-0012090,159,7.22
REG-0012090,160,6.78
REG-0012091,152,0.05
REG-0012091,153,0.43
REG-0012091,154,0.37
REG-0012091,155,0.28
REG-0012091,156,5.9
REG-0012091,157,61.04
REG-0012091,158,26.55
REG-0012091,159,3.04
REG-0012091,160,2.34
REG-0012092,152,0.13
REG-0012092,153,0.51
REG-0012092,154,0.32
REG-0012092,155,0.22
REG-0012092,156,5.44
REG-0012092,157,65.15
REG-0012092,158,24.12
REG-0012092,159,1.38
REG-0012092,160,2.73
REG-0012093,152,0.05
REG-0012093,153,0.34
REG-0012093,154,0.31
REG-0012093,155,0.24
REG-0012093,156,2.74
REG-0012093,157,44.66
REG-0012093,158,41.45
REG-0012093,159,6.01
REG-0012093,160,4.2
REG-0012094,152,0.13
REG-0012094,153,0.36
REG-0012094,154,0.06
REG-0012094,155,0.28
REG-0012094,156,7.0
REG-0012094,157,67.64
REG-0012094,158,21.72
REG-0012094,159,0.93
REG-0012094,160,1.88
REG-0012095,152,0.05
REG-0012095,153,0.18
REG-0012095,154,0.15
REG-0012095,155,0.3
REG-0012095,156,2.13
REG-0012095,157,40.57
REG-0012095,158,43.37
REG-0012095,159,7.27
REG-0012095,160,5.98
REG-0012096,152,0.12
REG-0012096,153,0.12
REG-0012096,154,0.17
REG-0012096,155,0.21
REG-0012096,156,6.65
REG-0012096,157,64.55
REG-0012096,158,22.71
REG-0012096,159,1.67
REG-0012096,160,3.8
REG-0012097,152,0.09
REG-0012097,153,0.48
REG-0012097,154,0.1
REG-0012097,155,0.21
REG-0012097,156,2.34
REG-0012097,157,45.03
REG-0012097,158,41.5
REG-0012097,159,6.32
REG-0012097,160,3.93
REG-0012098,152,0.02
REG-0012098,153,0.09
REG-0012098,154,0.0
REG-0012098,155,0.26
REG-0012098,156,5.67
REG-0012098,157,75.12
REG-0012098,158,17.66
REG-0012098,159,0.6
REG-0012098,160,0.58
REG-0012099,152,0.01
REG-0012099,153,0.18
REG-0012099,154,0.24
REG-0012099,155,0.52
REG-0012099,156,3.95
REG-0012099,157,69.46
REG-0012099,158,23.42
REG-0012099,159,1.38
REG-0012099,160,0.84
REG-0012100,152,0.01
REG-0012100,153,0.12
REG-0012100,154,0.08
REG-0012100,155,0.11
REG-0012100,156,2.61
REG-0012100,157,67.86
REG-0012100,158,27.06
REG-0012100,159,1.68
REG-0012100,160,0.47
REG-0012101,152,0.05
REG-0012101,153,0.01
REG-0012101,154,0.28
REG-0012101,155,0.19
REG-0012101,156,3.48
REG-0012101,157,67.8
REG-0012101,158,25.7
REG-0012101,159,1.99
REG-0012101,160,0.5
REG-0012102,152,0.01
REG-0012102,153,0.28
REG-0012102,154,0.07
REG-0012102,155,0.14
REG-0012102,156,1.79
REG-0012102,157,59.18
REG-0012102,158,34.95
REG-0012102,159,2.9
REG-0012102,160,0.68
REG-0012103,152,0.06
REG-0012103,153,0.01
REG-0012103,154,0.25
REG-0012103,155,0.24
REG-0012103,156,3.9
REG-0012103,157,68.56
REG-0012103,158,24.69
REG-0012103,159,1.56
REG-0012103,160,0.73
REG-0012104,152,0.0
REG-0012104,153,0.23
REG-0012104,154,0.21
REG-0012104,155,0.51
REG-0012104,156,2.3
REG-0012104,157,50.63
REG-0012104,158,40.85
REG-0012104,159,4.44
REG-0012104,160,0.83
REG-0012105,152,0.01
REG-0012105,153,0.0
REG-0012105,154,0.05
REG-0012105,155,0.25
REG-0012105,156,3.58
REG-0012105,157,67.29
REG-0012105,158,26.98
REG-0012105,159,1.02
REG-0012105,160,0.82
REG-0012106,152,0.07
REG-0012106,153,0.19
REG-0012106,154,0.11
REG-0012106,155,0.34
REG-0012106,156,2.16
REG-0012106,157,48.43
REG-0012106,158,43.0
REG-0012106,159,4.91
REG-0012106,160,0.79
REG-0012107,152,0.03
REG-0012107,153,0.06
REG-0012107,154,0.09
REG-0012107,155,0.18
REG-0012107,156,3.67
REG-0012107,157,66.73
REG-0012107,158,26.72
REG-0012107,159,1.92
REG-0012107,160,0.6
REG-0012108,152,0.01
REG-0012108,153,0.12
REG-0012108,154,0.39
REG-0012108,155,0.19
REG-0012108,156,2.19
REG-0012108,157,48.64
REG-0012108,158,41.85
REG-0012108,159,5.03
REG-0012108,160,1.58
REG-0012109,152,0.01
REG-0012109,153,0.03
REG-0012109,154,0.07
REG-0012109,155,0.18
REG-0012109,156,3.84
REG-0012109,157,64.4
REG-0012109,158,29.09
REG-0012109,159,1.47
REG-0012109,160,0.91
REG-0012110,152,0.12
REG-0012110,153,0.35
REG-0012110,154,0.26
REG-0012110,155,0.33
REG-0012110,156,2.35
REG-0012110,157,47.55
REG-0012110,158,42.9
REG-0012110,159,4.94
REG-0012110,160,1.2
REG-0012111,152,0.02
REG-0012111,153,0.02
REG-0012111,154,0.09
REG-0012111,155,0.34
REG-0012111,156,3.62
REG-0012111,157,66.19
REG-0012111,158,27.38
REG-0012111,159,1.27
REG-0012111,160,1.07
REG-0012112,152,0.01
REG-0012112,153,0.1
REG-0012112,154,0.39
REG-0012112,155,0.43
REG-0012112,156,8.53
REG-0012112,157,74.98
REG-0012112,158,13.36
REG-0012112,159,1.06
REG-0012112,160,1.14
REG-0012113,152,0.02
REG-0012113,153,0.1
REG-0012113,154,0.05
REG-0012113,155,0.28
REG-0012113,156,4.2
REG-0012113,157,65.88
REG-0012113,158,27.29
REG-0012113,159,1.09
REG-0012113,160,1.09
REG-0012114,152,0.01
REG-0012114,153,0.08
REG-0012114,154,0.1
REG-0012114,155,0.41
REG-0012114,156,3.51
REG-0012114,157,51.22
REG-0012114,158,40.05
REG-0012114,159,3.48
REG-0012114,160,1.14
REG-0012115,152,0.01
REG-0012115,153,0.17
REG-0012115,154,0.34
REG-0012115,155,0.35
REG-0012115,156,4.58
REG-0012115,157,67.7
REG-0012115,158,25.12
REG-0012115,159,1.27
REG-0012115,160,0.46
REG-0012116,152,0.01
REG-0012116,153,0.14
REG-0012116,154,0.05
REG-0012116,155,0.31
REG-0012116,156,3.96
REG-0012116,157,66.79
REG-0012116,158,26.35
REG-0012116,159,1.38
REG-0012116,160,1.01
REG-0012117,152,0.01
REG-0012117,153,0.14
REG-0012117,154,0.19
REG-0012117,155,0.39
REG-0012117,156,9.25
REG-0012117,157,68.56
REG-0012117,158,18.34
REG-0012117,159,1.84
REG-0012117,160,1.28
