Fecha,Turno,TAC,Codigo,Linea,Lote,Hora,Etapa,Ver,Agrupador,Categoria,Proteina (%),Humedad (%),Grasa (%),Ceniza (%),Fibra (%),Proteina F.(%),Humedad F.(%),Lipidos F. (%),Ceniza F.(%),Fibra F.(%),Almidon F. (%),VQ - Proteina R.(%),"VQ - Humedad R.(%) ",VQ - Grasa E.E R.(%),VQ - Grasa H.A R.(%),VQ - % Ceniza,VQ - % Fibra,VQ - % Almidón,VQ - CALCIO,VQ - FOSFORO,VQ - MAGNESIO,VQ - POTASIO,VQ - SODIO,VQ - COLESTEROL mg/100g,VQ - Aw,AF - W2,AF - PM,AF - Hidroestabilidad,"AF - <0.250  ","AF - 0.250 - 0.300 ","AF - 0.300 - 0.400 ","AF - 0.400 - 0.500 ","AF - 0.500 - 0.600 ","AF - 0.600 - 0.700 ","AF - 0.700 - 0.800 ","AF - 0.800 - 0.900 ","AF - 0.900 - 1.00 ",AF - 1.0 - 1.1,AF - >1.11,AF - Conforme Longitud,AF - Longitud <=  10.00 %,AF - <0.250  2,"AF - 0.250 - 0.300  ","AF - 0.300 - 0.400  ","AF - 0.400 - 0.500  ","AF - 0.500 - 0.600  ","AF - 0.600 - 0.700  ",AF - 0.700 - 0.800,"AF - 0.800 - 0.900  ","AF - 0.900 - 1.0 ","AF - 1.0 - 1.1 ",AF - >1.1,AF - Conforme Diametro,AF - Diametro <=  10.00 %,AF - Apariencia,AF - % Rebabas,AF - % de Finos <250 um,PPG - Peso,PPG - Particulas,PPG - Part./g,FH - PESO2,"FH - Pellets que Flotan 140 PPT ",FH - Flotabilidad % 140 (10s)ppt,FH - Tiempo de Hundimiento 140ppt(seg)2,FH - % Hundimiento 140,DE - VOL.1,DE - VOL.2,DE - DIF. VOLUMEN,DE - PESO,DE - DENSIDAD ESPECIFICA (kg/L),DA - PESO3,DA - VOLUMEN DEL VASO,DA - DENSIDAD APARENTE  (g/L),R140 - Peso./g,R140 - Part.g /25 gr,"R140 - Minuto""5"" ","R140 - Minuto  ""15"" ","R140 - Minuto  ""30"" ","R140 - Minuto  ""60"" ",R140 - % Reflote 140 PPT,D. Empleo,Autorizado por:,Cantidad de Bolsas,Cantidad de Bolsas 2,Cantidad de Bolsas 3,Cantidad de Bolsas 4,Total Bolsas,TN,Codigo QM,Motivo Pulmon,Observaciones,Causas Pulmon
1/7/2026,III,FCERDANY,7530857,A,PE260107A0,06:30:00,ZARANDA,21,HD14378,Nicovita Katal Camar�n,43.5-45.5,5.5-11.5,6.0-10,13,2.60,43.50,11.29,7.49,9.55,2.14,12.00,42.92,9.67,7.39,9.17,10.15,1.66,12.20,1.88,1.20,0.21,1.46,0.57,119.30,0.55,138,176,BUENA,0.01,0,0.1,1.02,10.67,46.6,29.38,4.44,1.96,1.26,4.56,87.67,12.33,0.17,0.25,1.54,5.67,17.23,47.33,26.21,1.52,0.07,0.01,0,96.44,3.56,BUENA,0.90%,,0.041,150,3659,15,20,0.04%,25,99.96%,50,73.8,23.8,30,1.26,,0.3,0,25,91463,5,5,5,5,0.002%,,,,,,,0,0,,,,
1/7/2026,III,FCERDANY,7530857,A,PE260107A0,06:30:00,PT,21,HD14378,Nicovita Katal Camar�n,43.5-45.5,5.5-11.5,6.0-10,13,2.60,43.50,11.29,7.49,9.55,2.14,12.00,42.68,9.25,8.44,10.11,9.78,1.68,12.78,1.85,1.20,0.20,1.44,0.52,119.25,0.55,140,180,BUENA,0.01,0,0.08,1.16,11.89,46.88,27.88,4.54,1.88,1.23,4.45,87.81,12.19,0.44,0.31,2.04,6.46,20.43,45.47,23.42,1.37,0.05,0.01,0,95.78,4.22,BUENA,0.80%,0.07%,0.038,150,3947,15,15,0.03%,25,99.97%,50,73.5,23.5,30,1.28,210,0.3,700,25,98684,5,5,5,5,0.003%,Concesi�n,PIERO A.,452,,,,452,11.3,40000483094,Proteina baja," Proteina baja 42.68 / Densidad 1.28 / Conformidad long 87.81  ",Variabilidad de proceso
1/8/2026,I,JALVARADOS,7530857,A,PE260108A0,07:30:00,ZARANDA,21,HD14378,Nicovita Katal Camar�n,43.5-45.5,5.5-11.5,6.0-10,13,2.60,43.50,11.29,7.49,9.55,2.14,12.00,41.06,9.74,7.60,9.40,10.62,1.79,12.40,1.69,1.15,0.26,1.55,0.74,105.08,0.56,135,170,BUENA,0.02,0,0.08,1.07,10.08,43.66,31.97,5.41,2.12,1.16,4.43,86.78,13.22,0.18,0.21,1.62,5.63,17.63,44.95,27.91,1.81,0.04,0.02,0,96.12,3.88,BUENA,1.25%,,0.013,62,4769,15,150,0.21%,120,99.79%,50,73.8,23.8,30,1.26,,0.3,0,25,119231,5,5,10,10,0.001%,,,,,,,0,0,,,,
1/8/2026,I,JALVARADOS,7530857,A,PE260108A0,09:30:00,ZARANDA,21,HD14378,Nicovita Katal Camar�n,43.5-45.5,5.5-11.5,6.0-10,13,2.60,43.50,11.29,7.49,9.55,2.14,12.00,41.21,9.71,7.61,9.37,10.40,1.74,12.61,1.77,1.18,0.25,1.52,0.68,110.47,0.55,135,170,BUENA,0.03,0,0.04,0.77,8.73,40.16,33.47,6.45,2.49,1.74,6.12,83.13,16.87,0.21,0.21,1.28,4.81,16.18,45.19,30.21,1.83,0.07,0.01,0,96.39,3.61,BUENA,1.51%,,0.016,67,4188,15,100,0.16%,80,99.84%,50,74,24,30,1.25,,0.3,0,25,104688,5,5,8,8,0.002%,,,,,,,0,0,,,,
1/8/2026,I,JALVARADOS,7530857,A,PE260108A0,12:00:00,ARRANQUE,21,HD14378,Nicovita Katal Camar�n,43.5-45.5,5.5-11.5,6.0-10,13,2.60,43.50,11.29,7.49,9.55,2.14,12.00,41.65,10.25,8.06,9.71,9.94,1.62,12.91,1.82,1.15,0.18,1.47,0.56,116.65,0.57,141,182,BUENA,0.01,0,0.05,0.37,10.75,53.33,28.63,1.94,1.18,0.86,2.88,93.08,6.92,0.1,0.2,1.44,3.28,16.23,50.21,27.99,0.53,0.01,0.01,0,97.71,2.29,BUENA,0.63%,,0.015,75,5000,15,55,0.07%,60,99.93%,50,74.2,24.2,30,1.24,,0.3,0,25,125000,5,5,10,10,0.008%,,,,,,,0,0,,,,
1/8/2026,I,JALVARADOS,7530857,A,PE260108A0,13:50:00,ZARANDA,21,HD14378,Nicovita Katal Camar�n,43.5-45.5,5.5-11.5,6.0-10,13,2.60,43.50,11.29,7.49,9.55,2.14,12.00,41.98,9.68,8.26,9.90,9.94,1.66,12.98,1.88,1.19,0.20,1.47,0.54,120.42,0.56,146,192,BUENA,0.02,0,0.02,0.31,16.02,58.68,19.92,1.34,0.77,0.62,2.3,94.93,5.07,0.22,0.21,0.66,4.46,23.32,51.79,18.99,0.33,0.01,0,0.01,98.56,1.44,BUENA,0.42%,,0.011,56,5091,15,20,0.03%,40,99.97%,50,74.3,24.3,30,1.23,,0.3,0,25,127273,3,3,5,5,0.001%,,,,,,,0,0,,,,
1/8/2026,I,JALVARADOS,7530857,A,PE260108A0,14:30:00,PT,21,HD14378,Nicovita Katal Camar�n,43.5-45.5,5.5-11.5,6.0-10,13,2.60,43.50,11.29,7.49,9.55,2.14,12.00,41.81,9.08,7.71,9.44,10.41,1.71,12.92,1.83,1.21,0.24,1.52,0.64,113.52,0.54,140,180,BUENA,0.02,0.02,0.29,1.92,10.83,40.91,28.58,6.39,3.12,2.04,5.88,82.24,17.76,0.51,0.9,3.89,8.39,19.89,41.68,22.85,1.74,0.12,0.01,0.02,92.81,7.19,BUENA,1.16%,,0.013,56,4308,15,40,0.06%,55,99.94%,50,74.2,24.2,30,1.24,198,0.3,660,25,107692,10,10,10,10,0.028%,Pendiente,PIERO A.,132,,,,132,3.3,40000483519,Proteina baja,Flotabilidad 0.06% / Proteina baja 41.81 / Densidad 1.24 / Conformidad long 82.24,Variabilidad de proceso
1/8/2026,II,APACHAMANGOL,7530857,A,PE260108A0,15:30:00,ZARANDA,21,HD14378,Nicovita Katal Camar�n,43.5-45.5,5.5-11.5,6.0-10,13,2.60,43.50,11.29,7.49,9.55,2.14,12.00,42.09,9.44,8.38,10.04,9.97,1.61,13.14,1.93,1.19,0.22,1.45,0.51,124.24,0.56,140,180,BUENA,0.02,0.01,0.05,0.91,17.82,56.97,17.26,2.34,1.22,0.81,2.59,92.96,7.04,0.17,0.29,1.44,7.52,28.9,47.79,13.4,0.45,0.04,0,0,97.61,2.39,BUENA,0.77%,,0.026,165,6346,15,36,0.04%,55,99.96%,50,74.1,24.1,30,1.24,,0.3,0,25,158654,10,10,10,10,0.001%,,,,,,,0,0,,,,
1/8/2026,II,APACHAMANGOL,7530857,A,PE260108A0,17:30:00,ZARANDA,21,HD14378,Nicovita Katal Camar�n,43.5-45.5,5.5-11.5,6.0-10,13,2.60,43.50,11.29,7.49,9.55,2.14,12.00,42.09,9.60,8.46,10.19,9.89,1.57,13.15,1.89,1.19,0.20,1.45,0.52,121.83,0.55,146,192,BUENA,0.04,0.01,0.07,0.86,16.36,53.99,18.61,2.65,1.53,1.13,4.75,89.82,10.18,0.26,0.3,1.64,7.83,27.34,46.98,14.9,0.61,0.08,0.01,0.05,97.05,2.95,BUENA,0.84%,,0.02,110,5500,15,10,0.01%,20,99.99%,50,74.2,24.2,30,1.24,,0.3,0,25,137500,5,5,5,5,0.095%,,,,,,,0,0,,,,
1/8/2026,II,APACHAMANGOL,7530857,A,PE260108A0,19:00:00,ZARANDA,21,HD14378,Nicovita Katal Camar�n,43.5-45.5,5.5-11.5,6.0-10,13,2.60,43.50,11.29,7.49,9.55,2.14,12.00,41.84,9.37,8.44,10.17,10.32,1.64,12.91,1.88,1.22,0.23,1.47,0.61,122.28,0.54,142,184,BUENA,0.03,0,0.02,0.68,14.63,54.47,20.91,3.06,1.68,1.08,3.44,90.69,9.31,0.31,0.2,1.29,6.88,25.03,48.11,17.28,0.83,0.04,0.01,0.02,97.3,2.70,BUENA,0.65%,,0.032,140,4375,15,55,0.08%,80,99.92%,50,74.2,24.2,30,1.24,,0.3,0,25,109375,10,10,10,10,0.001%,,,,,,,0,0,,,,
1/8/2026,II,APACHAMANGOL,7530857,A,PE260108A0,21:00:00,ZARANDA,21,HD14378,Nicovita Katal Camar�n,43.5-45.5,5.5-11.5,6.0-10,13,2.60,43.50,11.29,7.49,9.55,2.14,12.00,41.91,9.29,8.11,10.02,10.15,1.68,12.87,1.79,1.18,0.18,1.41,0.59,121.13,0.53,146,192,BUENA,0.02,0.01,0.05,1.06,15.42,54.22,20.52,3.12,1.53,1.03,3.02,91.22,8.78,0.25,0.32,1.68,8.05,28.04,46.52,14.42,0.66,0.06,0,0,97.03,2.97,BUENA,0.95%,,0.027,140,5185,15,28,0.04%,39,99.96%,50,74.1,24.1,30,1.24,,0.3,0,25,129630,5,5,5,5,0.100%,,,,,,,0,0,,,,
1/8/2026,II,APACHAMANGOL,7530857,A,PE260108A0,22:00:00,PT,21,HD14378,Nicovita Katal Camar�n,43.5-45.5,5.5-11.5,6.0-10,13,2.60,43.50,11.29,7.49,9.55,2.14,12.00,41.84,9.48,8.53,10.12,10.04,1.58,13.20,1.87,1.18,0.21,1.44,0.56,122.90,0.54,139,178,BUENA,0.12,0.01,0.07,1.04,16.43,55.29,19.24,2.68,1.25,0.86,3.01,92.00,8.00,0.4,0.35,1.63,7.5,26.81,47.44,15.3,0.54,0.02,0.01,0,97.05,2.95,BUENA,1.12%,0.12%,0.019,110,5789,15,26,0.03%,15,99.97%,50,74.2,24.2,30,1.24,194,0.3,647,25,144737,3,3,3,3,0.001%,Pendiente,PIERO A.,396,,,,396,9.9,40000483614,Proteina baja,Flotabilidad 0.03% / Proteina baja 41.84 / Densidad 1.24,Variabilidad de proceso
1/8/2026,III,CSIVINCHAV,7530857,A,PE260108A0,23:45:00,ZARANDA,21,HD14378,Nicovita Katal Camar�n,43.5-45.5,5.5-11.5,6.0-10,13,2.60,43.50,11.29,7.49,9.55,2.14,12.00,43.12,7.80,8.16,9.92,10.24,1.64,12.85,1.90,1.25,0.23,1.48,0.59,124.64,0.45,150,200,BUENA,0.09,0,0.11,1.33,14.78,50.66,21.7,4.41,2.06,1.3,3.56,88.47,11.53,0.33,0.35,1.89,9.3,28.74,43.87,14.56,0.89,0.06,0.01,0,96.47,3.53,BUENA,1.20%,,0.015,78,5200,15,300,0.38%,100,99.62%,50,74.1,24.1,30,1.24,,0.3,0,25,130000,1,1,1,1,0.062%,,,,,,,0,0,,,,
1/8/2026,III,CSIVINCHAV,7530857,A,PE260108A0,01:35:00,ZARANDA,21,HD14378,Nicovita Katal Camar�n,43.5-45.5,5.5-11.5,6.0-10,13,2.60,43.50,11.29,7.49,9.55,2.14,12.00,43.25,7.81,8.03,9.71,10.16,1.65,12.90,1.92,1.26,0.24,1.46,0.57,125.24,0.46,148,196,BUENA,0.04,0.01,0.08,1.26,14.87,50.13,21.52,4.53,2.24,1.56,3.76,87.78,12.22,0.27,0.32,2.1,8.86,29.14,43.71,14.54,1,0.03,0.01,0.02,96.25,3.75,BUENA,1.17%,,0.025,142,5680,15,120,0.14%,60,99.86%,50,74.2,24.2,30,1.24,,0.3,0,25,142000,1,1,1,1,0.001%,,,,,,,0,0,,,,
1/8/2026,III,CSIVINCHAV,7530857,A,PE260108A0,03:17:00,ZARANDA,21,HD14378,Nicovita Katal Camar�n,43.5-45.5,5.5-11.5,6.0-10,13,2.60,43.50,11.29,7.49,9.55,2.14,12.00,43.05,8.65,7.98,9.68,10.06,1.73,12.83,1.90,1.24,0.23,1.46,0.52,126.36,0.48,148,196,BUENA,0.05,0,0.07,1.23,14.22,51.67,22.57,4.04,1.62,1.15,3.38,89.69,10.31,0.24,0.36,2.01,8.11,27.4,45.22,15.77,0.82,0.06,0,0.01,96.5,3.50,BUENA,0.95%,,0.014,63,4500,15,120,0.18%,55,99.82%,50,74.2,24.2,30,1.24,,0.3,0,25,112500,0,0,0,0,0.089%,,,,,,,0,0,,,,
1/8/2026,III,CSIVINCHAV,7530857,A,PE260108A0,05:22:00,ZARANDA,21,HD14378,Nicovita Katal Camar�n,43.5-45.5,5.5-11.5,6.0-10,13,2.60,43.50,11.29,7.49,9.55,2.14,12.00,42.82,9.28,7.64,9.42,10.22,1.67,12.63,1.91,1.24,0.21,1.48,0.53,123.26,0.53,150,200,BUENA,0.08,0,0.06,0.99,14.05,52.78,23.03,3.18,1.5,1,3.33,90.85,9.15,0.28,0.22,1.56,7.01,25.41,47.16,17.55,0.78,0.03,0,0,97.13,2.87,BUENA,1.00%,,0.015,83,5533,15,95,0.11%,60,99.89%,50,74.2,24.2,30,1.24,,0.3,0,25,138333,1,1,1,1,0.009%,,,,,,,0,0,,,,
1/8/2026,III,CSIVINCHAV,7530857,A,PE260108A0,05:40:00,PT,21,HD14378,Nicovita Katal Camar�n,43.5-45.5,5.5-11.5,6.0-10,13,2.60,43.50,11.29,7.49,9.55,2.14,12.00,42.84,8.59,8.04,9.90,10.27,1.72,12.67,1.93,1.21,0.19,1.50,0.55,117.64,0.49,148,196,BUENA,0.03,0.01,0.11,1.14,14.85,50.45,21.98,4.31,2.05,1.32,3.75,88.42,11.58,0.37,0.34,1.88,8.91,28.1,44.47,14.94,0.93,0.05,0,0.01,96.42,3.58,BUENA,1.15%,0.08%,0.014,74,5286,15,100,0.13%,60,99.87%,50,74.1,24.1,30,1.24,200,0.3,666.6666667,25,132143,1,1,1,1,0.151%,Pendiente,PIERO A.,528,,,,528,13.2,,Proteina baja,Flotabilidad 0.13% / Proteina baja 42.84 / Densidad 1.24,Variabilidad de proceso
1/9/2026,I,JALVARADOS,7530857,A,PE260109A0,07:30:00,ZARANDA,21,HD14378,Nicovita Katal Camar�n,43.5-45.5,5.5-11.5,6.0-10,13,2.60,43.50,11.29,7.49,9.55,2.14,12.00,42.78,9.24,7.66,9.44,10.28,1.59,12.66,1.95,1.23,0.21,1.41,0.53,126.39,0.55,,-100,,0.09,0,0.11,1.61,12.93,45.85,24.02,6.14,3.02,1.85,4.38,84.41,15.59,0.47,0.61,3.29,9.72,26.43,41.88,16.39,1.18,0.03,0,0,94.42,5.58,BUENA,1.23%,,0.011,57,5182,15,120,0.15%,80,99.85%,50,74.2,24.2,30,1.24,,0.3,0,25,129545,3,3,3,3,0.006%,,,10,,,,10,0.25,,,,
