Fecha,Turno,TAC,Codigo,Linea,Lote,Hora,Etapa,Ver,Agrupador,Categoria,Proteina (%),Humedad (%),Grasa (%),Ceniza (%),Fibra (%),Proteina F.(%),Humedad F.(%),Lipidos F. (%),Ceniza F.(%),Fibra F.(%),Almidon F. (%),VQ - Proteina R.(%),"VQ - Humedad R.(%) ",VQ - Grasa E.E R.(%),VQ - Grasa H.A R.(%),VQ - % Ceniza,VQ - % Fibra,VQ - % Almidón,VQ - CALCIO,VQ - FOSFORO,VQ - MAGNESIO,VQ - POTASIO,VQ - SODIO,VQ - COLESTEROL mg/100g,VQ - Aw,AF - W2,AF - PM,AF - Hidroestabilidad,"AF - <0.250  ","AF - 0.250 - 0.300 ","AF - 0.300 - 0.400 ","AF - 0.400 - 0.500 ","AF - 0.500 - 0.600 ","AF - 0.600 - 0.700 ","AF - 0.700 - 0.800 ","AF - 0.800 - 0.900 ","AF - 0.900 - 1.00 ",AF - 1.0 - 1.1,AF - >1.11,AF - Conforme Longitud,AF - Longitud <=  10.00 %,AF - <0.250  2,"AF - 0.250 - 0.300  ","AF - 0.300 - 0.400  ","AF - 0.400 - 0.500  ","AF - 0.500 - 0.600  ","AF - 0.600 - 0.700  ",AF - 0.700 - 0.800,"AF - 0.800 - 0.900  ","AF - 0.900 - 1.0 ","AF - 1.0 - 1.1 ",AF - >1.1,AF - Conforme Diametro,AF - Diametro <=  10.00 %,AF - Apariencia,AF - % Rebabas,AF - % de Finos <250 um,PPG - Peso,PPG - Particulas,PPG - Part./g,FH - PESO2,"FH - Pellets que Flotan 140 PPT ",FH - Flotabilidad % 140 (10s)ppt,FH - Tiempo de Hundimiento 140ppt(seg)2,FH - % Hundimiento 140,DE - VOL.1,DE - VOL.2,DE - DIF. VOLUMEN,DE - PESO,DE - DENSIDAD ESPECIFICA (kg/L),DA - PESO3,DA - VOLUMEN DEL VASO,DA - DENSIDAD APARENTE  (g/L),R140 - Peso./g,R140 - Part.g /25 gr,"R140 - Minuto""5"" ","R140 - Minuto  ""15"" ","R140 - Minuto  ""30"" ","R140 - Minuto  ""60"" ",R140 - % Reflote 140 PPT,D. Empleo,Autorizado por:,Cantidad de Bolsas,Cantidad de Bolsas 2,Cantidad de Bolsas 3,Cantidad de Bolsas 4,Total Bolsas,TN,Codigo QM,Motivo Pulmon,Observaciones,Causas Pulmon
7/19/2025,II,OVASQUEZC,7530857,A,PE250719A0,01:00:00,ZARANDA,4,HD14378,Nicovita Katal Camar�n,43.5-45.5,5.5-11,6.0-10,13,2.60,43.50,11.00,6.72,11.44,2.01,12.00,44.80,7.53,7.55,9.53,11.01,1.89,13.10,1.91,1.21,0.27,1.46,0.76,135.75,0.4,150,200,REGULAR,0.02,0,0.12,0.63,2.56,24.66,47.23,18.21,2.59,0.83,3.15,75.08,24.92,0.2,0.37,3.85,14.32,19.16,23.87,28.37,9.41,0.42,0.01,0.02,85.72,14.28,REGULAR,1.74%,,0.004,26,6500,15,150,0.15%,120,99.85%,50,73.2,23.2,30,1.29,,0.3,0,25,162500,5,10,10,10,0.007%,,,,,,,0,0,,,,
7/19/2025,II,OVASQUEZC,7530857,A,PE250719A0,03:45:00,ZARANDA,4,HD14378,Nicovita Katal Camar�n,43.5-45.5,5.5-11,6.0-10,13,2.60,43.50,11.00,6.72,11.44,2.01,12.00,44.90,7.22,8.12,10.00,10.82,1.82,13.25,1.94,1.24,0.32,1.43,0.73,136.39,0.44,150,200,BUENA,0.03,0,0.09,0.49,2.4,24.43,47.67,18.65,2.68,0.61,2.95,74.99,25.01,0.13,0.34,3.51,15.09,18.62,24.64,28.44,8.88,0.34,0.01,0,86.79,13.21,REGULAR,1.33%,,0.011,66,6000,15,210,0.23%,120,99.77%,50,73.2,23.2,30,1.29,,0.3,0,25,150000,5,5,5,5,0.007%,,,,,,,0,0,,,,
7/19/2025,II,OVASQUEZC,7530857,A,PE250719A0,05:30:00,ZARANDA,4,HD14378,Nicovita Katal Camar�n,43.5-45.5,5.5-11,6.0-10,13,2.60,43.50,11.00,6.72,11.44,2.01,12.00,44.88,7.19,7.78,9.79,11.21,1.81,12.17,1.91,1.27,0.37,1.48,0.73,134.84,0.4,140,180,BUENA,0.03,0,0.17,0.83,2.91,22.81,44.97,19.33,3.32,0.66,4.97,71.52,28.48,0.17,0.32,3.92,15.18,19.54,23.64,25.91,8.58,0.4,0.01,2.33,84.27,15.73,REGULAR,2.29%,,0.01,61,6100,15,200,0.22%,120,99.78%,50,73.5,23.5,30,1.28,,0.3,0,25,152500,3,5,5,5,0.007%,,,,,,,0,0,,,,
7/19/2025,II,OVASQUEZC,7530857,A,PE250719A0,05:45:00,PT,4,HD14378,Nicovita Katal Camar�n,43.5-45.5,5.5-11,6.0-10,13,2.60,43.50,11.00,6.72,11.44,2.01,12.00,44.35,7.92,7.55,9.57,11.01,1.88,13.05,1.99,1.16,0.32,1.49,0.78,135.75,0.42,150,200,REGULAR,0.03,0,0.07,0.44,4.45,30.88,44.9,13.56,2.09,0.66,2.92,80.67,19.33,0.2,0.37,3.85,14.32,19.16,23.87,28.37,9.41,0.42,0.01,0.02,85.72,14.28,REGULAR,1.29%,0.07%,0.006,35,5833,15,410,0.47%,120,99.53%,50,73.2,23.2,30,1.29,214,0.3,713,25,145833,5,10,10,10,0.007%,Reproceso,PIERO A.,264,31,,,295,7.375,40000443836-40000444210,Flotabilidad,Flotabilidad 0.47 / Densidad 1.29 / Conformidad (Longitud 80.67) / Conformidad (Calibre 85.72),Falla operativa
7/20/2025,I,DAGUIRREG,7530857,A,PE250720A0,07:35:00,ZRRPP,4,HD14378,Nicovita Katal Camar�n,43.5-45.5,5.5-11,6.0-10,13,2.60,43.50,11.00,6.72,11.44,2.01,12.00,44.88,7.23,7.91,9.79,11.06,1.95,13.22,1.89,1.22,0.38,1.52,0.76,141.79,0.38,168,236,MALA,0.05,0,0.28,1.3,3.79,21.86,42.95,21.44,4.55,1.19,2.59,69.90,30.10,0.28,0.4,3.92,14.82,20.42,24.08,25.59,9.7,0.71,0.06,0.02,84.91,15.09,REGULAR,3.00%,,0.006,30,5000,15,500,0.67%,120,99.33%,50,73.2,23.2,30,1.29,,0.3,0,25,125000,10,8,5,5,0.008%,,,,,,,0,0,,,,
7/20/2025,I,DAGUIRREG,7530857,A,PE250720A0,11:00:00,ZRRPP,4,HD14378,Nicovita Katal Camar�n,43.5-45.5,5.5-11,6.0-10,13,2.60,43.50,11.00,6.72,11.44,2.01,12.00,43.53,9.22,7.32,9.05,11.27,1.72,13.57,1.96,1.16,0.28,1.52,0.84,134.00,0.5,142,184,MALA,0.04,0.01,0.06,0.33,1.45,22.33,47.88,23.87,1.78,0.33,1.92,71.99,28.01,0.12,0.25,2.16,9.04,17.26,23.28,29.97,17.03,0.89,0,0,79.55,20.45,REGULAR,1.36%,,0.007,30,4286,15,250,0.39%,120,99.61%,50,73.2,23.2,30,1.29,,0.3,0,25,107143,10,15,15,15,0.007%,,,,,,,0,0,,,,
7/20/2025,I,DAGUIRREG,7530857,A,PE250720A0,12:00:00,ZRRPP,4,HD14378,Nicovita Katal Camar�n,43.5-45.5,5.5-11,6.0-10,13,2.60,43.50,11.00,6.72,11.44,2.01,12.00,43.79,9.26,7.17,8.95,11.29,1.65,13.59,2.00,1.15,0.27,1.48,0.81,138.72,0.56,168,236,MALA,0.01,0,0.07,0.32,1.64,23.95,49.47,20.54,1.34,0.4,2.26,75.38,24.62,0.15,0.21,2.23,9.03,17.36,23.74,31.96,14.92,0.4,0,0,82.09,17.91,REGULAR,1.50%,,0.035,160,4571,15,300,0.44%,120,99.56%,50,73.4,23.4,30,1.28,,0.3,0,25,114286,8,5,5,5,0.011%,,,,,,,0,0,,,,
7/20/2025,I,DAGUIRREG,7530857,A,PE250720A0,14:00:00,PT,4,HD14378,Nicovita Katal Camar�n,43.5-45.5,5.5-11,6.0-10,13,2.60,43.50,11.00,6.72,11.44,2.01,12.00,44.42,8.72,6.87,8.47,11.23,1.79,13.53,1.94,1.21,0.30,1.52,0.83,140.64,0.46,160,220,MALA,0.03,0,0.08,0.39,1.46,23.01,48.92,21.71,1.99,0.41,2,73.78,26.22,0.16,0.17,1.77,7.15,19.21,25.74,30.86,14.29,0.63,0.02,0,82.96,17.04,REGULAR,1.20%,0.08%,0.012,62,5167,15,358,0.46%,120,99.54%,50,73.5,23.5,30,1.28,212,0.3,707,25,129167,10,8,5,5,0.006%,Reproceso,PIERO A.,118,,,,118,2.95,40000443963,Mala_hidroestabilidad,Flotabilidad 0.46 / Densidad 1.28 / Conformidad (Longitud 73.78) / Conformidad (Calibre 82.96) / Mala hidroestabilidad,Falla operativa
7/27/2025,II,OVASQUEZC,7530857,A,PE250727A0,16:20:00,ARRANQUE,7,HD14378,Nicovita Katal Camar�n,43.5-45.5,5.5-11,6.0-10,13,2.60,43.50,11.00,6.42,12.20,1.94,12.00,43.69,9.71,6.21,8.38,12.09,1.52,12.89,1.81,1.20,0.33,1.58,0.93,127.68,0.58,146,192,REGULAR,0.09,0,0.16,1.67,32.7,51.04,7.68,1.62,1,0.84,3.2,93.09,6.91,0.29,0.5,4.2,16.37,26.57,44.92,6.75,0.35,0.05,0,0,94.61,5.39,BUENA,1.22%,,0.013,97,7462,15,480,0.43%,120,99.57%,50,73.2,23.2,30,1.29,,0.3,0,25,186538,5,5,5,5,0.004%,,,,,,,0,0,,,,
7/27/2025,II,OVASQUEZC,7530857,A,PE250727A0,17:40:00,ZARANDA,7,HD14378,Nicovita Katal Camar�n,43.5-45.5,5.5-11,6.0-10,13,2.60,43.50,11.00,6.42,12.20,1.94,12.00,44.62,8.47,5.78,7.83,12.24,1.62,12.18,1.84,1.22,0.31,1.63,0.93,132.88,0.46,150,200,REGULAR,0.06,0,0.1,1.66,33.33,52.97,6.48,1.27,0.94,0.72,2.47,94.44,5.56,0.27,0.4,4.04,17.15,27,45.51,5.53,0.08,0.02,0,0,95.19,4.81,BUENA,0.96%,,0.01,67,6700,15,380,0.38%,98,99.62%,50,73.2,23.2,30,1.29,,0.3,0,25,167500,2,3,3,3,0.003%,,,,,,,0,0,,,,
7/27/2025,III,EVillegasL,7530857,A,PE250727A0,19:30:00,ZARANDA,7,HD14378,Nicovita Katal Camar�n,43.5-45.5,5.5-11,6.0-10,13,2.60,43.50,11.00,6.42,12.20,1.94,12.00,45.84,7.85,5.46,7.65,12.22,1.48,11.84,1.64,1.28,0.33,1.69,0.91,135.5,0.43,152,204,REGULAR,0.15,0.02,0.12,2.44,38.49,50,4.2,1.14,0.8,0.6,2.04,95.13,4.87,0.51,0.42,6.29,20.6,29.83,39.45,2.83,0.06,0.01,0,0,92.71,7.29,BUENA,0.90%,,0.041,242,5902,15,301,0.34%,120,99.66%,50,73,23,30,1.30,,0.3,0,25,147561,10,20,25,39,0.005%,,,,,,,0,0,,,,
7/27/2025,III,EVillegasL,7530857,A,PE250727A0,21:30:00,ZARANDA,7,HD14378,Nicovita Katal Camar�n,43.5-45.5,5.5-11,6.0-10,13,2.60,43.50,11.00,6.42,12.20,1.94,12.00,45.16,8.76,5.92,7.97,12.17,1.55,12.27,1.75,1.24,0.31,1.68,0.92,132.61,0.5,150,200,REGULAR,0.04,0.01,0.1,2.5,34.87,48.9,4.15,1.38,1.32,1.4,5.33,90.42,9.58,0.71,0.64,5.67,19.67,31.92,38.9,2.31,0.15,0.02,0.01,0,92.8,7.20,BUENA,0.69%,,0.03,187,6233,15,259,0.28%,120,99.72%,50,73,23,30,1.30,,0.3,0,25,155833,10,25,25,25,0.003%,,,,,,,0,0,,,,
7/27/2025,III,EVillegasL,7530857,A,PE250727A0,23:30:00,ZARANDA,7,HD14378,Nicovita Katal Camar�n,43.5-45.5,5.5-11,6.0-10,13,2.60,43.50,11.00,6.42,12.20,1.94,12.00,44.57,9.54,5.72,8.01,12.23,1.43,12.53,1.75,1.21,0.29,1.6,0.92,135.35,0.54,150,200,REGULAR,0.09,0,0.07,2.22,33.38,53.26,6.18,1.35,0.69,0.6,2.16,95.04,4.96,0.25,0.29,4.16,21.2,32.24,38.66,3.13,0.07,0,0,0,95.23,4.77,BUENA,0.76%,,0.021,125,5952,15,401,0.45%,120,99.55%,50,73,23,30,1.30,,0.3,0,25,148810,10,5,5,2,0.007%,,,,,,,0,0,,,,
7/27/2025,III,EVillegasL,7530857,A,PE250727A0,01:30:00,ZARANDA,7,HD14378,Nicovita Katal Camar�n,43.5-45.5,5.5-11,6.0-10,13,2.60,43.50,11.00,6.42,12.20,1.94,12.00,44.54,9.81,5.92,8.11,12.2,1.41,12.04,1.59,1.19,0.28,1.67,0.94,128.86,0.54,151,202,REGULAR,0.1,0,0.09,2.4,30.32,52.65,8.98,1.71,0.79,0.7,2.26,94.35,5.65,0.32,0.22,3.96,22.11,34.49,35.72,3.13,0.05,0,0,0,95.45,4.55,BUENA,0.81%,,0.028,169,6036,15,428,0.47%,120,99.53%,50,73,23,30,1.30,,0.3,0,25,150893,10,20,21,25,0.003%,,,,,,,0,0,,,,
7/27/2025,III,EVillegasL,7530857,A,PE250727A0,05:30:00,ARRANQUE,7,HD14378,Nicovita Katal Camar�n,43.5-45.5,5.5-11,6.0-10,13,2.60,43.50,11.00,6.42,12.20,1.94,12.00,44.31,8.69,6.4,8.55,12.22,1.5,11.8,1.73,1.22,0.3,1.64,0.96,129.31,0.5,150,200,REGULAR,0.27,0,0.11,1.08,18.81,54.38,18.34,2.7,1.23,0.73,2.35,92.61,7.39,0.39,0.31,3.02,13.46,24.69,42.35,15.06,0.7,0.02,0,0,95.56,4.44,BUENA,1.28%,,0.013,67,5154,15,302,0.39%,120,99.61%,50,73,23,30,1.30,,0.3,0,25,128846,5,2,2,2,0.000%,,,,,,,0,0,,,,
7/27/2025,III,EVillegasL,7530857,A,PE250727A0,05:00:00,PT,7,HD14378,Nicovita Katal Camar�n,43.5-45.5,5.5-11,6.0-10,13,2.60,43.50,11.00,6.42,12.20,1.94,12.00,44.45,9.14,5.99,7.93,12.12,1.52,12.41,1.75,1.19,0.29,1.63,0.93,134.79,0.51,150,200,REGULAR,0.1,0,0.08,2.18,33.51,52.38,6.86,1.43,0.77,0.62,2.07,94.93,5.07,0.35,0.26,3.91,20.18,32.49,38.87,3.81,0.12,0.01,0,0,95.35,4.65,BUENA,0.74%,0.05%,0.025,151,6040,15,412,0.45%,120,99.55%,50,73,23,30,1.30,218,0.3,727,25,151000,10,15,0,27,0.003%,Concesi�n,PIERO A.,594,132,,,726,18.15,40000445972-40000446015,Flotabilidad,Flotabilidad 0.45,Falla operativa
7/28/2025,I,OVASQUEZC,7530857,A,PE250728A0,07:45:00,ZARANDA,6,HD14378,Nicovita Katal Camar�n,43.5-45.5,5.5-11,6.0-10,13,2.60,43.50,11.00,6.85,13.00,1.78,12.00,44.75,7.64,6.65,8.42,12.17,1.76,12.31,1.89,1.26,0.3,1.62,0.98,135.17,0.39,145,190,REGULAR,0.06,0,0.1,1.13,17.9,54.07,17.05,4.16,1.63,1,2.9,90.15,9.85,0.34,0.3,2.38,13.97,30.57,40.65,10.66,1.08,0.05,0,0,95.85,4.15,BUENA,1.04%,,0.009,50,5556,15,280,0.34%,120,99.66%,50,73.2,23.2,30,1.29,,0.3,0,25,138889,5,5,5,5,0.004%,,,,,,,0,0,,,,
7/28/2025,I,OVASQUEZC,7530857,A,PE250728A0,09:45:00,ZARANDA,6,HD14378,Nicovita Katal Camar�n,43.5-45.5,5.5-11,6.0-10,13,2.60,43.50,11.00,6.85,13.00,1.78,12.00,44.5,8.59,6.31,8.4,12.27,1.55,12.25,1.74,1.22,0.29,1.59,1.01,137.44,0.46,145,190,REGULAR,0.16,0,0.04,0.76,17.72,57.29,17.62,2.25,0.92,0.68,2.56,93.39,6.61,0.5,0.18,1,12.65,33.43,41.86,10.05,0.32,0.01,0,0,97.99,2.01,BUENA,0.74%,,0.017,82,4824,15,200,0.28%,120,99.72%,50,73,23,30,1.30,,0.3,0,25,120588,3,3,3,3,0.000%,,,,,,,0,0,,,,
7/28/2025,I,OVASQUEZC,7530857,A,PE250728A0,11:25:00,ZARANDA,6,HD14378,Nicovita Katal Camar�n,43.5-45.5,5.5-11,6.0-10,13,2.60,43.50,11.00,6.85,13.00,1.78,12.00,44.79,8.23,5.92,7.84,12.45,1.49,12.46,1.81,1.26,0.31,1.63,0.99,135.68,0.44,150,200,REGULAR,0.04,0,0.05,0.62,13.33,55.13,23.58,3.12,1.03,0.61,2.49,92.66,7.34,0.19,0.16,1.03,9.14,30.43,43.4,14.94,0.69,0.02,0,0,97.91,2.09,BUENA,0.71%,,0.012,64,5333,15,250,0.31%,120,99.69%,50,73,23,30,1.30,,0.3,0,25,133333,3,3,3,3,0.000%,,,,,,,0,0,,,,
7/28/2025,I,OVASQUEZC,7530857,A,PE250728A0,13:40:00,ZARANDA,6,HD14378,Nicovita Katal Camar�n,43.5-45.5,5.5-11,6.0-10,13,2.60,43.50,11.00,6.85,13.00,1.78,12.00,45.54,7.59,4.75,7.6,13.09,1.39,12.53,1.75,1.29,0.29,1.59,1.01,143.09,0.34,148,196,REGULAR,0.07,0,0.05,0.63,10.26,49.51,29.47,4.75,1.49,0.86,2.91,89.87,10.13,0.17,0.16,1.02,7.77,29.71,41.81,18.11,1.21,0.04,0,0,97.4,2.60,BUENA,0.96%,,0.008,36,4500,15,380,0.56%,120,99.44%,50,73.2,23.2,30,1.29,,0.3,0,25,112500,3,5,5,5,0.003%,,,,,,,0,0,,,,
7/28/2025,I,OVASQUEZC,7530857,A,PE250728A0,13:45:00,PT,6,HD14378,Nicovita Katal Camar�n,43.5-45.5,5.5-11,6.0-10,13,2.60,43.50,11.00,6.85,13.00,1.78,12.00,44.87,8.06,6.58,8.46,12.14,1.6,12.06,1.81,1.21,0.29,1.6,0.99,144.48,0.42,150,200,REGULAR,0.14,0,0.07,0.93,17.63,56.14,17.56,2.91,1.19,0.78,2.65,92.26,7.74,0.35,0.26,1.55,12.95,32.86,41.17,10.21,0.62,0.02,0,0.01,97.19,2.81,BUENA,0.89%,0.04%,0.013,81,6231,15,300,0.32%,120,99.68%,50,73,23,30,1.30,202,0.3,673,25,155769,3,3,3,3,0.000%,Concesi�n,PIERO A.,66,,,,66,1.65,40000446021,Flotabilidad,Flotabilidad 0.32,Falla operativa
7/28/2025,II,EVillegasL,7530857,A,PE250728A0,15:30:00,ZARANDA,6,HD14378,Nicovita Katal Camar�n,43.5-45.5,5.5-11,6.0-10,13,2.60,43.50,11.00,6.85,13.00,1.78,12.00,45.42,7.72,5.37,7.49,12.57,1.48,12.26,1.79,1.28,0.31,1.63,0.99,142.59,0.44,148,196,BUENA,0.05,0,0.15,1.04,8.68,44.48,32.54,6.92,2.15,1.05,2.94,86.74,13.26,0.05,0,0.15,1.04,8.68,44.48,32.54,6.92,2.15,1.05,2.94,86.74,13.26,REGULAR,1.50%,,0.018,88,4889,15,315,0.43%,120,99.57%,50,73,23,30,1.30,,0.3,0,25,122222,5,2,0,0,0.002%,,,,,,,0,0,,,,
7/28/2025,II,EVillegasL,7530857,A,PE250728A0,18:20:00,ARRANQUE,6,HD14378,Nicovita Katal Camar�n,43.5-45.5,5.5-11,6.0-10,13,2.60,43.50,11.00,6.85,13.00,1.78,12.00,44.03,8.6,6.12,8,11.97,1.65,12.88,2.12,1.24,0.3,1.43,0.91,138.1,0.51,140,180,BUENA,0.06,0,0.08,0.62,8.36,47.98,33.81,4.44,1.4,0.77,2.48,90.77,9.23,0.06,0,0.08,0.62,8.36,47.98,33.81,4.44,1.4,0.77,2.48,90.77,9.23,BUENA,1.03%,,0.045,187,4156,15,240,0.39%,120,99.61%,50,73,23,30,1.30,,0.3,0,25,103889,5,1,1,0,0.005%,,,,,,,0,0,,,,
7/28/2025,II,EVillegasL,7530857,A,PE250728A0,19:30:00,ZARANDA,6,HD14378,Nicovita Katal Camar�n,43.5-45.5,5.5-11,6.0-10,13,2.60,43.50,11.00,6.85,13.00,1.78,12.00,45.66,6.53,6.26,8.09,11.76,1.86,13.02,1.95,1.27,0.35,1.52,0.85,137.66,0.39,150,200,REGULAR,0.09,0.01,0.09,0.53,8.49,53.1,29.96,3.62,1.13,0.62,2.36,92.08,7.92,0.29,0.21,1.35,5.69,21.63,47.88,22.08,0.83,0.02,0.02,0,97.28,2.72,BUENA,0.84%,,0.017,74,4353,15,200,0.31%,120,99.69%,50,73.2,23.2,30,1.29,,0.3,0,25,108824,10,5,4,1,0.000%,,,,,,,0,0,,,,
7/28/2025,II,EVillegasL,7530857,A,PE250728A0,21:30:00,ZARANDA,6,HD14378,Nicovita Katal Camar�n,43.5-45.5,5.5-11,6.0-10,13,2.60,43.50,11.00,6.85,13.00,1.78,12.00,46.12,6.7,6.1,8.12,11.7,1.79,12.68,1.82,1.28,0.35,1.55,0.79,139.64,0.42,135,170,BUENA,0.11,0.07,0.15,0.36,8.74,51.22,30.9,4.35,1.24,0.61,2.25,91.22,8.78,0.72,0.89,1.1,6.2,27.61,43.86,18.6,1,0.02,0,0,96.27,3.73,BUENA,0.78%,,0.021,89,4238,15,187,0.29%,75,99.71%,50,73,23,30,1.30,,0.3,0,25,105952,5,2,2,2,0.000%,,,,,,,0,0,,,,
7/28/2025,II,EVillegasL,7530857,A,PE250728A0,21:00:00,PT,6,HD14378,Nicovita Katal Camar�n,43.5-45.5,5.5-11,6.0-10,13,2.60,43.50,11.00,6.85,13.00,1.78,12.00,45.12,7.81,5.91,7.85,12.43,1.55,13.07,1.87,1.28,0.3,1.63,0.96,140.62,0.49,149,198,BUENA,0.09,0,0.05,0.57,9.95,52.18,28.59,4.03,1.28,0.67,2.59,91.29,8.71,0.2,0.17,1.16,6.79,26.04,44.91,19.69,0.96,0.05,0.01,0.02,97.43,2.57,BUENA,0.82%,0.04%,0.019,81,4263,15,239,0.37%,120,99.63%,50,73,23,30,1.30,210,0.3,700,25,106579,10,8,2,0,0.002%,Concesi�n,PIERO A.,456,,,,456,11.4,40000446025,Flotabilidad,Flotabilidad 0.37,Falla operativa
7/28/2025,III,DAGUIRREG,7530857,A,PE250728A0,23:50:00,ARRANQUE,6,HD14378,Nicovita Katal Camar�n,43.5-45.5,5.5-11,6.0-10,13,2.60,43.50,11.00,6.85,13.00,1.78,12.00,45.77,7.44,6.56,8.42,12.11,1.70,11.72,1.91,1.27,0.29,1.52,0.87,148.12,0.34,150,200,REGULAR,0.02,0,0.13,0.73,7.38,46.74,32.8,5.83,2.27,1.13,2.97,87.65,12.35,0.16,0.39,1.99,7.36,24.89,42.01,21.78,1.39,0.03,0,0,96.04,3.96,BUENA,1.19%,,0.008,38,4750,15,150,0.21%,120,99.79%,50,73,23,30,1.30,,0.3,0,25,118750,8,10,10,10,0.004%,,,,,,,0,0,,,,
7/28/2025,III,DAGUIRREG,7530857,A,PE250728A0,02:00:00,ZARANDA,6,HD14378,Nicovita Katal Camar�n,43.5-45.5,5.5-11,6.0-10,13,2.60,43.50,11.00,6.85,13.00,1.78,12.00,46.51,6.07,7.13,8.83,12.49,1.84,10.96,1.96,1.30,0.33,1.53,0.98,146.39,0.4,148,196,BUENA,0.01,0,0.14,0.52,5.65,48.65,36.63,3.82,1.17,0.53,2.88,91.45,8.55,0.31,0.27,1.5,3.63,16.4,47.28,29.25,1.3,0.04,0,0.02,96.56,3.44,BUENA,0.31%,,0.045,150,3333,15,148,0.30%,120,99.70%,50,73,23,30,1.30,,0.3,0,25,83333,5,15,15,15,0.004%,,,,,,,0,0,,,,
7/28/2025,III,DAGUIRREG,7530857,A,PE250728A0,05:00:00,ZARANDA,6,HD14378,Nicovita Katal Camar�n,43.5-45.5,5.5-11,6.0-10,13,2.60,43.50,11.00,6.85,13.00,1.78,12.00,46.13,6.38,7.16,8.82,12.57,1.81,11.66,1.90,1.31,0.31,1.56,0.99,165.38,0.38,145,190,REGULAR,0.07,0,0.12,0.69,8.07,50.32,32.25,4.52,1.3,0.61,2.05,91.33,8.67,0.44,0.16,1.56,6.1,23.53,44.73,22.2,1.26,0.02,0,0,96.56,3.44,BUENA,1.10%,,0.012,70,5833,15,300,0.34%,120,99.66%,50,73.4,23.4,30,1.28,,0.3,0,25,145833,8,10,10,10,0.151%,,,,,,,0,0,,,,
7/28/2025,III,DAGUIRREG,7530857,A,PE250728A0,06:00:00,PT,6,HD14378,Nicovita Katal Camar�n,43.5-45.5,5.5-11,6.0-10,13,2.60,43.50,11.00,6.85,13.00,1.78,12.00,45.79,7.24,6.88,8.63,12.15,1.74,11.37,1.87,1.23,0.26,1.55,0.92,149.73,0.46,148,196,REGULAR,0.12,0,0.13,0.71,9.04,52.59,28.65,3.85,1.37,0.91,2.63,90.99,9.01,0.24,0.27,1.67,5.86,22.72,47.16,21.08,0.92,0.03,0.03,0.02,96.82,3.18,BUENA,1.12%,0.05%,0.018,88,4889,15,300,0.41%,120,99.59%,50,73.5,23.5,30,1.28,211,0.3,703,25,122222,10,12,12,12,0.000%,Concesi�n,PIERO A.,132,66,,,198,4.95,40000446073-40000445869,Flotabilidad,Flotabilidad 0.41,Falla operativa
7/29/2025,I,OVASQUEZC,7530857,A,PE250729A0,07:45:00,ZARANDA,6,HD14378,Nicovita Katal Camar�n,43.5-45.5,5.5-11,6.0-10,13,2.60,43.50,11.00,6.85,13.00,1.78,12.00,43.82,10.19,6.73,8.49,12.62,1.51,12.45,1.90,1.24,0.26,1.56,0.97,146.77,0.6,150,200,REGULAR,0.05,0,0.08,0.52,5.31,45.06,38.82,5.83,1.28,0.54,2.51,89.71,10.29,0.23,0.25,1.59,5.69,20.85,43.32,26.03,2,0.04,0,0,95.89,4.11,BUENA,0.91%,,0.011,42,3818,15,280,0.49%,120,99.51%,50,73.5,23.5,30,1.28,,0.3,0,25,95455,3,3,3,3,0.001%,,,,,,,0,0,,,,
7/29/2025,I,OVASQUEZC,7530857,A,PE250729A0,09:30:00,ZARANDA,6,HD14378,Nicovita Katal Camar�n,43.5-45.5,5.5-11,6.0-10,13,2.60,43.50,11.00,6.85,13.00,1.78,12.00,44.05,10.48,6.80,8.69,12.64,1.37,12.45,1.97,1.26,0.26,1.46,1.02,154.22,0.62,140,180,BUENA,0.07,0,0.09,0.69,6.37,42.33,37.41,7.44,2.09,0.9,2.61,86.80,13.20,0.25,0.28,1.97,7.97,25.1,40.27,22.13,2,0.03,0,0,95.47,4.53,BUENA,1.30%,,0.029,130,4483,15,150,0.22%,120,99.78%,50,73.2,23.2,30,1.29,,0.3,0,25,112069,5,5,5,5,0.002%,,,,,,,0,0,,,,
7/29/2025,I,OVASQUEZC,7530857,A,PE250729A0,11:00:00,ZARANDA,6,HD14378,Nicovita Katal Camar�n,43.5-45.5,5.5-11,6.0-10,13,2.60,43.50,11.00,6.85,13.00,1.78,12.00,44.83,10.40,6.98,8.86,12.95,1.38,11.76,2.00,1.25,0.26,1.48,1.06,160.30,0.62,148,196,REGULAR,0.05,0,0.08,0.61,5.75,38.93,39.91,8.85,2.37,0.96,2.49,85.20,14.80,0.21,0.23,1.91,7.92,25.67,38.28,23.17,2.57,0.04,0,0,95.04,4.96,BUENA,1.28%,,0.006,24,4000,15,320,0.53%,120,99.47%,50,73.2,23.2,30,1.29,,0.3,0,25,100000,3,3,3,3,0.001%,,,,,,,0,0,,,,
